Dataset,Experiment,Seed,Loss,Conf,Alpha,Beta,N,Do,RF Acc,MMD,MAE x3
5-chain-linear,9,50,hybrid,HYBRID_ALPHA0.4_BETA0.6,0.4,0.6,50,x2=0.0,0.65,0.02286,0.83436
5-chain-linear,10,51,hybrid,HYBRID_ALPHA0.4_BETA0.6,0.4,0.6,50,x2=0.0,0.575,0.03446,0.9154
5-chain-linear,1,42,hybrid,HYBRID_ALPHA0.3_BETA0.7,0.3,0.7,50,x2=0.0,0.625,0.01683,0.83068
5-chain-linear,2,43,hybrid,HYBRID_ALPHA0.3_BETA0.7,0.3,0.7,50,x2=0.0,0.725,0.02242,0.83308
5-chain-linear,3,44,hybrid,HYBRID_ALPHA0.3_BETA0.7,0.3,0.7,50,x2=0.0,0.6,0.02452,0.8332
5-chain-linear,4,45,hybrid,HYBRID_ALPHA0.3_BETA0.7,0.3,0.7,50,x2=0.0,0.575,0.02119,0.83102
5-chain-linear,5,46,hybrid,HYBRID_ALPHA0.3_BETA0.7,0.3,0.7,50,x2=0.0,0.675,0.02523,0.83268
5-chain-linear,6,47,hybrid,HYBRID_ALPHA0.3_BETA0.7,0.3,0.7,50,x2=0.0,0.525,0.01601,0.83389
5-chain-linear,7,48,hybrid,HYBRID_ALPHA0.3_BETA0.7,0.3,0.7,50,x2=0.0,0.6,0.01242,0.8308
5-chain-linear,8,49,hybrid,HYBRID_ALPHA0.3_BETA0.7,0.3,0.7,50,x2=0.0,0.6,0.01906,0.83293
5-chain-linear,9,50,hybrid,HYBRID_ALPHA0.3_BETA0.7,0.3,0.7,50,x2=0.0,0.65,0.02263,0.83426
5-chain-linear,10,51,hybrid,HYBRID_ALPHA0.3_BETA0.7,0.3,0.7,50,x2=0.0,0.675,0.01612,0.83342
5-chain-linear,1,42,hybrid,HYBRID_ALPHA0.2_BETA0.8,0.2,0.8,50,x2=0.0,0.575,0.01967,0.8307
5-chain-linear,2,43,hybrid,HYBRID_ALPHA0.2_BETA0.8,0.2,0.8,50,x2=0.0,0.7,0.02216,0.83304
5-chain-linear,3,44,hybrid,HYBRID_ALPHA0.2_BETA0.8,0.2,0.8,50,x2=0.0,0.65,0.02414,0.8332
5-chain-linear,4,45,hybrid,HYBRID_ALPHA0.2_BETA0.8,0.2,0.8,50,x2=0.0,0.525,0.0199,0.8306
5-chain-linear,5,46,hybrid,HYBRID_ALPHA0.2_BETA0.8,0.2,0.8,50,x2=0.0,0.625,0.02328,0.83157
5-chain-linear,6,47,hybrid,HYBRID_ALPHA0.2_BETA0.8,0.2,0.8,50,x2=0.0,0.575,0.01678,0.83311
5-chain-linear,7,48,hybrid,HYBRID_ALPHA0.2_BETA0.8,0.2,0.8,50,x2=0.0,0.625,0.01203,0.8307
5-chain-linear,8,49,hybrid,HYBRID_ALPHA0.2_BETA0.8,0.2,0.8,50,x2=0.0,0.6,0.01851,0.83294
5-chain-linear,9,50,hybrid,HYBRID_ALPHA0.2_BETA0.8,0.2,0.8,50,x2=0.0,0.675,0.02257,0.8338
5-chain-linear,10,51,hybrid,HYBRID_ALPHA0.2_BETA0.8,0.2,0.8,50,x2=0.0,0.625,0.01433,0.83411
5-chain-linear,1,42,mse,MSE,1.0,0.0,100,x2=0.0,0.6,0.01813,0.83602
5-chain-linear,2,43,mse,MSE,1.0,0.0,100,x2=0.0,0.65,0.01414,0.83329
5-chain-linear,3,44,mse,MSE,1.0,0.0,100,x2=0.0,0.6,0.01432,0.8337
5-chain-linear,4,45,mse,MSE,1.0,0.0,100,x2=0.0,0.6,0.01705,0.83324
5-chain-linear,5,46,mse,MSE,1.0,0.0,100,x2=0.0,0.6,0.02124,0.83459
5-chain-linear,6,47,mse,MSE,1.0,0.0,100,x2=0.0,0.575,0.01475,0.83336
5-chain-linear,7,48,mse,MSE,1.0,0.0,100,x2=0.0,0.55,0.01426,0.83099
5-chain-linear,8,49,mse,MSE,1.0,0.0,100,x2=0.0,0.5,0.01269,0.83217
5-chain-linear,9,50,mse,MSE,1.0,0.0,100,x2=0.0,0.575,0.01204,0.83396
5-chain-linear,10,51,mse,MSE,1.0,0.0,100,x2=0.0,0.65,0.0228,0.84669
5-chain-linear,1,42,hybrid,HYBRID_ALPHA0.9_BETA0.1,0.9,0.1,100,x2=0.0,0.55,0.01794,0.83588
5-chain-linear,2,43,hybrid,HYBRID_ALPHA0.9_BETA0.1,0.9,0.1,100,x2=0.0,0.675,0.01399,0.83317
5-chain-linear,3,44,hybrid,HYBRID_ALPHA0.9_BETA0.1,0.9,0.1,100,x2=0.0,0.625,0.01404,0.83368
5-chain-linear,4,45,hybrid,HYBRID_ALPHA0.9_BETA0.1,0.9,0.1,100,x2=0.0,0.55,0.017,0.83324
5-chain-linear,5,46,hybrid,HYBRID_ALPHA0.9_BETA0.1,0.9,0.1,100,x2=0.0,0.6,0.02075,0.83438
5-chain-linear,6,47,hybrid,HYBRID_ALPHA0.9_BETA0.1,0.9,0.1,100,x2=0.0,0.575,0.01451,0.83335
5-chain-linear,7,48,hybrid,HYBRID_ALPHA0.9_BETA0.1,0.9,0.1,100,x2=0.0,0.55,0.0151,0.83524
5-chain-linear,8,49,hybrid,HYBRID_ALPHA0.9_BETA0.1,0.9,0.1,100,x2=0.0,0.525,0.01522,0.83217
5-chain-linear,9,50,hybrid,HYBRID_ALPHA0.9_BETA0.1,0.9,0.1,100,x2=0.0,0.55,0.01152,0.83295
5-chain-linear,10,51,hybrid,HYBRID_ALPHA0.9_BETA0.1,0.9,0.1,100,x2=0.0,0.6,0.02216,0.84692
5-chain-linear,1,42,hybrid,HYBRID_ALPHA0.8_BETA0.2,0.8,0.2,100,x2=0.0,0.575,0.01962,0.84257
5-chain-linear,2,43,hybrid,HYBRID_ALPHA0.8_BETA0.2,0.8,0.2,100,x2=0.0,0.7,0.01379,0.83302
5-chain-linear,3,44,hybrid,HYBRID_ALPHA0.8_BETA0.2,0.8,0.2,100,x2=0.0,0.575,0.01371,0.83483
5-chain-linear,4,45,hybrid,HYBRID_ALPHA0.8_BETA0.2,0.8,0.2,100,x2=0.0,0.575,0.01702,0.83324
5-chain-linear,5,46,hybrid,HYBRID_ALPHA0.8_BETA0.2,0.8,0.2,100,x2=0.0,0.55,0.01994,0.83433
5-chain-linear,6,47,hybrid,HYBRID_ALPHA0.8_BETA0.2,0.8,0.2,100,x2=0.0,0.525,0.01494,0.83334
5-chain-linear,7,48,hybrid,HYBRID_ALPHA0.8_BETA0.2,0.8,0.2,100,x2=0.0,0.525,0.01486,0.83502
5-chain-linear,8,49,hybrid,HYBRID_ALPHA0.8_BETA0.2,0.8,0.2,100,x2=0.0,0.525,0.01446,0.83218
5-chain-linear,9,50,hybrid,HYBRID_ALPHA0.8_BETA0.2,0.8,0.2,100,x2=0.0,0.5,0.01133,0.83253
5-chain-linear,10,51,hybrid,HYBRID_ALPHA0.8_BETA0.2,0.8,0.2,100,x2=0.0,0.675,0.02109,0.84543
5-chain-linear,1,42,hybrid,HYBRID_ALPHA0.7_BETA0.3,0.7,0.3,100,x2=0.0,0.6,0.0198,0.84221
5-chain-linear,2,43,hybrid,HYBRID_ALPHA0.7_BETA0.3,0.7,0.3,100,x2=0.0,0.625,0.01446,0.83285
5-chain-linear,3,44,hybrid,HYBRID_ALPHA0.7_BETA0.3,0.7,0.3,100,x2=0.0,0.6,0.0134,0.8344
5-chain-linear,4,45,hybrid,HYBRID_ALPHA0.7_BETA0.3,0.7,0.3,100,x2=0.0,0.525,0.01659,0.83323
5-chain-linear,5,46,hybrid,HYBRID_ALPHA0.7_BETA0.3,0.7,0.3,100,x2=0.0,0.6,0.01925,0.8344
5-chain-linear,6,47,hybrid,HYBRID_ALPHA0.7_BETA0.3,0.7,0.3,100,x2=0.0,0.525,0.01473,0.83334
5-chain-linear,7,48,hybrid,HYBRID_ALPHA0.7_BETA0.3,0.7,0.3,100,x2=0.0,0.55,0.01488,0.83634
5-chain-linear,8,49,hybrid,HYBRID_ALPHA0.7_BETA0.3,0.7,0.3,100,x2=0.0,0.5,0.01399,0.83231
5-chain-linear,9,50,hybrid,HYBRID_ALPHA0.7_BETA0.3,0.7,0.3,100,x2=0.0,0.525,0.01143,0.83254
5-chain-linear,10,51,hybrid,HYBRID_ALPHA0.7_BETA0.3,0.7,0.3,100,x2=0.0,0.625,0.02095,0.84364
5-chain-linear,1,42,hybrid,HYBRID_ALPHA0.6_BETA0.4,0.6,0.4,100,x2=0.0,0.6,0.02057,0.84431
5-chain-linear,2,43,hybrid,HYBRID_ALPHA0.6_BETA0.4,0.6,0.4,100,x2=0.0,0.65,0.0144,0.83257
5-chain-linear,3,44,hybrid,HYBRID_ALPHA0.6_BETA0.4,0.6,0.4,100,x2=0.0,0.65,0.01285,0.8338
5-chain-linear,4,45,hybrid,HYBRID_ALPHA0.6_BETA0.4,0.6,0.4,100,x2=0.0,0.5,0.01589,0.83316
5-chain-linear,5,46,hybrid,HYBRID_ALPHA0.6_BETA0.4,0.6,0.4,100,x2=0.0,0.6,0.01919,0.83427
5-chain-linear,6,47,hybrid,HYBRID_ALPHA0.6_BETA0.4,0.6,0.4,100,x2=0.0,0.525,0.01455,0.83333
5-chain-linear,7,48,hybrid,HYBRID_ALPHA0.6_BETA0.4,0.6,0.4,100,x2=0.0,0.575,0.01334,0.83249
5-chain-linear,8,49,hybrid,HYBRID_ALPHA0.6_BETA0.4,0.6,0.4,100,x2=0.0,0.55,0.01373,0.83251
5-chain-linear,9,50,hybrid,HYBRID_ALPHA0.6_BETA0.4,0.6,0.4,100,x2=0.0,0.525,0.01132,0.83238
5-chain-linear,10,51,hybrid,HYBRID_ALPHA0.6_BETA0.4,0.6,0.4,100,x2=0.0,0.625,0.02032,0.84378
5-chain-linear,1,42,hybrid,HYBRID_ALPHA0.5_BETA0.5,0.5,0.5,100,x2=0.0,0.525,0.02125,0.84694
5-chain-linear,2,43,hybrid,HYBRID_ALPHA0.5_BETA0.5,0.5,0.5,100,x2=0.0,0.6,0.01289,0.83228
5-chain-linear,3,44,hybrid,HYBRID_ALPHA0.5_BETA0.5,0.5,0.5,100,x2=0.0,0.675,0.01256,0.83381
5-chain-linear,4,45,hybrid,HYBRID_ALPHA0.5_BETA0.5,0.5,0.5,100,x2=0.0,0.55,0.01648,0.83312
5-chain-linear,5,46,hybrid,HYBRID_ALPHA0.5_BETA0.5,0.5,0.5,100,x2=0.0,0.6,0.01813,0.83438
5-chain-linear,6,47,hybrid,HYBRID_ALPHA0.5_BETA0.5,0.5,0.5,100,x2=0.0,0.55,0.01409,0.83333
5-chain-linear,7,48,hybrid,HYBRID_ALPHA0.5_BETA0.5,0.5,0.5,100,x2=0.0,0.575,0.01141,0.83209
5-chain-linear,8,49,hybrid,HYBRID_ALPHA0.5_BETA0.5,0.5,0.5,100,x2=0.0,0.55,0.0119,0.83152
5-chain-linear,9,50,hybrid,HYBRID_ALPHA0.5_BETA0.5,0.5,0.5,100,x2=0.0,0.575,0.01055,0.83234
5-chain-linear,10,51,hybrid,HYBRID_ALPHA0.5_BETA0.5,0.5,0.5,100,x2=0.0,0.6,0.01688,0.83595
5-chain-linear,1,42,hybrid,HYBRID_ALPHA0.4_BETA0.6,0.4,0.6,100,x2=0.0,0.525,0.01802,0.84112
5-chain-linear,2,43,hybrid,HYBRID_ALPHA0.4_BETA0.6,0.4,0.6,100,x2=0.0,0.625,0.01455,0.83215
5-chain-linear,3,44,hybrid,HYBRID_ALPHA0.4_BETA0.6,0.4,0.6,100,x2=0.0,0.575,0.01198,0.83329
5-chain-linear,4,45,hybrid,HYBRID_ALPHA0.4_BETA0.6,0.4,0.6,100,x2=0.0,0.625,0.01715,0.83307
5-chain-linear,5,46,hybrid,HYBRID_ALPHA0.4_BETA0.6,0.4,0.6,100,x2=0.0,0.625,0.01711,0.83454
5-chain-linear,6,47,hybrid,HYBRID_ALPHA0.4_BETA0.6,0.4,0.6,100,x2=0.0,0.6,0.01393,0.83331
5-chain-linear,7,48,hybrid,HYBRID_ALPHA0.4_BETA0.6,0.4,0.6,100,x2=0.0,0.55,0.0112,0.83261
5-chain-linear,8,49,hybrid,HYBRID_ALPHA0.4_BETA0.6,0.4,0.6,100,x2=0.0,0.55,0.01183,0.83138
5-chain-linear,9,50,hybrid,HYBRID_ALPHA0.4_BETA0.6,0.4,0.6,100,x2=0.0,0.625,0.01059,0.83209
5-chain-linear,10,51,hybrid,HYBRID_ALPHA0.4_BETA0.6,0.4,0.6,100,x2=0.0,0.625,0.0169,0.83608
5-chain-linear,1,42,hybrid,HYBRID_ALPHA0.3_BETA0.7,0.3,0.7,100,x2=0.0,0.575,0.01734,0.84113
5-chain-linear,2,43,hybrid,HYBRID_ALPHA0.3_BETA0.7,0.3,0.7,100,x2=0.0,0.625,0.01422,0.83212
5-chain-linear,3,44,hybrid,HYBRID_ALPHA0.3_BETA0.7,0.3,0.7,100,x2=0.0,0.6,0.01193,0.83248
5-chain-linear,4,45,hybrid,HYBRID_ALPHA0.3_BETA0.7,0.3,0.7,100,x2=0.0,0.55,0.0171,0.83305
5-chain-linear,5,46,hybrid,HYBRID_ALPHA0.3_BETA0.7,0.3,0.7,100,x2=0.0,0.6,0.01666,0.83471
5-chain-linear,6,47,hybrid,HYBRID_ALPHA0.3_BETA0.7,0.3,0.7,100,x2=0.0,0.525,0.0137,0.83325
5-chain-linear,7,48,hybrid,HYBRID_ALPHA0.3_BETA0.7,0.3,0.7,100,x2=0.0,0.55,0.01075,0.83282
5-chain-linear,8,49,hybrid,HYBRID_ALPHA0.3_BETA0.7,0.3,0.7,100,x2=0.0,0.575,0.01195,0.83094
5-chain-linear,9,50,hybrid,HYBRID_ALPHA0.3_BETA0.7,0.3,0.7,100,x2=0.0,0.575,0.01029,0.83177
5-chain-linear,10,51,hybrid,HYBRID_ALPHA0.3_BETA0.7,0.3,0.7,100,x2=0.0,0.6,0.01654,0.83498
5-chain-linear,1,42,hybrid,HYBRID_ALPHA0.2_BETA0.8,0.2,0.8,100,x2=0.0,0.55,0.01655,0.84156
5-chain-linear,2,43,hybrid,HYBRID_ALPHA0.2_BETA0.8,0.2,0.8,100,x2=0.0,0.65,0.01393,0.83225
5-chain-linear,3,44,hybrid,HYBRID_ALPHA0.2_BETA0.8,0.2,0.8,100,x2=0.0,0.575,0.01146,0.83191
5-chain-linear,4,45,hybrid,HYBRID_ALPHA0.2_BETA0.8,0.2,0.8,100,x2=0.0,0.55,0.01686,0.83302
5-chain-linear,5,46,hybrid,HYBRID_ALPHA0.2_BETA0.8,0.2,0.8,100,x2=0.0,0.625,0.01612,0.83463
5-chain-linear,6,47,hybrid,HYBRID_ALPHA0.2_BETA0.8,0.2,0.8,100,x2=0.0,0.55,0.0134,0.83296
5-chain-linear,7,48,hybrid,HYBRID_ALPHA0.2_BETA0.8,0.2,0.8,100,x2=0.0,0.55,0.01181,0.83026
5-chain-linear,8,49,hybrid,HYBRID_ALPHA0.2_BETA0.8,0.2,0.8,100,x2=0.0,0.5,0.01224,0.83065
5-chain-linear,9,50,hybrid,HYBRID_ALPHA0.2_BETA0.8,0.2,0.8,100,x2=0.0,0.6,0.00954,0.83144
5-chain-linear,10,51,hybrid,HYBRID_ALPHA0.2_BETA0.8,0.2,0.8,100,x2=0.0,0.625,0.01638,0.83374
collider-linear,1,42,mse,MSE,1.0,0.0,50,x2=0.0,0.7,0.0402,0.70533
collider-linear,2,43,mse,MSE,1.0,0.0,50,x2=0.0,0.5,0.02633,0.60201
collider-linear,3,44,mse,MSE,1.0,0.0,50,x2=0.0,0.575,0.02373,0.72047
collider-linear,4,45,mse,MSE,1.0,0.0,50,x2=0.0,0.6,0.03577,0.72574
collider-linear,5,46,mse,MSE,1.0,0.0,50,x2=0.0,0.675,0.03397,1.04443
collider-linear,6,47,mse,MSE,1.0,0.0,50,x2=0.0,0.65,0.03256,2.03736
collider-linear,7,48,mse,MSE,1.0,0.0,50,x2=0.0,0.575,0.02036,0.62069
collider-linear,8,49,mse,MSE,1.0,0.0,50,x2=0.0,0.675,0.02218,0.60617
collider-linear,9,50,mse,MSE,1.0,0.0,50,x2=0.0,0.65,0.02986,0.72589
collider-linear,10,51,mse,MSE,1.0,0.0,50,x2=0.0,0.6,0.02781,0.73649
collider-linear,1,42,hybrid,HYBRID_ALPHA0.9_BETA0.1,0.9,0.1,50,x2=0.0,0.625,0.04735,0.78334
collider-linear,2,43,hybrid,HYBRID_ALPHA0.9_BETA0.1,0.9,0.1,50,x2=0.0,0.525,0.02649,0.60387
collider-linear,3,44,hybrid,HYBRID_ALPHA0.9_BETA0.1,0.9,0.1,50,x2=0.0,0.575,0.02372,0.7206
collider-linear,4,45,hybrid,HYBRID_ALPHA0.9_BETA0.1,0.9,0.1,50,x2=0.0,0.6,0.03518,0.72865
collider-linear,5,46,hybrid,HYBRID_ALPHA0.9_BETA0.1,0.9,0.1,50,x2=0.0,0.7,0.03675,1.08507
collider-linear,6,47,hybrid,HYBRID_ALPHA0.9_BETA0.1,0.9,0.1,50,x2=0.0,0.625,0.03203,1.79147
collider-linear,7,48,hybrid,HYBRID_ALPHA0.9_BETA0.1,0.9,0.1,50,x2=0.0,0.5,0.01973,0.61706
collider-linear,8,49,hybrid,HYBRID_ALPHA0.9_BETA0.1,0.9,0.1,50,x2=0.0,0.575,0.0227,0.62923
collider-linear,9,50,hybrid,HYBRID_ALPHA0.9_BETA0.1,0.9,0.1,50,x2=0.0,0.65,0.03014,0.74088
collider-linear,10,51,hybrid,HYBRID_ALPHA0.9_BETA0.1,0.9,0.1,50,x2=0.0,0.575,0.0278,0.74493
collider-linear,1,42,hybrid,HYBRID_ALPHA0.8_BETA0.2,0.8,0.2,50,x2=0.0,0.6,0.03467,0.75389
collider-linear,2,43,hybrid,HYBRID_ALPHA0.8_BETA0.2,0.8,0.2,50,x2=0.0,0.625,0.02694,0.57981
collider-linear,3,44,hybrid,HYBRID_ALPHA0.8_BETA0.2,0.8,0.2,50,x2=0.0,0.6,0.02198,0.69114
collider-linear,4,45,hybrid,HYBRID_ALPHA0.8_BETA0.2,0.8,0.2,50,x2=0.0,0.65,0.03718,0.74805
collider-linear,5,46,hybrid,HYBRID_ALPHA0.8_BETA0.2,0.8,0.2,50,x2=0.0,0.7,0.03644,1.08976
collider-linear,6,47,hybrid,HYBRID_ALPHA0.8_BETA0.2,0.8,0.2,50,x2=0.0,0.65,0.03169,0.8399
collider-linear,7,48,hybrid,HYBRID_ALPHA0.8_BETA0.2,0.8,0.2,50,x2=0.0,0.55,0.01915,0.64589
collider-linear,8,49,hybrid,HYBRID_ALPHA0.8_BETA0.2,0.8,0.2,50,x2=0.0,0.55,0.02134,0.63
collider-linear,9,50,hybrid,HYBRID_ALPHA0.8_BETA0.2,0.8,0.2,50,x2=0.0,0.625,0.02971,0.726
collider-linear,10,51,hybrid,HYBRID_ALPHA0.8_BETA0.2,0.8,0.2,50,x2=0.0,0.625,0.02705,0.70092
collider-linear,1,42,hybrid,HYBRID_ALPHA0.7_BETA0.3,0.7,0.3,50,x2=0.0,0.55,0.03447,0.75367
collider-linear,2,43,hybrid,HYBRID_ALPHA0.7_BETA0.3,0.7,0.3,50,x2=0.0,0.525,0.0277,0.57768
collider-linear,3,44,hybrid,HYBRID_ALPHA0.7_BETA0.3,0.7,0.3,50,x2=0.0,0.6,0.02122,0.67845
collider-linear,4,45,hybrid,HYBRID_ALPHA0.7_BETA0.3,0.7,0.3,50,x2=0.0,0.625,0.03591,0.72077
collider-linear,5,46,hybrid,HYBRID_ALPHA0.7_BETA0.3,0.7,0.3,50,x2=0.0,0.7,0.03557,1.06422
collider-linear,6,47,hybrid,HYBRID_ALPHA0.7_BETA0.3,0.7,0.3,50,x2=0.0,0.6,0.03042,0.75927
collider-linear,7,48,hybrid,HYBRID_ALPHA0.7_BETA0.3,0.7,0.3,50,x2=0.0,0.525,0.01813,0.72519
collider-linear,8,49,hybrid,HYBRID_ALPHA0.7_BETA0.3,0.7,0.3,50,x2=0.0,0.6,0.02192,0.65555
collider-linear,9,50,hybrid,HYBRID_ALPHA0.7_BETA0.3,0.7,0.3,50,x2=0.0,0.65,0.0296,0.72768
collider-linear,10,51,hybrid,HYBRID_ALPHA0.7_BETA0.3,0.7,0.3,50,x2=0.0,0.675,0.02775,0.75648
collider-linear,1,42,hybrid,HYBRID_ALPHA0.6_BETA0.4,0.6,0.4,50,x2=0.0,0.6,0.03533,0.72981
collider-linear,2,43,hybrid,HYBRID_ALPHA0.6_BETA0.4,0.6,0.4,50,x2=0.0,0.525,0.02662,0.57718
collider-linear,3,44,hybrid,HYBRID_ALPHA0.6_BETA0.4,0.6,0.4,50,x2=0.0,0.525,0.02036,0.66258
collider-linear,4,45,hybrid,HYBRID_ALPHA0.6_BETA0.4,0.6,0.4,50,x2=0.0,0.6,0.03581,0.72218
collider-linear,5,46,hybrid,HYBRID_ALPHA0.6_BETA0.4,0.6,0.4,50,x2=0.0,0.65,0.0276,0.91122
collider-linear,6,47,hybrid,HYBRID_ALPHA0.6_BETA0.4,0.6,0.4,50,x2=0.0,0.625,0.03092,1.22089
collider-linear,7,48,hybrid,HYBRID_ALPHA0.6_BETA0.4,0.6,0.4,50,x2=0.0,0.625,0.01897,0.75399
collider-linear,8,49,hybrid,HYBRID_ALPHA0.6_BETA0.4,0.6,0.4,50,x2=0.0,0.575,0.02354,0.66107
collider-linear,9,50,hybrid,HYBRID_ALPHA0.6_BETA0.4,0.6,0.4,50,x2=0.0,0.65,0.02958,0.72821
collider-linear,10,51,hybrid,HYBRID_ALPHA0.6_BETA0.4,0.6,0.4,50,x2=0.0,0.575,0.02712,0.74043
collider-linear,1,42,hybrid,HYBRID_ALPHA0.5_BETA0.5,0.5,0.5,50,x2=0.0,0.575,0.03508,0.7086
collider-linear,2,43,hybrid,HYBRID_ALPHA0.5_BETA0.5,0.5,0.5,50,x2=0.0,0.575,0.02738,0.57576
collider-linear,3,44,hybrid,HYBRID_ALPHA0.5_BETA0.5,0.5,0.5,50,x2=0.0,0.65,0.01285,0.61187
collider-linear,4,45,hybrid,HYBRID_ALPHA0.5_BETA0.5,0.5,0.5,50,x2=0.0,0.6,0.03574,0.7232
collider-linear,5,46,hybrid,HYBRID_ALPHA0.5_BETA0.5,0.5,0.5,50,x2=0.0,0.7,0.02747,1.00942
collider-linear,6,47,hybrid,HYBRID_ALPHA0.5_BETA0.5,0.5,0.5,50,x2=0.0,0.55,0.03239,0.62517
collider-linear,7,48,hybrid,HYBRID_ALPHA0.5_BETA0.5,0.5,0.5,50,x2=0.0,0.675,0.02055,0.58
collider-linear,8,49,hybrid,HYBRID_ALPHA0.5_BETA0.5,0.5,0.5,50,x2=0.0,0.675,0.02269,0.65064
collider-linear,9,50,hybrid,HYBRID_ALPHA0.5_BETA0.5,0.5,0.5,50,x2=0.0,0.625,0.02914,0.71199
collider-linear,10,51,hybrid,HYBRID_ALPHA0.5_BETA0.5,0.5,0.5,50,x2=0.0,0.575,0.04899,0.72833
collider-linear,1,42,hybrid,HYBRID_ALPHA0.4_BETA0.6,0.4,0.6,50,x2=0.0,0.675,0.05221,1.35355
collider-linear,2,43,hybrid,HYBRID_ALPHA0.4_BETA0.6,0.4,0.6,50,x2=0.0,0.575,0.02681,0.57965
collider-linear,3,44,hybrid,HYBRID_ALPHA0.4_BETA0.6,0.4,0.6,50,x2=0.0,0.525,0.01249,0.59837
collider-linear,4,45,hybrid,HYBRID_ALPHA0.4_BETA0.6,0.4,0.6,50,x2=0.0,0.6,0.03587,0.72085
collider-linear,5,46,hybrid,HYBRID_ALPHA0.4_BETA0.6,0.4,0.6,50,x2=0.0,0.625,0.02758,0.99091
collider-linear,6,47,hybrid,HYBRID_ALPHA0.4_BETA0.6,0.4,0.6,50,x2=0.0,0.575,0.02753,0.85307
collider-linear,7,48,hybrid,HYBRID_ALPHA0.4_BETA0.6,0.4,0.6,50,x2=0.0,0.6,0.01706,0.59858
collider-linear,8,49,hybrid,HYBRID_ALPHA0.4_BETA0.6,0.4,0.6,50,x2=0.0,0.6,0.02038,0.64139
collider-linear,9,50,hybrid,HYBRID_ALPHA0.4_BETA0.6,0.4,0.6,50,x2=0.0,0.625,0.02922,0.71444
collider-linear,10,51,hybrid,HYBRID_ALPHA0.4_BETA0.6,0.4,0.6,50,x2=0.0,0.525,0.04434,0.68147
collider-linear,1,42,hybrid,HYBRID_ALPHA0.3_BETA0.7,0.3,0.7,50,x2=0.0,0.575,0.03306,0.71319
collider-linear,2,43,hybrid,HYBRID_ALPHA0.3_BETA0.7,0.3,0.7,50,x2=0.0,0.575,0.02664,0.58445
collider-linear,3,44,hybrid,HYBRID_ALPHA0.3_BETA0.7,0.3,0.7,50,x2=0.0,0.5,0.00881,0.56627
collider-linear,4,45,hybrid,HYBRID_ALPHA0.3_BETA0.7,0.3,0.7,50,x2=0.0,0.575,0.03533,0.71525
collider-linear,5,46,hybrid,HYBRID_ALPHA0.3_BETA0.7,0.3,0.7,50,x2=0.0,0.65,0.02976,0.98001
collider-linear,6,47,hybrid,HYBRID_ALPHA0.3_BETA0.7,0.3,0.7,50,x2=0.0,0.675,0.03025,1.58492
collider-linear,7,48,hybrid,HYBRID_ALPHA0.3_BETA0.7,0.3,0.7,50,x2=0.0,0.625,0.01856,0.61662
collider-linear,8,49,hybrid,HYBRID_ALPHA0.3_BETA0.7,0.3,0.7,50,x2=0.0,0.6,0.02197,0.58816
collider-linear,9,50,hybrid,HYBRID_ALPHA0.3_BETA0.7,0.3,0.7,50,x2=0.0,0.6,0.02847,0.70629
collider-linear,10,51,hybrid,HYBRID_ALPHA0.3_BETA0.7,0.3,0.7,50,x2=0.0,0.65,0.0251,0.92367
collider-linear,1,42,hybrid,HYBRID_ALPHA0.2_BETA0.8,0.2,0.8,50,x2=0.0,0.6,0.03138,0.69914
collider-linear,2,43,hybrid,HYBRID_ALPHA0.2_BETA0.8,0.2,0.8,50,x2=0.0,0.55,0.02603,0.58979
collider-linear,3,44,hybrid,HYBRID_ALPHA0.2_BETA0.8,0.2,0.8,50,x2=0.0,0.5,0.00736,0.56463
collider-linear,4,45,hybrid,HYBRID_ALPHA0.2_BETA0.8,0.2,0.8,50,x2=0.0,0.575,0.03488,0.73172
collider-linear,5,46,hybrid,HYBRID_ALPHA0.2_BETA0.8,0.2,0.8,50,x2=0.0,0.725,0.0333,0.76886
collider-linear,6,47,hybrid,HYBRID_ALPHA0.2_BETA0.8,0.2,0.8,50,x2=0.0,0.625,0.0304,1.95154
collider-linear,7,48,hybrid,HYBRID_ALPHA0.2_BETA0.8,0.2,0.8,50,x2=0.0,0.525,0.01872,0.63469
collider-linear,8,49,hybrid,HYBRID_ALPHA0.2_BETA0.8,0.2,0.8,50,x2=0.0,0.575,0.01453,0.55945
collider-linear,9,50,hybrid,HYBRID_ALPHA0.2_BETA0.8,0.2,0.8,50,x2=0.0,0.6,0.02883,0.70914
collider-linear,10,51,hybrid,HYBRID_ALPHA0.2_BETA0.8,0.2,0.8,50,x2=0.0,0.575,0.02726,1.04266
collider-linear,1,42,mse,MSE,1.0,0.0,100,x2=0.0,0.525,0.02192,0.60264
collider-linear,2,43,mse,MSE,1.0,0.0,100,x2=0.0,0.7,0.02586,0.56132
collider-linear,3,44,mse,MSE,1.0,0.0,100,x2=0.0,0.525,0.01172,0.6533
collider-linear,4,45,mse,MSE,1.0,0.0,100,x2=0.0,0.65,0.02982,0.73401
collider-linear,5,46,mse,MSE,1.0,0.0,100,x2=0.0,0.55,0.02184,0.60089
collider-linear,6,47,mse,MSE,1.0,0.0,100,x2=0.0,0.55,0.01906,0.52774
collider-linear,7,48,mse,MSE,1.0,0.0,100,x2=0.0,0.55,0.01283,0.57457
collider-linear,8,49,mse,MSE,1.0,0.0,100,x2=0.0,0.6,0.02346,0.57696
