Alpha,Beta,Loss,Conf,Num_Seeds,MSE Y_mean,MSE Y_std,MAE Y_mean,MAE Y_std,"HSIC(Y,X)_mean","HSIC(Y,X)_std",MSE Z_mean,MSE Z_std,MAE Z_mean,MAE Z_std,"HSIC(Z,X)_mean","HSIC(Z,X)_std","HSIC(Z,Y)_mean","HSIC(Z,Y)_std",dHSIC Total_mean,dHSIC Total_std,MMD_mean,MMD_std,RF Acc_mean,RF Acc_std
1.0,0.0,mse,MSE,10,2.83439,3.2969,0.93758,0.24703,0.21914,0.1083,2.93321,2.60769,1.02748,0.28959,0.18983,0.11314,0.2123,0.13709,0.00414,0.00208,0.0627,0.02862,0.605,0.05986
0.0,1.0,hsic,HSIC,10,3.97464,5.34385,1.10381,0.24715,0.2477,0.11981,9.63093,7.2374,1.70223,0.43868,0.27096,0.13596,0.39704,0.13926,0.00534,0.0014,0.10095,0.03503,0.71,0.11005
0.9,0.1,hybrid,HYBRID_ALPHA0.9_BETA0.1,10,2.57668,2.69132,0.92014,0.2269,0.21351,0.11011,2.83529,2.62739,1.00707,0.31699,0.17117,0.09334,0.19284,0.13797,0.00415,0.00195,0.05794,0.0295,0.595,0.05503
0.8,0.2,hybrid,HYBRID_ALPHA0.8_BETA0.2,10,2.53739,2.50109,0.91494,0.2126,0.20946,0.11056,2.77149,2.365,1.00129,0.29723,0.17471,0.08798,0.19234,0.13452,0.00422,0.00194,0.05781,0.02891,0.61,0.05676
0.7,0.3,hybrid,HYBRID_ALPHA0.7_BETA0.3,10,2.54637,2.65567,0.91662,0.23061,0.21335,0.11731,2.66271,2.20053,1.00104,0.3144,0.16705,0.09065,0.18458,0.13754,0.0041,0.00197,0.06167,0.03007,0.615,0.05297
0.6,0.4,hybrid,HYBRID_ALPHA0.6_BETA0.4,10,2.62404,2.82219,0.91655,0.23144,0.20578,0.11394,2.72979,2.2505,1.02838,0.34253,0.17502,0.09067,0.20294,0.15405,0.00412,0.00195,0.05768,0.02996,0.595,0.06852
0.5,0.5,hybrid,HYBRID_ALPHA0.5_BETA0.5,10,2.65348,2.80874,0.92226,0.22842,0.20648,0.11277,2.5795,2.00889,1.01355,0.32257,0.17455,0.09779,0.18977,0.14285,0.00415,0.00192,0.05838,0.02924,0.625,0.07546
0.4,0.6,hybrid,HYBRID_ALPHA0.4_BETA0.6,10,2.67709,3.02846,0.91962,0.23547,0.20787,0.11291,2.7994,2.26872,1.03508,0.31605,0.17795,0.09734,0.1932,0.13613,0.00408,0.00185,0.06365,0.02818,0.59,0.06146
0.3,0.7,hybrid,HYBRID_ALPHA0.3_BETA0.7,10,2.66074,3.08375,0.91774,0.2403,0.21308,0.11999,2.71892,1.99539,1.04309,0.30505,0.17777,0.09344,0.19171,0.13129,0.00429,0.00165,0.06752,0.02701,0.595,0.07619
0.2,0.8,hybrid,HYBRID_ALPHA0.2_BETA0.8,10,2.75767,3.13355,0.93049,0.22725,0.23068,0.10418,2.51236,1.77137,1.04077,0.29282,0.17562,0.09567,0.18273,0.1341,0.00405,0.0018,0.0673,0.02601,0.615,0.07091
0.1,0.9,hybrid,HYBRID_ALPHA0.1_BETA0.9,10,3.21758,3.93536,0.99778,0.20804,0.24383,0.1174,4.28265,6.26176,1.16134,0.42017,0.19178,0.09797,0.22145,0.18769,0.00396,0.00104,0.06731,0.02315,0.6,0.06667
