Alpha,Beta,Loss,Conf,Num_Seeds,MSE Y_mean,MSE Y_std,MAE Y_mean,MAE Y_std,"HSIC(Y,X)_mean","HSIC(Y,X)_std",MSE Z_mean,MSE Z_std,MAE Z_mean,MAE Z_std,"HSIC(Z,X)_mean","HSIC(Z,X)_std","HSIC(Z,Y)_mean","HSIC(Z,Y)_std",dHSIC Total_mean,dHSIC Total_std,MMD_mean,MMD_std,RF Acc_mean,RF Acc_std
1.0,0.0,mse,MSE,10,1.14068,0.24399,0.7469,0.07124,0.08739,0.01896,1.99603,0.87091,0.88289,0.08258,0.09104,0.03565,0.11167,0.0449,0.00245,0.00049,0.02332,0.01111,0.56,0.04458
0.0,1.0,hsic,HSIC,10,1.71018,0.34868,0.96708,0.10392,0.08345,0.07575,10.49048,5.15659,1.71892,0.24981,0.17899,0.07328,0.24459,0.12842,0.00428,0.00135,0.11673,0.08966,0.74,0.09597
0.9,0.1,hybrid,HYBRID_ALPHA0.9_BETA0.1,10,1.13659,0.23884,0.74586,0.07192,0.08583,0.01856,1.97114,0.82535,0.87945,0.07771,0.08755,0.03612,0.10562,0.04186,0.00241,0.00056,0.02319,0.01279,0.55167,0.05179
0.8,0.2,hybrid,HYBRID_ALPHA0.8_BETA0.2,10,1.10801,0.22754,0.74174,0.06877,0.08526,0.01745,1.97838,0.78214,0.88416,0.07204,0.08892,0.0349,0.10738,0.04242,0.00235,0.00057,0.0233,0.0132,0.54333,0.0534
0.7,0.3,hybrid,HYBRID_ALPHA0.7_BETA0.3,10,1.11618,0.21209,0.74412,0.06767,0.08447,0.01832,1.98422,0.745,0.90266,0.05577,0.09405,0.03244,0.11081,0.04486,0.00238,0.00056,0.02392,0.01235,0.555,0.05829
0.6,0.4,hybrid,HYBRID_ALPHA0.6_BETA0.4,10,1.13765,0.15474,0.75071,0.05454,0.08472,0.01657,2.08087,0.95468,0.91177,0.06248,0.09796,0.02798,0.10751,0.04504,0.00239,0.0005,0.02566,0.01383,0.56167,0.05934
0.5,0.5,hybrid,HYBRID_ALPHA0.5_BETA0.5,10,1.11203,0.20331,0.74784,0.06514,0.08305,0.01646,2.09065,0.99323,0.92577,0.06485,0.10326,0.02526,0.10678,0.04452,0.00242,0.00047,0.02611,0.01441,0.545,0.04651
0.4,0.6,hybrid,HYBRID_ALPHA0.4_BETA0.6,10,1.12348,0.19788,0.75151,0.06732,0.08377,0.01577,2.16261,1.21265,0.93821,0.07559,0.10312,0.02554,0.1087,0.04389,0.0025,0.00042,0.02687,0.01602,0.56834,0.04406
0.3,0.7,hybrid,HYBRID_ALPHA0.3_BETA0.7,10,1.13713,0.21609,0.7579,0.07588,0.07971,0.01613,2.34564,1.73258,0.94984,0.09115,0.09724,0.03131,0.10988,0.04409,0.00266,0.00048,0.02835,0.01933,0.56,0.05567
0.2,0.8,hybrid,HYBRID_ALPHA0.2_BETA0.8,10,1.16414,0.22325,0.76909,0.08451,0.07611,0.01974,2.33604,1.5538,0.94688,0.07291,0.09425,0.03076,0.11358,0.04776,0.00281,0.00073,0.03042,0.02155,0.57167,0.05776
0.1,0.9,hybrid,HYBRID_ALPHA0.1_BETA0.9,10,1.29809,0.21756,0.81619,0.08007,0.07175,0.02492,2.527,1.6806,0.99993,0.07892,0.09273,0.03036,0.1106,0.04049,0.00284,0.00071,0.03454,0.02525,0.58833,0.07203
