Alpha,Beta,Loss,Conf,Num_Seeds,MSE Y_mean,MSE Y_std,MAE Y_mean,MAE Y_std,"HSIC(Y,X)_mean","HSIC(Y,X)_std",MSE Z_mean,MSE Z_std,MAE Z_mean,MAE Z_std,"HSIC(Z,X)_mean","HSIC(Z,X)_std","HSIC(Z,Y)_mean","HSIC(Z,Y)_std",dHSIC Total_mean,dHSIC Total_std,MMD_mean,MMD_std,RF Acc_mean,RF Acc_std
1.0,0.0,mse,MSE,10,1.20089,0.28999,0.85185,0.08017,0.03466,0.01809,1.82074,0.71474,0.99876,0.2184,0.06474,0.07031,0.06244,0.06716,0.00177,0.00084,0.02302,0.00843,0.56,0.03443
0.0,1.0,hsic,HSIC,10,3.17796,0.58238,1.37872,0.13941,0.19004,0.23769,15.13596,2.83929,2.73691,0.20216,0.3484,0.05973,0.53313,0.06855,0.00607,0.00198,0.07347,0.03446,0.73,0.10298
0.9,0.1,hybrid,HYBRID_ALPHA0.9_BETA0.1,10,1.12608,0.15793,0.84294,0.07222,0.03058,0.01501,1.76815,0.74939,0.98929,0.21756,0.0629,0.06966,0.06676,0.06506,0.00181,0.00086,0.02175,0.00853,0.555,0.0491
0.8,0.2,hybrid,HYBRID_ALPHA0.8_BETA0.2,10,1.1253,0.16472,0.84068,0.07666,0.02739,0.01401,1.87182,0.83791,1.00866,0.23835,0.06344,0.07039,0.07202,0.07192,0.00191,0.00097,0.02142,0.00948,0.54167,0.03447
0.7,0.3,hybrid,HYBRID_ALPHA0.7_BETA0.3,10,1.16821,0.16863,0.84776,0.07587,0.0271,0.01536,1.97752,0.95134,1.01927,0.25814,0.06119,0.07153,0.07194,0.0776,0.00188,0.00099,0.02075,0.00933,0.54667,0.04635
0.6,0.4,hybrid,HYBRID_ALPHA0.6_BETA0.4,10,1.13609,0.16286,0.84381,0.07721,0.02713,0.01544,1.92527,0.97862,1.02319,0.26966,0.06247,0.07319,0.07339,0.08044,0.00194,0.00105,0.02041,0.00991,0.54667,0.0443
0.5,0.5,hybrid,HYBRID_ALPHA0.5_BETA0.5,10,1.12482,0.15102,0.83875,0.07685,0.02494,0.01456,2.28585,1.18147,1.10366,0.30793,0.06934,0.07214,0.08824,0.08361,0.00221,0.00103,0.02179,0.00934,0.54833,0.03553
0.4,0.6,hybrid,HYBRID_ALPHA0.4_BETA0.6,10,1.30902,0.55564,0.85689,0.09314,0.02614,0.01411,2.34945,1.21206,1.12378,0.32426,0.06871,0.076,0.09075,0.08809,0.00236,0.00112,0.02227,0.00947,0.56167,0.06239
0.3,0.7,hybrid,HYBRID_ALPHA0.3_BETA0.7,10,1.25251,0.35546,0.85889,0.09224,0.02449,0.01174,2.47873,1.17228,1.1683,0.31276,0.06719,0.07719,0.09774,0.08645,0.00245,0.00111,0.02196,0.00848,0.55833,0.06298
0.2,0.8,hybrid,HYBRID_ALPHA0.2_BETA0.8,10,1.42673,0.66067,0.92339,0.18531,0.07293,0.15482,3.28306,1.61797,1.37592,0.33934,0.08704,0.07418,0.12174,0.07818,0.00308,0.00064,0.02716,0.01599,0.575,0.11338
0.1,0.9,hybrid,HYBRID_ALPHA0.1_BETA0.9,10,1.51396,0.78467,0.94701,0.20826,0.07784,0.16317,4.94352,2.74851,1.635,0.39686,0.11862,0.1063,0.1708,0.12789,0.00336,0.00108,0.03203,0.01972,0.61,0.10189
