Experiment,Seed,Loss,Conf,Alpha,Beta,N,MSE Y,MAE Y,"HSIC(Y,X)",MSE Z,MAE Z,"HSIC(Z,X)","HSIC(Z,Y)",dHSIC Total,MMD,RF Acc
1,42,hsic,HSIC,0.0,1.0,100,1.73964,1.04125,0.10762,4.36684,1.38297,0.27535,0.24904,0.00533,0.12026,0.6
1,42,hsic,HSIC,0.0,1.0,300,2.06787,1.10638,0.04264,17.59745,2.09453,0.08797,0.14414,0.00652,0.10811,0.73333
1,42,hsic,HSIC,0.0,1.0,500,2.06862,0.93833,0.06983,39.72889,2.12341,0.08281,0.15228,0.00422,0.06061,0.67
1,42,hybrid,HYBRID_ALPHA0.1_BETA0.9,0.1,0.9,100,1.52936,1.00372,0.16202,2.58984,1.15811,0.24591,0.21012,0.00485,0.07465,0.55
1,42,hybrid,HYBRID_ALPHA0.2_BETA0.8,0.2,0.8,100,1.48989,0.80487,0.20935,2.53731,1.13369,0.24654,0.20732,0.00825,0.08821,0.65
1,42,hybrid,HYBRID_ALPHA0.3_BETA0.7,0.3,0.7,100,1.28777,0.76584,0.21481,2.55619,1.13144,0.24977,0.20928,0.00796,0.08853,0.65
1,42,hybrid,HYBRID_ALPHA0.4_BETA0.6,0.4,0.6,100,1.44694,0.78656,0.21256,2.57197,1.1288,0.25277,0.2103,0.00856,0.09393,0.65
1,42,hybrid,HYBRID_ALPHA0.5_BETA0.5,0.5,0.5,100,1.53229,0.80287,0.21242,2.59982,1.13078,0.25555,0.21122,0.00875,0.09896,0.65
1,42,hybrid,HYBRID_ALPHA0.6_BETA0.4,0.6,0.4,100,1.5235,0.80002,0.21292,2.60767,1.13262,0.25615,0.21135,0.00879,0.0995,0.65
1,42,hybrid,HYBRID_ALPHA0.7_BETA0.3,0.7,0.3,100,1.51701,0.79792,0.21301,2.61257,1.13392,0.25639,0.21153,0.00878,0.09971,0.65
1,42,hybrid,HYBRID_ALPHA0.8_BETA0.2,0.8,0.2,100,1.51489,0.79743,0.21313,2.61201,1.13388,0.25641,0.21149,0.00878,0.09981,0.65
1,42,hybrid,HYBRID_ALPHA0.9_BETA0.1,0.9,0.1,100,1.5135,0.79728,0.21337,2.66436,1.14227,0.25732,0.21314,0.00882,0.10098,0.65
1,42,hybrid,HYBRID_ALPHA0.1_BETA0.9,0.1,0.9,300,1.52293,0.78955,0.10152,6.93259,1.09225,0.05232,0.09379,0.00351,0.04275,0.56667
1,42,hybrid,HYBRID_ALPHA0.2_BETA0.8,0.2,0.8,300,1.39846,0.76591,0.09806,6.58966,1.07063,0.0505,0.09507,0.00345,0.04138,0.55
1,42,hybrid,HYBRID_ALPHA0.3_BETA0.7,0.3,0.7,300,1.38264,0.76219,0.09993,7.14091,1.10212,0.05441,0.10222,0.00342,0.04213,0.56667
