Experiment,Seed,Loss,Conf,Alpha,Beta,N,MSE Y,MAE Y,"HSIC(Y,X)",MSE Z,MAE Z,"HSIC(Z,X)","HSIC(Z,Y)",dHSIC Total,MMD,RF Acc
4,45,hsic,HSIC,0.0,1.0,300,3.28628,1.3954,0.02778,15.1909,2.73286,0.35406,0.5282,0.00671,0.04233,0.6
4,45,hsic,HSIC,0.0,1.0,500,5.51389,2.06826,0.03875,10.91191,2.35471,0.31466,0.46176,0.00321,0.07667,0.71
4,45,hybrid,HYBRID_ALPHA0.1_BETA0.9,0.1,0.9,100,3.79652,1.64765,0.44861,9.95046,2.33472,0.19408,0.49494,0.00585,0.0833,0.8
4,45,hybrid,HYBRID_ALPHA0.2_BETA0.8,0.2,0.8,100,1.77213,1.1085,0.05469,4.11675,1.52423,0.09971,0.20655,0.00667,0.04744,0.65
4,45,hybrid,HYBRID_ALPHA0.3_BETA0.7,0.3,0.7,100,1.75971,1.0547,0.04479,3.97007,1.51823,0.1158,0.22439,0.0068,0.04664,0.5
4,45,hybrid,HYBRID_ALPHA0.4_BETA0.6,0.4,0.6,100,1.72238,1.07562,0.04356,3.77116,1.46941,0.1163,0.20967,0.00693,0.05273,0.55
4,45,hybrid,HYBRID_ALPHA0.5_BETA0.5,0.5,0.5,100,1.74911,1.057,0.04145,3.77071,1.47077,0.1139,0.20341,0.00718,0.05119,0.65
4,45,hybrid,HYBRID_ALPHA0.6_BETA0.4,0.6,0.4,100,1.72594,1.07069,0.04124,3.75822,1.47171,0.11074,0.19644,0.0078,0.04721,0.65
4,45,hybrid,HYBRID_ALPHA0.7_BETA0.3,0.7,0.3,100,1.75719,1.09123,0.04518,3.8162,1.47889,0.10911,0.19143,0.00786,0.04716,0.6
4,45,hybrid,HYBRID_ALPHA0.8_BETA0.2,0.8,0.2,100,1.61941,1.0785,0.05025,3.87019,1.49626,0.10779,0.18708,0.00783,0.04828,0.65
4,45,hybrid,HYBRID_ALPHA0.9_BETA0.1,0.9,0.1,100,1.76012,1.1061,0.04941,3.83228,1.50199,0.10297,0.17997,0.00796,0.04615,0.6
4,45,hybrid,HYBRID_ALPHA0.1_BETA0.9,0.1,0.9,300,1.27599,0.91232,0.01893,2.63424,1.33156,0.0362,0.10766,0.00344,0.02356,0.51667
4,45,hybrid,HYBRID_ALPHA0.2_BETA0.8,0.2,0.8,300,1.23626,0.89033,0.01195,2.56011,1.31002,0.03004,0.11601,0.00405,0.02378,0.55
4,45,hybrid,HYBRID_ALPHA0.3_BETA0.7,0.3,0.7,300,1.24502,0.89484,0.01056,1.93812,1.13114,0.02288,0.08002,0.00308,0.02807,0.55
4,45,hybrid,HYBRID_ALPHA0.4_BETA0.6,0.4,0.6,300,1.23444,0.89115,0.01089,1.22019,0.88948,0.05604,0.03442,0.00149,0.03316,0.53333
4,45,hybrid,HYBRID_ALPHA0.5_BETA0.5,0.5,0.5,300,1.23947,0.89475,0.01361,1.13814,0.85727,0.04898,0.03328,0.00141,0.03345,0.5
4,45,hybrid,HYBRID_ALPHA0.6_BETA0.4,0.6,0.4,300,1.20006,0.88257,0.01246,1.1168,0.84747,0.04539,0.03192,0.00139,0.03494,0.58333
4,45,hybrid,HYBRID_ALPHA0.7_BETA0.3,0.7,0.3,300,1.20028,0.88146,0.0106,1.10649,0.84119,0.03483,0.0241,0.00129,0.03412,0.56667
4,45,hybrid,HYBRID_ALPHA0.8_BETA0.2,0.8,0.2,300,1.16602,0.87088,0.01142,1.13491,0.85652,0.05006,0.03672,0.00132,0.03912,0.56667
4,45,hybrid,HYBRID_ALPHA0.9_BETA0.1,0.9,0.1,300,1.16565,0.86883,0.0095,1.13647,0.85257,0.04744,0.03503,0.00124,0.03745,0.51667
4,45,hybrid,HYBRID_ALPHA0.1_BETA0.9,0.1,0.9,500,1.12015,0.85049,0.01659,3.80819,1.54089,0.05818,0.09835,0.00181,0.00919,0.56
4,45,hybrid,HYBRID_ALPHA0.2_BETA0.8,0.2,0.8,500,1.06484,0.82989,0.01092,3.80847,1.52811,0.07394,0.11298,0.00179,0.00976,0.63
4,45,hybrid,HYBRID_ALPHA0.3_BETA0.7,0.3,0.7,500,1.10867,0.8368,0.0116,1.37034,0.95451,0.01985,0.0392,0.00159,0.00768,0.53
4,45,hybrid,HYBRID_ALPHA0.4_BETA0.6,0.4,0.6,500,1.06113,0.81548,0.00947,1.35203,0.94752,0.01932,0.03825,0.00146,0.00707,0.56
4,45,hybrid,HYBRID_ALPHA0.5_BETA0.5,0.5,0.5,500,1.06979,0.8133,0.00701,1.33706,0.94175,0.01846,0.0366,0.0015,0.00659,0.5
4,45,hybrid,HYBRID_ALPHA0.6_BETA0.4,0.6,0.4,500,1.06047,0.80833,0.0076,1.3235,0.93793,0.01883,0.02879,0.00117,0.00585,0.52
4,45,hybrid,HYBRID_ALPHA0.7_BETA0.3,0.7,0.3,500,1.06264,0.80607,0.00901,1.28974,0.92098,0.01564,0.0281,0.00115,0.00576,0.51
4,45,hybrid,HYBRID_ALPHA0.8_BETA0.2,0.8,0.2,500,1.06116,0.80154,0.00919,1.27854,0.91509,0.01577,0.02664,0.00113,0.00518,0.5
4,45,hybrid,HYBRID_ALPHA0.9_BETA0.1,0.9,0.1,500,1.05876,0.79807,0.00823,1.27474,0.91472,0.01501,0.0269,0.00119,0.00505,0.51
4,45,mse,MSE,1.0,0.0,100,1.8125,1.12512,0.0537,2.03068,1.09388,0.10415,0.04511,0.00548,0.06422,0.6
4,45,mse,MSE,1.0,0.0,300,1.13266,0.85597,0.01042,1.16819,0.85861,0.03546,0.03113,0.00117,0.03807,0.53333
4,45,mse,MSE,1.0,0.0,500,1.058,0.79977,0.00781,1.25206,0.90634,0.01395,0.02472,0.00112,0.00506,0.56
5,46,hsic,HSIC,0.0,1.0,100,3.95645,1.48832,0.19842,20.30963,2.76158,0.37276,0.46576,0.00801,0.09282,0.7
5,46,hsic,HSIC,0.0,1.0,300,3.48546,1.45157,0.46165,15.02627,2.70025,0.3228,0.56375,0.00257,0.09743,0.78333
5,46,hsic,HSIC,0.0,1.0,500,3.36484,1.48603,0.49846,11.75799,2.5626,0.40056,0.52236,0.00557,0.059,0.81
5,46,hybrid,HYBRID_ALPHA0.1_BETA0.9,0.1,0.9,100,2.45051,1.12546,0.31046,12.45073,2.3661,0.37329,0.46655,0.00592,0.07127,0.65
5,46,hybrid,HYBRID_ALPHA0.2_BETA0.8,0.2,0.8,100,1.94683,1.03636,0.2853,11.23946,2.29818,0.37438,0.47153,0.00612,0.06795,0.6
5,46,hybrid,HYBRID_ALPHA0.3_BETA0.7,0.3,0.7,100,1.88437,1.03272,0.28538,8.20252,2.04989,0.31277,0.39993,0.00546,0.06149,0.65
5,46,hybrid,HYBRID_ALPHA0.4_BETA0.6,0.4,0.6,100,1.81801,1.01857,0.28268,1.42122,0.89667,0.14608,0.10089,0.00559,0.02117,0.6
5,46,hybrid,HYBRID_ALPHA0.5_BETA0.5,0.5,0.5,100,1.76659,1.00568,0.27733,1.38181,0.88171,0.15181,0.10262,0.00597,0.02361,0.65
5,46,hybrid,HYBRID_ALPHA0.6_BETA0.4,0.6,0.4,100,1.62662,0.9653,0.24993,1.35666,0.87399,0.16399,0.10893,0.00624,0.02228,0.55
5,46,hybrid,HYBRID_ALPHA0.7_BETA0.3,0.7,0.3,100,1.55242,0.967,0.24525,1.32888,0.87332,0.1813,0.11762,0.00606,0.02411,0.6
5,46,hybrid,HYBRID_ALPHA0.8_BETA0.2,0.8,0.2,100,1.5461,0.96803,0.20892,1.23254,0.86435,0.20262,0.12104,0.00554,0.02493,0.5
5,46,hybrid,HYBRID_ALPHA0.9_BETA0.1,0.9,0.1,100,1.57044,0.9765,0.19485,1.19766,0.86044,0.21382,0.12229,0.00537,0.02493,0.55
5,46,hybrid,HYBRID_ALPHA0.1_BETA0.9,0.1,0.9,300,1.23854,0.85921,0.01253,3.92301,1.59132,0.0747,0.13982,0.00244,0.02566,0.56667
5,46,hybrid,HYBRID_ALPHA0.2_BETA0.8,0.2,0.8,300,1.12754,0.80593,0.01154,4.0859,1.64206,0.07455,0.15112,0.00313,0.03037,0.55
5,46,hybrid,HYBRID_ALPHA0.3_BETA0.7,0.3,0.7,300,1.09895,0.79146,0.01196,4.02422,1.63658,0.07339,0.1527,0.0034,0.03234,0.56667
5,46,hybrid,HYBRID_ALPHA0.4_BETA0.6,0.4,0.6,300,1.04951,0.78511,0.01323,3.85902,1.6082,0.07287,0.15419,0.00357,0.03413,0.53333
5,46,hybrid,HYBRID_ALPHA0.5_BETA0.5,0.5,0.5,300,1.04899,0.78387,0.01087,3.55825,1.53993,0.07615,0.15031,0.00328,0.0346,0.55
5,46,hybrid,HYBRID_ALPHA0.6_BETA0.4,0.6,0.4,300,1.05217,0.78765,0.01135,1.18234,0.85152,0.01368,0.02316,0.00061,0.00851,0.51667
5,46,hybrid,HYBRID_ALPHA0.7_BETA0.3,0.7,0.3,300,1.07349,0.79443,0.01462,1.25576,0.86386,0.01757,0.03179,0.00081,0.00968,0.53333
5,46,hybrid,HYBRID_ALPHA0.8_BETA0.2,0.8,0.2,300,1.07182,0.79666,0.01471,1.17601,0.84158,0.01299,0.03127,0.00062,0.00955,0.51667
5,46,hybrid,HYBRID_ALPHA0.9_BETA0.1,0.9,0.1,300,1.09465,0.8127,0.01423,1.11508,0.81764,0.01214,0.0306,0.00087,0.00905,0.55
5,46,hybrid,HYBRID_ALPHA0.1_BETA0.9,0.1,0.9,500,1.10255,0.85395,0.01362,3.86198,1.52219,0.16963,0.18509,0.00172,0.01044,0.65
5,46,hybrid,HYBRID_ALPHA0.2_BETA0.8,0.2,0.8,500,1.07672,0.84435,0.01317,3.92252,1.52914,0.17268,0.19514,0.00214,0.01121,0.64
5,46,hybrid,HYBRID_ALPHA0.3_BETA0.7,0.3,0.7,500,1.06625,0.84402,0.00839,3.92583,1.53104,0.1795,0.20482,0.00251,0.01196,0.63
