Alpha,Beta,Loss,Conf,Num_Seeds,MSE Y_mean,MSE Y_std,MAE Y_mean,MAE Y_std,"HSIC(Y,X)_mean","HSIC(Y,X)_std",MSE Z_mean,MSE Z_std,MAE Z_mean,MAE Z_std,"HSIC(Z,X)_mean","HSIC(Z,X)_std","HSIC(Z,Y)_mean","HSIC(Z,Y)_std",dHSIC Total_mean,dHSIC Total_std,MMD_mean,MMD_std,RF Acc_mean,RF Acc_std
1.0,0.0,mse,MSE,10,1.36462,0.58245,0.82422,0.07122,0.04051,0.04161,1.77249,1.07973,0.93325,0.10949,0.06501,0.0551,0.06826,0.07122,0.00217,0.0008,0.03578,0.0187,0.56667,0.03514
0.0,1.0,hsic,HSIC,10,2.1804,0.88439,0.96458,0.19508,0.05731,0.04307,42.15983,84.83954,2.23856,1.11458,0.16906,0.08151,0.27437,0.1169,0.00438,0.00112,0.14955,0.09257,0.75667,0.09303
0.9,0.1,hybrid,HYBRID_ALPHA0.9_BETA0.1,10,1.26379,0.38108,0.8192,0.06669,0.03932,0.04037,1.80698,1.2751,0.91847,0.09533,0.04641,0.03491,0.05869,0.04612,0.00213,0.00092,0.0412,0.03911,0.56,0.07666
0.8,0.2,hybrid,HYBRID_ALPHA0.8_BETA0.2,10,1.24456,0.39669,0.81474,0.07633,0.03762,0.04136,1.58923,0.53233,0.96532,0.14565,0.04559,0.02789,0.07897,0.04678,0.00278,0.00101,0.04602,0.04708,0.57167,0.07288
0.7,0.3,hybrid,HYBRID_ALPHA0.7_BETA0.3,10,1.24708,0.4084,0.81552,0.07898,0.03789,0.04138,1.66468,0.74456,0.97314,0.16806,0.04109,0.02215,0.074,0.04266,0.00281,0.00098,0.0469,0.05216,0.585,0.07756
0.6,0.4,hybrid,HYBRID_ALPHA0.6_BETA0.4,10,1.26743,0.42061,0.81728,0.08079,0.03749,0.04086,1.65398,0.81072,0.95843,0.15787,0.03616,0.01911,0.06558,0.03497,0.00276,0.00094,0.0469,0.05447,0.57333,0.06295
0.5,0.5,hybrid,HYBRID_ALPHA0.5_BETA0.5,10,1.28518,0.43935,0.81886,0.08199,0.03774,0.04026,1.77829,0.80223,0.98579,0.13268,0.04507,0.02684,0.06311,0.03135,0.00266,0.00087,0.04841,0.05623,0.57167,0.06806
0.4,0.6,hybrid,HYBRID_ALPHA0.4_BETA0.6,10,1.31845,0.47533,0.82479,0.08901,0.03738,0.03927,1.84486,0.8358,0.98585,0.13025,0.04318,0.02733,0.05965,0.03256,0.00257,0.00096,0.04913,0.06048,0.58667,0.10328
0.3,0.7,hybrid,HYBRID_ALPHA0.3_BETA0.7,10,1.43887,0.50548,0.84782,0.0991,0.04671,0.04507,1.78571,0.87982,0.98228,0.13123,0.03923,0.02827,0.05918,0.03082,0.00256,0.00097,0.05147,0.06202,0.59,0.10459
0.2,0.8,hybrid,HYBRID_ALPHA0.2_BETA0.8,10,1.4768,0.5827,0.85648,0.10627,0.04982,0.04942,1.77288,0.70581,1.00804,0.15248,0.04063,0.02733,0.06163,0.03632,0.00286,0.00106,0.04989,0.05828,0.57833,0.0994
0.1,0.9,hybrid,HYBRID_ALPHA0.1_BETA0.9,10,1.55842,0.64843,0.86878,0.11158,0.05018,0.04567,2.20408,0.89541,1.10672,0.15882,0.04627,0.02549,0.08263,0.05992,0.00327,0.00106,0.04887,0.04168,0.60167,0.08659
