Alpha,Beta,Loss,Conf,Num_Seeds,MSE Y_mean,MSE Y_std,MAE Y_mean,MAE Y_std,"HSIC(Y,X)_mean","HSIC(Y,X)_std",MSE Z_mean,MSE Z_std,MAE Z_mean,MAE Z_std,"HSIC(Z,X)_mean","HSIC(Z,X)_std","HSIC(Z,Y)_mean","HSIC(Z,Y)_std",dHSIC Total_mean,dHSIC Total_std,MMD_mean,MMD_std,RF Acc_mean,RF Acc_std
1.0,0.0,mse,MSE,10,1.34685,0.408,0.88736,0.09467,0.04105,0.07308,2.1487,1.26521,0.94874,0.10277,0.03896,0.02659,0.04581,0.03396,0.00129,0.00069,0.00743,0.0025,0.572,0.04367
0.0,1.0,hsic,HSIC,10,2.11281,0.52289,1.0984,0.08743,0.04017,0.04697,7.42787,2.80827,1.70501,0.1243,0.18649,0.02634,0.3334,0.04518,0.00419,0.00107,0.04211,0.01598,0.708,0.05865
0.9,0.1,hybrid,HYBRID_ALPHA0.9_BETA0.1,10,1.32254,0.34517,0.88285,0.08135,0.04043,0.06676,2.12944,1.25315,0.94695,0.10092,0.03608,0.02557,0.04496,0.03348,0.00128,0.00068,0.00708,0.00215,0.572,0.04367
0.8,0.2,hybrid,HYBRID_ALPHA0.8_BETA0.2,10,1.29983,0.29921,0.87746,0.07105,0.03789,0.05854,2.1646,1.25556,0.95548,0.09471,0.03705,0.02337,0.04881,0.0307,0.00127,0.00067,0.00735,0.00255,0.562,0.04733
0.7,0.3,hybrid,HYBRID_ALPHA0.7_BETA0.3,10,1.30114,0.30081,0.87786,0.07047,0.03747,0.05803,2.15304,1.22969,0.95399,0.09771,0.03392,0.0218,0.04766,0.03095,0.00127,0.00065,0.00707,0.00256,0.569,0.04771
0.6,0.4,hybrid,HYBRID_ALPHA0.6_BETA0.4,10,1.2315,0.21923,0.85873,0.04797,0.02087,0.00899,2.10612,1.20328,0.94947,0.11534,0.03508,0.0256,0.04663,0.03344,0.00123,0.00071,0.00632,0.00207,0.567,0.05908
0.5,0.5,hybrid,HYBRID_ALPHA0.5_BETA0.5,10,1.23039,0.20832,0.85814,0.04522,0.0212,0.00979,2.18708,1.39374,0.96611,0.12587,0.03614,0.02452,0.05051,0.0313,0.00122,0.00071,0.00643,0.00217,0.557,0.04057
0.4,0.6,hybrid,HYBRID_ALPHA0.4_BETA0.6,10,1.25408,0.24596,0.86211,0.04779,0.02146,0.01115,2.2077,1.42382,0.97178,0.12926,0.03702,0.02393,0.05036,0.03023,0.00119,0.00069,0.00644,0.00217,0.578,0.04541
0.3,0.7,hybrid,HYBRID_ALPHA0.3_BETA0.7,10,1.28378,0.29363,0.86683,0.05,0.02344,0.0134,2.20884,1.42769,0.97274,0.13276,0.03733,0.02319,0.04908,0.02908,0.00117,0.00066,0.00659,0.00214,0.573,0.04945
0.2,0.8,hybrid,HYBRID_ALPHA0.2_BETA0.8,10,1.29907,0.31359,0.86911,0.04904,0.02315,0.01145,2.32407,1.39539,1.00274,0.13526,0.03777,0.02528,0.05191,0.03198,0.00117,0.00065,0.00718,0.00209,0.573,0.04832
0.1,0.9,hybrid,HYBRID_ALPHA0.1_BETA0.9,10,1.30532,0.31109,0.87314,0.04871,0.02451,0.0127,2.74425,1.41972,1.10805,0.18929,0.05177,0.03932,0.07578,0.07893,0.00147,0.00068,0.00932,0.00585,0.584,0.03921
