Alpha,Beta,Loss,Conf,Num_Seeds,MSE Y_mean,MSE Y_std,MAE Y_mean,MAE Y_std,"HSIC(Y,X)_mean","HSIC(Y,X)_std",MSE Z_mean,MSE Z_std,MAE Z_mean,MAE Z_std,"HSIC(Z,X)_mean","HSIC(Z,X)_std","HSIC(Z,Y)_mean","HSIC(Z,Y)_std",dHSIC Total_mean,dHSIC Total_std,MMD_mean,MMD_std,RF Acc_mean,RF Acc_std
1.0,0.0,mse,MSE,10,1.0539,0.06949,0.88542,0.03109,0.01835,0.01565,1.1078,0.09998,0.89192,0.02808,0.01409,0.01095,0.01617,0.013,0.001,0.00044,0.01398,0.00363,0.621,0.04408
0.0,1.0,hsic,HSIC,10,1.52824,0.1721,1.02301,0.05783,0.02759,0.03021,5.23837,0.8326,1.66905,0.12732,0.26662,0.04476,0.33915,0.05343,0.00631,0.00082,0.03287,0.00537,0.742,0.04962
0.9,0.1,hybrid,HYBRID_ALPHA0.9_BETA0.1,10,1.05242,0.07253,0.8854,0.03366,0.01823,0.019,1.10864,0.10362,0.89201,0.02867,0.01429,0.01215,0.0158,0.01324,0.001,0.00044,0.01359,0.00387,0.629,0.05259
0.8,0.2,hybrid,HYBRID_ALPHA0.8_BETA0.2,10,1.05459,0.0677,0.88678,0.03145,0.01926,0.0196,1.11429,0.10812,0.89369,0.03058,0.01482,0.01243,0.01615,0.01374,0.00101,0.00046,0.01362,0.00389,0.611,0.02644
0.7,0.3,hybrid,HYBRID_ALPHA0.7_BETA0.3,10,1.05346,0.06877,0.88639,0.03204,0.01884,0.01927,1.1104,0.11283,0.89248,0.03102,0.01378,0.01129,0.01479,0.01326,0.00096,0.00037,0.01338,0.00394,0.618,0.03994
0.6,0.4,hybrid,HYBRID_ALPHA0.6_BETA0.4,10,1.05285,0.06923,0.88685,0.03235,0.01925,0.02045,1.13219,0.12035,0.89873,0.03139,0.01573,0.01404,0.01641,0.01307,0.001,0.00036,0.01318,0.00375,0.612,0.04417
0.5,0.5,hybrid,HYBRID_ALPHA0.5_BETA0.5,10,1.0523,0.07022,0.8864,0.03205,0.01881,0.02027,1.1252,0.13536,0.89628,0.03598,0.01391,0.01315,0.01602,0.01498,0.001,0.00042,0.01258,0.0036,0.618,0.04185
0.4,0.6,hybrid,HYBRID_ALPHA0.4_BETA0.6,10,1.05519,0.07595,0.88709,0.03403,0.01949,0.02271,1.1725,0.15624,0.91149,0.04098,0.01566,0.0137,0.01863,0.01537,0.00109,0.00041,0.01251,0.00336,0.617,0.03093
0.3,0.7,hybrid,HYBRID_ALPHA0.3_BETA0.7,10,1.05923,0.07491,0.88816,0.03301,0.02007,0.02179,1.30971,0.2287,0.95691,0.0674,0.02421,0.01568,0.02723,0.01972,0.00128,0.00065,0.01384,0.00414,0.621,0.06008
0.2,0.8,hybrid,HYBRID_ALPHA0.2_BETA0.8,10,1.07777,0.08462,0.8933,0.03527,0.0231,0.02318,1.38664,0.21954,0.97449,0.06575,0.02551,0.01431,0.02888,0.01806,0.00136,0.00062,0.01339,0.00421,0.622,0.04517
0.1,0.9,hybrid,HYBRID_ALPHA0.1_BETA0.9,10,1.0934,0.09762,0.89664,0.03944,0.02353,0.02499,1.95795,1.05518,1.10621,0.21018,0.05688,0.09244,0.06894,0.10188,0.00181,0.00122,0.01442,0.00603,0.645,0.06151
