Alpha,Beta,Loss,Conf,Num_Seeds,MSE Y_mean,MSE Y_std,MAE Y_mean,MAE Y_std,"HSIC(Y,X)_mean","HSIC(Y,X)_std",MSE Z_mean,MSE Z_std,MAE Z_mean,MAE Z_std,"HSIC(Z,X)_mean","HSIC(Z,X)_std","HSIC(Z,Y)_mean","HSIC(Z,Y)_std",dHSIC Total_mean,dHSIC Total_std,MMD_mean,MMD_std,RF Acc_mean,RF Acc_std
1.0,0.0,mse,MSE,10,1.10129,0.14584,0.82967,0.06941,0.02571,0.01385,1.46019,0.34713,0.93468,0.09179,0.04494,0.03611,0.05841,0.03462,0.00194,0.00083,0.01556,0.00837,0.57333,0.05942
0.0,1.0,hsic,HSIC,10,1.80768,0.38149,1.03938,0.11406,0.03126,0.01246,6.83104,1.64312,1.69847,0.17613,0.16421,0.04821,0.28262,0.10464,0.00453,0.00109,0.07278,0.07444,0.635,0.11612
0.9,0.1,hybrid,HYBRID_ALPHA0.9_BETA0.1,10,1.10718,0.1566,0.8307,0.0712,0.02568,0.01354,1.47598,0.33373,0.93802,0.08851,0.04501,0.03566,0.05884,0.03355,0.00191,0.00082,0.01616,0.0091,0.56667,0.05666
0.8,0.2,hybrid,HYBRID_ALPHA0.8_BETA0.2,10,1.09084,0.14868,0.82628,0.07094,0.02365,0.01397,1.51815,0.30447,0.95782,0.0714,0.05183,0.03039,0.06955,0.03529,0.00182,0.00084,0.0177,0.01015,0.575,0.06585
0.7,0.3,hybrid,HYBRID_ALPHA0.7_BETA0.3,10,1.09548,0.14158,0.82903,0.06754,0.02452,0.01368,1.52608,0.30619,0.96161,0.07143,0.05364,0.02997,0.06973,0.03579,0.00189,0.00081,0.01869,0.01212,0.55333,0.04766
0.6,0.4,hybrid,HYBRID_ALPHA0.6_BETA0.4,10,1.09561,0.14151,0.82687,0.066,0.02407,0.01346,1.59713,0.29336,0.9856,0.05567,0.05978,0.02884,0.07311,0.03849,0.00178,0.00082,0.02014,0.01437,0.55833,0.06298
0.5,0.5,hybrid,HYBRID_ALPHA0.5_BETA0.5,10,1.09809,0.14532,0.8268,0.06657,0.02427,0.0138,1.66846,0.28265,1.00875,0.04989,0.06422,0.02851,0.07867,0.04101,0.00188,0.00084,0.02204,0.01695,0.565,0.06209
0.4,0.6,hybrid,HYBRID_ALPHA0.4_BETA0.6,10,1.10707,0.15368,0.82937,0.06954,0.02488,0.01313,1.66857,0.33516,1.00954,0.06636,0.06168,0.03069,0.0766,0.03379,0.00188,0.00081,0.0217,0.01804,0.56833,0.05355
0.3,0.7,hybrid,HYBRID_ALPHA0.3_BETA0.7,10,1.11526,0.15201,0.83183,0.06871,0.02516,0.01301,1.70168,0.3738,1.01905,0.0764,0.0618,0.0303,0.07704,0.03409,0.00188,0.00074,0.0221,0.02058,0.56167,0.07898
0.2,0.8,hybrid,HYBRID_ALPHA0.2_BETA0.8,10,1.14597,0.17704,0.83899,0.07286,0.02574,0.01221,1.76989,0.50826,1.03498,0.11394,0.06278,0.03513,0.07744,0.03021,0.00183,0.00052,0.02246,0.02346,0.57167,0.07579
0.1,0.9,hybrid,HYBRID_ALPHA0.1_BETA0.9,10,1.15124,0.16372,0.84181,0.07138,0.02656,0.01196,1.97284,0.6647,1.05635,0.09659,0.05961,0.03126,0.06932,0.02833,0.00175,0.00041,0.02208,0.02396,0.56167,0.08715
