Alpha,Beta,Loss,Conf,Num_Seeds,MSE Y_mean,MSE Y_std,MAE Y_mean,MAE Y_std,"HSIC(Y,X)_mean","HSIC(Y,X)_std",MSE Z_mean,MSE Z_std,MAE Z_mean,MAE Z_std,"HSIC(Z,X)_mean","HSIC(Z,X)_std","HSIC(Z,Y)_mean","HSIC(Z,Y)_std",dHSIC Total_mean,dHSIC Total_std,MMD_mean,MMD_std,RF Acc_mean,RF Acc_std
1.0,0.0,mse,MSE,10,1.387,0.33788,0.84041,0.06353,0.0299,0.01549,1.39783,0.407,0.87257,0.11497,0.03962,0.03926,0.05882,0.06441,0.00191,0.00131,0.01708,0.00676,0.639,0.05587
0.0,1.0,hsic,HSIC,10,2.66451,1.22336,0.99921,0.12577,0.03427,0.01723,87.9288,213.8923,2.32919,0.7722,0.16621,0.08027,0.29881,0.12485,0.00466,0.00092,0.12201,0.10122,0.788,0.07525
0.9,0.1,hybrid,HYBRID_ALPHA0.9_BETA0.1,10,1.38879,0.34136,0.8408,0.06309,0.02885,0.01357,1.42991,0.44954,0.902,0.15402,0.03371,0.02017,0.04386,0.04029,0.00193,0.00106,0.01618,0.00658,0.622,0.06106
0.8,0.2,hybrid,HYBRID_ALPHA0.8_BETA0.2,10,1.40576,0.33963,0.84301,0.05927,0.02789,0.01234,1.65473,1.03487,0.90896,0.17051,0.03457,0.01938,0.04937,0.04106,0.00202,0.00117,0.01601,0.00631,0.627,0.05314
0.7,0.3,hybrid,HYBRID_ALPHA0.7_BETA0.3,10,1.42925,0.39357,0.84598,0.0627,0.02708,0.0105,1.72728,1.25191,0.91231,0.18994,0.0348,0.01876,0.04556,0.03843,0.00195,0.00112,0.01563,0.00587,0.61,0.04595
0.6,0.4,hybrid,HYBRID_ALPHA0.6_BETA0.4,10,1.4324,0.41011,0.84504,0.06422,0.027,0.01065,1.83332,1.49398,0.92602,0.22182,0.03561,0.01901,0.04518,0.03934,0.00192,0.00115,0.01548,0.00591,0.616,0.03502
0.5,0.5,hybrid,HYBRID_ALPHA0.5_BETA0.5,10,1.42464,0.42969,0.83725,0.06254,0.02453,0.00976,2.04296,1.70825,0.95635,0.24491,0.0313,0.02043,0.04717,0.04146,0.00189,0.00104,0.0145,0.00545,0.608,0.04984
0.4,0.6,hybrid,HYBRID_ALPHA0.4_BETA0.6,10,1.4521,0.43669,0.84294,0.058,0.02406,0.01,2.19557,2.04346,0.97694,0.26332,0.0337,0.02005,0.05401,0.04347,0.0021,0.00118,0.01497,0.00542,0.609,0.03573
0.3,0.7,hybrid,HYBRID_ALPHA0.3_BETA0.7,10,1.5035,0.52125,0.84799,0.06164,0.0225,0.00837,2.367,2.59083,0.99529,0.2824,0.03341,0.01904,0.0543,0.04353,0.00228,0.00118,0.01609,0.00566,0.605,0.03923
0.2,0.8,hybrid,HYBRID_ALPHA0.2_BETA0.8,10,1.65483,0.66584,0.86633,0.06874,0.0261,0.014,3.18752,4.78184,1.06225,0.31836,0.03749,0.01488,0.06089,0.04078,0.00257,0.00122,0.0237,0.02101,0.639,0.0659
0.1,0.9,hybrid,HYBRID_ALPHA0.1_BETA0.9,10,1.75832,0.82233,0.87252,0.07431,0.02611,0.01406,4.57492,7.09374,1.19167,0.29166,0.04375,0.02101,0.0785,0.0363,0.0033,0.00069,0.03243,0.03944,0.651,0.07078
