Alpha,Beta,Loss,Conf,Num_Seeds,MSE Y_mean,MSE Y_std,MAE Y_mean,MAE Y_std,"HSIC(Y,X)_mean","HSIC(Y,X)_std",MSE Z_mean,MSE Z_std,MAE Z_mean,MAE Z_std,"HSIC(Z,X)_mean","HSIC(Z,X)_std","HSIC(Z,Y)_mean","HSIC(Z,Y)_std",dHSIC Total_mean,dHSIC Total_std,MMD_mean,MMD_std,RF Acc_mean,RF Acc_std
1.0,0.0,mse,MSE,10,2.3511,2.72113,0.99376,0.1941,0.16044,0.09513,2.82733,2.0163,1.1833,0.31806,0.13204,0.08476,0.17191,0.15481,0.0037,0.00147,0.05739,0.0255,0.625,0.04859
0.0,1.0,hsic,HSIC,10,2.99895,3.15762,1.13485,0.21611,0.2084,0.10436,6.80682,3.78309,1.67521,0.26625,0.20768,0.12577,0.31929,0.13721,0.0048,0.00135,0.06349,0.02377,0.655,0.07246
0.9,0.1,hybrid,HYBRID_ALPHA0.9_BETA0.1,10,2.33231,2.70401,0.98647,0.19043,0.15862,0.0977,2.90262,2.01384,1.1954,0.30718,0.13934,0.09764,0.18187,0.15426,0.00376,0.00147,0.05866,0.02544,0.625,0.08898
0.8,0.2,hybrid,HYBRID_ALPHA0.8_BETA0.2,10,2.38094,2.81044,0.98935,0.1915,0.15692,0.09806,2.73657,1.97273,1.181,0.3087,0.14327,0.09619,0.18398,0.15426,0.00381,0.00149,0.05778,0.02563,0.63,0.06749
0.7,0.3,hybrid,HYBRID_ALPHA0.7_BETA0.3,10,2.3071,2.77064,0.97622,0.19831,0.15435,0.09523,2.69233,1.98592,1.16712,0.313,0.13906,0.0957,0.17464,0.15768,0.00374,0.00151,0.0582,0.02503,0.63,0.06325
0.6,0.4,hybrid,HYBRID_ALPHA0.6_BETA0.4,10,2.32694,2.93808,0.97185,0.2018,0.14938,0.08952,2.66082,1.96178,1.15968,0.31682,0.13555,0.08962,0.16933,0.1551,0.00369,0.00139,0.05755,0.02504,0.605,0.05986
0.5,0.5,hybrid,HYBRID_ALPHA0.5_BETA0.5,10,2.1502,2.24398,0.96536,0.18675,0.13882,0.09756,2.64117,1.92737,1.16523,0.31405,0.13147,0.08967,0.17388,0.15067,0.00355,0.00133,0.05352,0.02133,0.615,0.07472
0.4,0.6,hybrid,HYBRID_ALPHA0.4_BETA0.6,10,2.45234,3.17098,0.97495,0.20307,0.13289,0.09683,2.71088,1.86964,1.18857,0.30456,0.12602,0.08957,0.16974,0.14993,0.00374,0.00128,0.05455,0.02264,0.6,0.08165
0.3,0.7,hybrid,HYBRID_ALPHA0.3_BETA0.7,10,2.48368,2.88272,0.98887,0.1821,0.13428,0.09695,2.71646,1.88486,1.19173,0.31295,0.1231,0.08717,0.17092,0.15109,0.00379,0.00132,0.05428,0.02271,0.645,0.10124
0.2,0.8,hybrid,HYBRID_ALPHA0.2_BETA0.8,10,2.20629,2.12813,0.98414,0.16104,0.15008,0.08985,2.69141,1.90674,1.18388,0.31759,0.12651,0.0825,0.16086,0.15932,0.00339,0.0011,0.05812,0.02172,0.615,0.07472
0.1,0.9,hybrid,HYBRID_ALPHA0.1_BETA0.9,10,1.73456,0.5461,0.99651,0.13071,0.16271,0.10672,3.21906,2.00499,1.27096,0.29549,0.14092,0.08073,0.18311,0.15791,0.00393,0.00089,0.05327,0.01851,0.6,0.08165
