Experiment,Seed,Loss,Conf,Alpha,Beta,N,MSE Y,MAE Y,"HSIC(Y,X)",MSE Z,MAE Z,"HSIC(Z,X)","HSIC(Z,Y)",dHSIC Total,MMD,RF Acc
1,42,hsic,HSIC,0.0,1.0,100,3.4652,1.06828,0.17986,9.0862,1.78604,0.28137,0.3345,0.00563,0.05503,0.75
1,42,hsic,HSIC,0.0,1.0,300,1.8639,0.98757,0.02284,6.28497,1.66437,0.11636,0.29402,0.00352,0.11399,0.68333
1,42,hsic,HSIC,0.0,1.0,500,1.88756,0.99297,0.01471,8.6642,1.79878,0.1931,0.36312,0.00517,0.08891,0.81
1,42,hybrid,HYBRID_ALPHA0.1_BETA0.9,0.1,0.9,100,3.02543,1.14736,0.39725,8.86853,1.75706,0.27439,0.32808,0.00811,0.04334,0.7
1,42,hybrid,HYBRID_ALPHA0.2_BETA0.8,0.2,0.8,100,3.19086,1.19152,0.45159,1.78015,1.03179,0.14454,0.09081,0.00712,0.03905,0.7
1,42,hybrid,HYBRID_ALPHA0.3_BETA0.7,0.3,0.7,100,3.19805,1.1979,0.47649,1.71096,1.00277,0.13206,0.09569,0.00666,0.04136,0.6
1,42,hybrid,HYBRID_ALPHA0.4_BETA0.6,0.4,0.6,100,1.76762,0.91568,0.13339,1.50899,0.89744,0.04102,0.05341,0.00403,0.04157,0.75
1,42,hybrid,HYBRID_ALPHA0.5_BETA0.5,0.5,0.5,100,3.31141,1.11005,0.27712,6.27783,1.23894,0.06936,0.05321,0.00515,0.03701,0.55
1,42,hybrid,HYBRID_ALPHA0.6_BETA0.4,0.6,0.4,100,3.61745,1.13473,0.27997,7.63471,1.28152,0.07286,0.06107,0.00624,0.03772,0.6
1,42,hybrid,HYBRID_ALPHA0.7_BETA0.3,0.7,0.3,100,2.99661,1.09581,0.28413,6.46403,1.23121,0.07475,0.06833,0.00666,0.03918,0.55
1,42,hybrid,HYBRID_ALPHA0.8_BETA0.2,0.8,0.2,100,3.40367,1.1207,0.28272,2.89127,1.06774,0.07384,0.07257,0.00692,0.04019,0.6
1,42,hybrid,HYBRID_ALPHA0.9_BETA0.1,0.9,0.1,100,3.20364,1.1059,0.27802,2.16569,1.01981,0.09295,0.09124,0.0057,0.04569,0.5
