Alpha,Beta,Loss,Conf,Num_Seeds,MSE Y_mean,MSE Y_std,MAE Y_mean,MAE Y_std,"HSIC(Y,X)_mean","HSIC(Y,X)_std",MSE Z_mean,MSE Z_std,MAE Z_mean,MAE Z_std,"HSIC(Z,X)_mean","HSIC(Z,X)_std","HSIC(Z,Y)_mean","HSIC(Z,Y)_std",dHSIC Total_mean,dHSIC Total_std,MMD_mean,MMD_std,RF Acc_mean,RF Acc_std
1.0,0.0,mse,MSE,10,1.3075,0.34057,0.81359,0.05373,0.04586,0.02986,1.82191,1.13032,0.91335,0.18871,0.07015,0.02899,0.09391,0.07255,0.00283,0.00076,0.04744,0.01732,0.655,0.05155
0.0,1.0,hsic,HSIC,10,2.19537,0.91707,0.94645,0.15468,0.04822,0.02221,27.80068,40.94803,1.98503,0.48175,0.15177,0.04479,0.26876,0.10229,0.00452,0.00155,0.15748,0.07503,0.77667,0.06146
0.9,0.1,hybrid,HYBRID_ALPHA0.9_BETA0.1,10,1.28271,0.35908,0.8072,0.0632,0.03414,0.01652,1.75112,1.04459,0.89954,0.18662,0.05387,0.02742,0.0822,0.06793,0.00282,0.00088,0.04403,0.01648,0.64667,0.045
0.8,0.2,hybrid,HYBRID_ALPHA0.8_BETA0.2,10,1.28108,0.34906,0.8055,0.062,0.03123,0.01381,1.75258,0.99995,0.90481,0.19226,0.04721,0.0248,0.07646,0.06682,0.00273,0.00084,0.0429,0.0165,0.65,0.03239
0.7,0.3,hybrid,HYBRID_ALPHA0.7_BETA0.3,10,1.27287,0.34162,0.80033,0.05472,0.03217,0.01857,1.79038,0.94523,0.92576,0.19094,0.04753,0.02157,0.08154,0.06451,0.00304,0.00104,0.04299,0.01645,0.64167,0.0473
0.6,0.4,hybrid,HYBRID_ALPHA0.6_BETA0.4,10,1.26768,0.33134,0.79761,0.05048,0.03137,0.01893,1.77324,0.86645,0.92747,0.18587,0.04206,0.01767,0.0779,0.05745,0.00308,0.001,0.04274,0.0162,0.65,0.04231
0.5,0.5,hybrid,HYBRID_ALPHA0.5_BETA0.5,10,1.2698,0.33342,0.79648,0.05045,0.03068,0.01821,1.75573,0.81087,0.93395,0.18687,0.03941,0.01375,0.0748,0.05327,0.00312,0.00105,0.04164,0.01657,0.64333,0.04919
0.4,0.6,hybrid,HYBRID_ALPHA0.4_BETA0.6,10,1.28763,0.38035,0.79852,0.05059,0.03082,0.01705,1.76918,0.71289,0.94633,0.18426,0.03435,0.01392,0.07135,0.05211,0.003,0.00102,0.04049,0.01618,0.63667,0.05375
0.3,0.7,hybrid,HYBRID_ALPHA0.3_BETA0.7,10,1.27816,0.35455,0.79827,0.04772,0.02986,0.01569,1.64548,0.43475,0.96092,0.16505,0.03314,0.00913,0.06444,0.04227,0.00304,0.00121,0.03941,0.01495,0.63333,0.03425
0.2,0.8,hybrid,HYBRID_ALPHA0.2_BETA0.8,10,1.2483,0.26021,0.79651,0.03786,0.03064,0.01625,1.73102,0.51809,1.00054,0.19292,0.03245,0.0085,0.06592,0.04575,0.00303,0.0012,0.04008,0.01676,0.63167,0.04336
0.1,0.9,hybrid,HYBRID_ALPHA0.1_BETA0.9,10,1.50639,0.84444,0.82252,0.08225,0.03807,0.0174,1.83471,0.72428,1.08155,0.24442,0.03589,0.01646,0.06372,0.03632,0.0031,0.00126,0.04297,0.01742,0.65667,0.04245
