Alpha,Beta,Loss,Conf,Num_Seeds,MSE Y_mean,MSE Y_std,MAE Y_mean,MAE Y_std,"HSIC(Y,X)_mean","HSIC(Y,X)_std",MSE Z_mean,MSE Z_std,MAE Z_mean,MAE Z_std,"HSIC(Z,X)_mean","HSIC(Z,X)_std","HSIC(Z,Y)_mean","HSIC(Z,Y)_std",dHSIC Total_mean,dHSIC Total_std,MMD_mean,MMD_std,RF Acc_mean,RF Acc_std
1.0,0.0,mse,MSE,10,1.40667,0.37634,0.98816,0.13874,0.0988,0.05943,1.34924,0.29256,0.95141,0.08305,0.06597,0.03282,0.08424,0.06338,0.00344,0.00114,0.05115,0.01974,0.55,0.06667
0.0,1.0,hsic,HSIC,10,1.74624,0.4908,1.07866,0.159,0.12822,0.0731,4.2711,2.05677,1.54152,0.34028,0.2597,0.16138,0.32937,0.16164,0.00593,0.00227,0.05016,0.01879,0.625,0.05893
0.9,0.1,hybrid,HYBRID_ALPHA0.9_BETA0.1,10,1.37806,0.32164,0.9791,0.12184,0.09778,0.0542,1.35812,0.28291,0.95527,0.0874,0.07332,0.04619,0.08926,0.06353,0.00366,0.0015,0.05099,0.01827,0.565,0.04116
0.8,0.2,hybrid,HYBRID_ALPHA0.8_BETA0.2,10,1.40588,0.3856,0.98742,0.13652,0.0975,0.05771,1.34075,0.30279,0.94501,0.09819,0.06673,0.03459,0.08788,0.06496,0.00361,0.00147,0.04952,0.01654,0.59,0.05164
0.7,0.3,hybrid,HYBRID_ALPHA0.7_BETA0.3,10,1.36488,0.36598,0.97273,0.13206,0.08973,0.05207,1.39232,0.28859,0.96235,0.08596,0.06501,0.0349,0.09047,0.0606,0.00368,0.00144,0.04951,0.0163,0.57,0.06325
0.6,0.4,hybrid,HYBRID_ALPHA0.6_BETA0.4,10,1.37765,0.36973,0.97951,0.13132,0.09478,0.05724,1.40232,0.27849,0.96531,0.08981,0.06585,0.03606,0.09079,0.0636,0.00368,0.0015,0.04874,0.01461,0.565,0.06258
0.5,0.5,hybrid,HYBRID_ALPHA0.5_BETA0.5,10,1.32713,0.34523,0.96381,0.12831,0.09052,0.05576,1.44653,0.28647,0.98128,0.08917,0.07229,0.03827,0.09212,0.06758,0.00376,0.00164,0.04908,0.01491,0.535,0.04743
0.4,0.6,hybrid,HYBRID_ALPHA0.4_BETA0.6,10,1.32537,0.34508,0.96499,0.12725,0.09343,0.05784,1.53098,0.20833,1.01482,0.0588,0.07582,0.04324,0.0852,0.06216,0.00384,0.0016,0.04934,0.01256,0.585,0.08835
0.3,0.7,hybrid,HYBRID_ALPHA0.3_BETA0.7,10,1.32878,0.34924,0.96582,0.12804,0.0972,0.0591,1.56058,0.2909,1.02141,0.08442,0.0777,0.05337,0.08809,0.06004,0.00392,0.00155,0.05044,0.01493,0.585,0.05297
0.2,0.8,hybrid,HYBRID_ALPHA0.2_BETA0.8,10,1.5112,0.5004,1.00611,0.16732,0.11521,0.08093,1.7974,0.84946,1.06776,0.17369,0.09827,0.07911,0.0983,0.06437,0.00432,0.00168,0.04718,0.0153,0.625,0.0677
0.1,0.9,hybrid,HYBRID_ALPHA0.1_BETA0.9,10,1.56229,0.54615,1.01164,0.17498,0.11376,0.08,2.48656,1.53197,1.23228,0.29067,0.1656,0.14684,0.17206,0.13621,0.00481,0.00164,0.04595,0.01046,0.585,0.05297
