Experiment,Seed,Loss,Conf,Alpha,Beta,N,MSE Y,MAE Y,"HSIC(Y,X)",MSE Z,MAE Z,"HSIC(Z,X)","HSIC(Z,Y)",dHSIC Total,MMD,RF Acc
15,56,hybrid,HYBRID_ALPHA0.2_BETA0.8,0.2,0.8,300,0.62235,0.64346,0.03546,1.0249,0.80285,0.0511,0.05289,0.00125,0.05496,0.575
15,56,hybrid,HYBRID_ALPHA0.3_BETA0.7,0.3,0.7,300,0.60222,0.6304,0.03088,0.86768,0.73433,0.04038,0.01654,0.00021,0.05961,0.625
15,56,hybrid,HYBRID_ALPHA0.4_BETA0.6,0.4,0.6,300,0.59228,0.62125,0.03495,0.857,0.72625,0.04095,0.01763,0.00025,0.06243,0.6
15,56,hybrid,HYBRID_ALPHA0.5_BETA0.5,0.5,0.5,300,0.59065,0.61539,0.03721,0.84658,0.71668,0.0415,0.01865,0.0003,0.06389,0.65
15,56,hybrid,HYBRID_ALPHA0.6_BETA0.4,0.6,0.4,300,0.61172,0.62079,0.03699,0.85656,0.72705,0.041,0.01849,0.00027,0.06187,0.625
15,56,hybrid,HYBRID_ALPHA0.7_BETA0.3,0.7,0.3,300,0.60969,0.63244,0.03386,0.84895,0.72166,0.04195,0.01959,0.00034,0.05621,0.6
15,56,hybrid,HYBRID_ALPHA0.8_BETA0.2,0.8,0.2,300,0.60903,0.63138,0.04015,0.85741,0.72623,0.04034,0.01807,0.00036,0.05768,0.575
15,56,hybrid,HYBRID_ALPHA0.9_BETA0.1,0.9,0.1,300,0.60633,0.62426,0.04032,0.85412,0.72859,0.04253,0.02033,0.00045,0.05439,0.6
15,56,hybrid,HYBRID_ALPHA0.1_BETA0.9,0.1,0.9,500,0.64807,0.67133,0.02191,1.23052,0.94371,0.04261,0.05177,0.00122,0.0609,0.575
15,56,hybrid,HYBRID_ALPHA0.2_BETA0.8,0.2,0.8,500,0.63803,0.66544,0.0206,0.98889,0.79645,0.04189,0.04803,0.00125,0.06537,0.6
15,56,hybrid,HYBRID_ALPHA0.3_BETA0.7,0.3,0.7,500,0.63801,0.66438,0.02337,1.01187,0.80838,0.03988,0.04674,0.00132,0.06291,0.6
15,56,hybrid,HYBRID_ALPHA0.4_BETA0.6,0.4,0.6,500,0.63255,0.66384,0.02271,0.98309,0.78336,0.03947,0.05202,0.00147,0.06562,0.625
15,56,hybrid,HYBRID_ALPHA0.5_BETA0.5,0.5,0.5,500,0.62646,0.66292,0.02343,0.90524,0.74611,0.04378,0.02962,0.00074,0.06815,0.575
15,56,hybrid,HYBRID_ALPHA0.6_BETA0.4,0.6,0.4,500,0.62562,0.65627,0.02767,0.89873,0.73974,0.04271,0.02866,0.00069,0.06795,0.6
15,56,hybrid,HYBRID_ALPHA0.7_BETA0.3,0.7,0.3,500,0.62631,0.65915,0.02931,0.88003,0.72772,0.04321,0.03109,0.00082,0.07461,0.625
15,56,hybrid,HYBRID_ALPHA0.8_BETA0.2,0.8,0.2,500,0.62713,0.66065,0.03274,0.86049,0.71522,0.04183,0.03189,0.00088,0.07823,0.6
15,56,hybrid,HYBRID_ALPHA0.9_BETA0.1,0.9,0.1,500,0.62654,0.6616,0.03898,0.85299,0.70931,0.04374,0.0395,0.00123,0.08865,0.625
15,56,mse,MSE,1.0,0.0,50,1.0351,0.83303,0.21484,1.37414,0.98729,0.04037,0.12168,0.00341,0.11656,0.7
15,56,mse,MSE,1.0,0.0,100,0.81793,0.75304,0.14913,0.97662,0.78531,0.11267,0.05547,0.00189,0.08569,0.7
15,56,mse,MSE,1.0,0.0,300,0.61344,0.62945,0.05311,0.86628,0.73689,0.04753,0.02907,0.00074,0.05278,0.625
15,56,mse,MSE,1.0,0.0,500,0.62527,0.65739,0.0512,0.84508,0.70416,0.04696,0.04212,0.00123,0.08538,0.625
16,57,hsic,HSIC,0.0,1.0,50,1.0559,0.76409,0.02725,3.25974,1.41489,0.10364,0.14121,0.0052,0.22893,0.775
16,57,hsic,HSIC,0.0,1.0,100,1.06713,0.73463,0.04042,3.36798,1.38151,0.14501,0.14857,0.00778,0.30487,0.775
16,57,hsic,HSIC,0.0,1.0,300,1.32445,0.84293,0.04498,3.01615,1.32896,0.07282,0.18477,0.00494,0.22497,0.8
16,57,hsic,HSIC,0.0,1.0,500,1.18848,0.82755,0.07957,3.24838,1.43303,0.07295,0.18405,0.00463,0.30166,0.85
16,57,hybrid,HYBRID_ALPHA0.1_BETA0.9,0.1,0.9,50,0.7313,0.72009,0.02834,1.25419,0.9012,0.03286,0.13704,0.00241,0.08058,0.625
16,57,hybrid,HYBRID_ALPHA0.2_BETA0.8,0.2,0.8,50,0.74848,0.72044,0.03608,1.09831,0.80151,0.03697,0.13079,0.00189,0.06985,0.75
16,57,hybrid,HYBRID_ALPHA0.3_BETA0.7,0.3,0.7,50,0.76412,0.72651,0.03616,1.10518,0.78251,0.04889,0.15523,0.00168,0.05408,0.75
16,57,hybrid,HYBRID_ALPHA0.4_BETA0.6,0.4,0.6,50,0.81528,0.74984,0.03045,1.14411,0.80936,0.03301,0.15062,0.00195,0.05624,0.675
16,57,hybrid,HYBRID_ALPHA0.5_BETA0.5,0.5,0.5,50,0.8956,0.77551,0.02908,1.12269,0.798,0.03249,0.14492,0.00176,0.05462,0.675
16,57,hybrid,HYBRID_ALPHA0.6_BETA0.4,0.6,0.4,50,0.84514,0.74544,0.02825,1.05893,0.78405,0.03158,0.11202,0.00167,0.05203,0.725
