Experiment,Seed,Loss,Conf,Alpha,Beta,N,Y_do,MSE Y,MAE Y,"HSIC(Y,X)",MSE Z,MAE Z,"HSIC(Z,X)","HSIC(Z,Y)",dHSIC Total,MMD,RF Acc
2,43,hybrid,HYBRID_ALPHA0.1_BETA0.9,0.1,0.9,50,1.0,1.81504,0.73718,0.19758,0.23745,0.3993,0.08601,,0.00593,0.04729,0.775
2,43,hybrid,HYBRID_ALPHA0.2_BETA0.8,0.2,0.8,50,1.0,1.70892,0.67482,0.23281,0.21355,0.37178,0.08399,,0.00564,0.04304,0.7
2,43,hybrid,HYBRID_ALPHA0.3_BETA0.7,0.3,0.7,50,1.0,1.43685,0.64614,0.17543,0.21251,0.36648,0.08245,,0.00528,0.03896,0.675
2,43,hybrid,HYBRID_ALPHA0.4_BETA0.6,0.4,0.6,50,1.0,2.00156,0.72774,0.19458,0.21289,0.36656,0.08888,,0.00569,0.03711,0.725
2,43,hybrid,HYBRID_ALPHA0.5_BETA0.5,0.5,0.5,50,1.0,2.24404,0.80138,0.20432,0.20729,0.36349,0.0868,,0.00566,0.03581,0.675
2,43,hybrid,HYBRID_ALPHA0.6_BETA0.4,0.6,0.4,50,1.0,1.79542,0.68619,0.18222,0.20194,0.35472,0.08007,,0.00524,0.03323,0.7
2,43,hybrid,HYBRID_ALPHA0.7_BETA0.3,0.7,0.3,50,1.0,1.85589,0.69049,0.18829,0.19581,0.34766,0.07254,,0.00472,0.03145,0.7
2,43,hybrid,HYBRID_ALPHA0.8_BETA0.2,0.8,0.2,50,1.0,1.82781,0.69301,0.19503,0.19255,0.34051,0.06535,,0.00408,0.02946,0.675
2,43,hybrid,HYBRID_ALPHA0.9_BETA0.1,0.9,0.1,50,1.0,1.89117,0.70141,0.20594,0.18948,0.33755,0.06244,,0.00367,0.02834,0.65
2,43,hybrid,HYBRID_ALPHA0.1_BETA0.9,0.1,0.9,50,0.0,1.81504,0.73718,0.19758,0.68789,0.64459,0.15488,,0.00758,0.03981,0.7
2,43,hybrid,HYBRID_ALPHA0.2_BETA0.8,0.2,0.8,50,0.0,1.70892,0.67482,0.23281,0.66669,0.63138,0.14092,,0.00734,0.0397,0.65
2,43,hybrid,HYBRID_ALPHA0.3_BETA0.7,0.3,0.7,50,0.0,1.43685,0.64614,0.17543,0.6532,0.62811,0.12724,,0.00698,0.04027,0.65
2,43,hybrid,HYBRID_ALPHA0.4_BETA0.6,0.4,0.6,50,0.0,2.00156,0.72774,0.19458,0.65643,0.63253,0.12836,,0.00743,0.04138,0.7
2,43,hybrid,HYBRID_ALPHA0.5_BETA0.5,0.5,0.5,50,0.0,2.24404,0.80138,0.20432,0.65233,0.63175,0.12552,,0.00765,0.04151,0.625
2,43,hybrid,HYBRID_ALPHA0.6_BETA0.4,0.6,0.4,50,0.0,1.79542,0.68619,0.18222,0.64357,0.62956,0.11892,,0.00768,0.04118,0.75
2,43,hybrid,HYBRID_ALPHA0.7_BETA0.3,0.7,0.3,50,0.0,1.85589,0.69049,0.18829,0.63655,0.62544,0.11302,,0.00739,0.04069,0.675
2,43,hybrid,HYBRID_ALPHA0.8_BETA0.2,0.8,0.2,50,0.0,1.82781,0.69301,0.19503,0.62712,0.62088,0.10358,,0.00682,0.03991,0.7
2,43,hybrid,HYBRID_ALPHA0.9_BETA0.1,0.9,0.1,50,0.0,1.89117,0.70141,0.20594,0.6171,0.61694,0.09228,,0.00607,0.0389,0.7
2,43,hybrid,HYBRID_ALPHA0.1_BETA0.9,0.1,0.9,100,1.0,6.41674,0.94822,0.35707,0.27644,0.42771,0.277,,0.01901,0.06632,0.65
2,43,hybrid,HYBRID_ALPHA0.2_BETA0.8,0.2,0.8,100,1.0,3.66506,0.8371,0.34659,0.26286,0.41994,0.24238,,0.01695,0.06586,0.675
2,43,hybrid,HYBRID_ALPHA0.3_BETA0.7,0.3,0.7,100,1.0,2.432,0.68309,0.10682,0.26132,0.41577,0.25069,,0.01757,0.06789,0.675
2,43,hybrid,HYBRID_ALPHA0.4_BETA0.6,0.4,0.6,100,1.0,0.62866,0.6025,0.06124,0.26928,0.42128,0.27669,,0.01951,0.06897,0.675
2,43,hybrid,HYBRID_ALPHA0.5_BETA0.5,0.5,0.5,100,1.0,0.52756,0.57176,0.08284,0.29028,0.43955,0.30779,,0.02184,0.07131,0.65
2,43,hybrid,HYBRID_ALPHA0.6_BETA0.4,0.6,0.4,100,1.0,0.80062,0.59004,0.08188,0.28907,0.43925,0.30072,,0.02176,0.06874,0.625
2,43,hybrid,HYBRID_ALPHA0.7_BETA0.3,0.7,0.3,100,1.0,1.20372,0.61689,0.08286,0.28826,0.4398,0.29258,,0.02143,0.06915,0.675
2,43,hybrid,HYBRID_ALPHA0.8_BETA0.2,0.8,0.2,100,1.0,2.29113,0.66593,0.08522,0.28942,0.44185,0.28873,,0.02113,0.0692,0.725
2,43,hybrid,HYBRID_ALPHA0.9_BETA0.1,0.9,0.1,100,1.0,1.79515,0.63199,0.14353,0.30032,0.45128,0.3009,,0.02181,0.0683,0.75
2,43,hybrid,HYBRID_ALPHA0.1_BETA0.9,0.1,0.9,100,0.0,6.41674,0.94822,0.35707,0.8129,0.72253,0.19783,,0.00996,0.0465,0.725
2,43,hybrid,HYBRID_ALPHA0.2_BETA0.8,0.2,0.8,100,0.0,3.66506,0.8371,0.34659,0.78924,0.71394,0.18245,,0.00965,0.04634,0.75
2,43,hybrid,HYBRID_ALPHA0.3_BETA0.7,0.3,0.7,100,0.0,2.432,0.68309,0.10682,0.79155,0.71008,0.20416,,0.01089,0.04679,0.75
2,43,hybrid,HYBRID_ALPHA0.4_BETA0.6,0.4,0.6,100,0.0,0.62866,0.6025,0.06124,0.81415,0.71723,0.22785,,0.01204,0.04816,0.75
2,43,hybrid,HYBRID_ALPHA0.5_BETA0.5,0.5,0.5,100,0.0,0.52756,0.57176,0.08284,0.84507,0.72949,0.24933,,0.01308,0.04895,0.75
2,43,hybrid,HYBRID_ALPHA0.6_BETA0.4,0.6,0.4,100,0.0,0.80062,0.59004,0.08188,0.84292,0.7309,0.24423,,0.01314,0.04912,0.75
2,43,hybrid,HYBRID_ALPHA0.7_BETA0.3,0.7,0.3,100,0.0,1.20372,0.61689,0.08286,0.82636,0.7243,0.23844,,0.01301,0.0485,0.775
2,43,hybrid,HYBRID_ALPHA0.8_BETA0.2,0.8,0.2,100,0.0,2.29113,0.66593,0.08522,0.81236,0.71862,0.23218,,0.01305,0.04838,0.8
2,43,hybrid,HYBRID_ALPHA0.9_BETA0.1,0.9,0.1,100,0.0,1.79515,0.63199,0.14353,0.82798,0.72702,0.23164,,0.01321,0.04943,0.775
2,43,hybrid,HYBRID_ALPHA0.1_BETA0.9,0.1,0.9,300,1.0,1.03769,0.69113,0.02072,0.25066,0.36023,0.03096,,0.00134,0.05506,0.675
2,43,hybrid,HYBRID_ALPHA0.2_BETA0.8,0.2,0.8,300,1.0,1.5393,0.71385,0.25256,0.80704,0.49097,0.03553,,0.00496,0.06436,0.725
2,43,hybrid,HYBRID_ALPHA0.3_BETA0.7,0.3,0.7,300,1.0,3.32196,0.90634,0.38916,0.66353,0.48711,0.03767,,0.00474,0.0639,0.675
2,43,hybrid,HYBRID_ALPHA0.4_BETA0.6,0.4,0.6,300,1.0,3.31604,0.91242,0.39248,0.32316,0.39809,0.05673,,0.00044,0.05211,0.725
2,43,hybrid,HYBRID_ALPHA0.5_BETA0.5,0.5,0.5,300,1.0,3.28749,0.91401,0.39379,0.31376,0.39232,0.05312,,0.00082,0.05069,0.675
2,43,hybrid,HYBRID_ALPHA0.6_BETA0.4,0.6,0.4,300,1.0,1.75041,0.82869,0.39721,0.29611,0.37987,0.04567,,0.00138,0.05002,0.65
2,43,hybrid,HYBRID_ALPHA0.7_BETA0.3,0.7,0.3,300,1.0,0.49252,0.53801,0.21133,0.29468,0.37457,0.03835,,0.00218,0.04985,0.675
2,43,hybrid,HYBRID_ALPHA0.8_BETA0.2,0.8,0.2,300,1.0,0.44984,0.51164,0.18224,0.28061,0.37013,0.0327,,0.00334,0.04978,0.65
2,43,hybrid,HYBRID_ALPHA0.9_BETA0.1,0.9,0.1,300,1.0,0.45666,0.52382,0.20091,0.30712,0.38229,0.04592,,0.00485,0.0505,0.65
2,43,hybrid,HYBRID_ALPHA0.1_BETA0.9,0.1,0.9,300,0.0,1.03769,0.69113,0.02072,0.6069,0.59821,0.05127,,0.0035,0.03414,0.75
2,43,hybrid,HYBRID_ALPHA0.2_BETA0.8,0.2,0.8,300,0.0,1.5393,0.71385,0.25256,1.21216,0.73852,0.02093,,0.00287,0.03844,0.7
2,43,hybrid,HYBRID_ALPHA0.3_BETA0.7,0.3,0.7,300,0.0,3.32196,0.90634,0.38916,1.04311,0.71432,0.02099,,0.00258,0.03719,0.725
2,43,hybrid,HYBRID_ALPHA0.4_BETA0.6,0.4,0.6,300,0.0,3.31604,0.91242,0.39248,0.68796,0.6216,0.02633,,0.00151,0.03031,0.725
2,43,hybrid,HYBRID_ALPHA0.5_BETA0.5,0.5,0.5,300,0.0,3.28749,0.91401,0.39379,0.67956,0.62418,0.02464,,0.00169,0.03078,0.7
2,43,hybrid,HYBRID_ALPHA0.6_BETA0.4,0.6,0.4,300,0.0,1.75041,0.82869,0.39721,0.66172,0.6223,0.02096,,0.0019,0.03132,0.625
2,43,hybrid,HYBRID_ALPHA0.7_BETA0.3,0.7,0.3,300,0.0,0.49252,0.53801,0.21133,0.66804,0.62805,0.01993,,0.00215,0.03212,0.65
2,43,hybrid,HYBRID_ALPHA0.8_BETA0.2,0.8,0.2,300,0.0,0.44984,0.51164,0.18224,0.66089,0.63951,0.01883,,0.00251,0.03313,0.725
2,43,hybrid,HYBRID_ALPHA0.9_BETA0.1,0.9,0.1,300,0.0,0.45666,0.52382,0.20091,0.70716,0.65721,0.0248,,0.00307,0.03517,0.675
2,43,hybrid,HYBRID_ALPHA0.1_BETA0.9,0.1,0.9,500,1.0,0.69521,0.58757,0.04215,0.24979,0.35528,0.05609,,0.0011,0.04579,0.625
2,43,hybrid,HYBRID_ALPHA0.2_BETA0.8,0.2,0.8,500,1.0,0.54606,0.53931,0.0578,0.45226,0.42432,0.10286,,0.0,0.04502,0.65
2,43,hybrid,HYBRID_ALPHA0.3_BETA0.7,0.3,0.7,500,1.0,0.93864,0.51947,0.09881,0.36468,0.4034,0.07687,,0.0,0.04404,0.65
2,43,hybrid,HYBRID_ALPHA0.4_BETA0.6,0.4,0.6,500,1.0,0.94523,0.51944,0.10651,0.31723,0.38885,0.05683,,0.0,0.04359,0.675
2,43,hybrid,HYBRID_ALPHA0.5_BETA0.5,0.5,0.5,500,1.0,0.93843,0.51837,0.11201,0.28602,0.37712,0.04216,,0.0,0.04328,0.7
