Alpha,Beta,Loss,Conf,Num_Seeds,MSE Y_mean,MSE Y_std,MAE Y_mean,MAE Y_std,"HSIC(Y,X)_mean","HSIC(Y,X)_std",MSE Z_mean,MSE Z_std,MAE Z_mean,MAE Z_std,"HSIC(Z,X)_mean","HSIC(Z,X)_std","HSIC(Z,Y)_mean","HSIC(Z,Y)_std",dHSIC Total_mean,dHSIC Total_std,MMD_mean,MMD_std,RF Acc_mean,RF Acc_std
1.0,0.0,mse,MSE,10,1.77566,3.55367,0.60804,0.21481,0.22779,0.06913,1.88264,1.72536,0.8706,0.17869,0.14635,0.09522,0.09282,0.02507,0.00425,0.00171,0.05156,0.01792,0.6,0.08165
0.0,1.0,hsic,HSIC,10,3.50721,7.409,0.81204,0.32052,0.2427,0.07853,3.96136,4.83084,1.10081,0.33957,0.20201,0.08833,0.1325,0.07785,0.00481,0.00122,0.05466,0.0103,0.685,0.05798
0.9,0.1,hybrid,HYBRID_ALPHA0.9_BETA0.1,10,1.6056,3.00476,0.60431,0.19967,0.22684,0.07252,1.67889,1.33351,0.85408,0.16325,0.14142,0.09733,0.08856,0.02129,0.0042,0.00163,0.05014,0.01795,0.565,0.05798
0.8,0.2,hybrid,HYBRID_ALPHA0.8_BETA0.2,10,1.18231,1.76708,0.58207,0.16351,0.22183,0.07749,1.59464,1.19538,0.84926,0.15559,0.14448,0.09746,0.09193,0.02958,0.00414,0.00161,0.04925,0.01824,0.615,0.08835
0.7,0.3,hybrid,HYBRID_ALPHA0.7_BETA0.3,10,0.8094,0.55127,0.57343,0.12178,0.2236,0.07684,1.50581,1.01347,0.83688,0.13783,0.14519,0.09187,0.0895,0.01872,0.00409,0.00165,0.05279,0.02,0.64,0.10488
0.6,0.4,hybrid,HYBRID_ALPHA0.6_BETA0.4,10,0.79198,0.49261,0.57223,0.11931,0.22201,0.07825,1.4859,0.91037,0.84962,0.12718,0.1486,0.09315,0.08936,0.01237,0.00429,0.00161,0.05202,0.02107,0.655,0.11168
0.5,0.5,hybrid,HYBRID_ALPHA0.5_BETA0.5,10,0.75257,0.38523,0.56277,0.11608,0.21627,0.08539,1.44113,0.87274,0.84546,0.12461,0.15018,0.09364,0.09021,0.01686,0.00433,0.00135,0.05203,0.01996,0.645,0.10395
0.4,0.6,hybrid,HYBRID_ALPHA0.4_BETA0.6,10,0.74912,0.31944,0.56014,0.09668,0.21215,0.08742,1.09838,0.28818,0.78924,0.10625,0.11756,0.06474,0.08801,0.0228,0.0043,0.00116,0.0521,0.01638,0.595,0.07246
0.3,0.7,hybrid,HYBRID_ALPHA0.3_BETA0.7,10,0.77539,0.34029,0.56565,0.08993,0.22475,0.08214,1.11332,0.35727,0.79531,0.11534,0.12137,0.07004,0.08794,0.02079,0.004,0.00096,0.05195,0.01451,0.64,0.1022
0.2,0.8,hybrid,HYBRID_ALPHA0.2_BETA0.8,10,1.34638,1.81361,0.61902,0.19349,0.23094,0.0858,1.14612,0.3229,0.8044,0.1098,0.12533,0.07234,0.08877,0.02442,0.00415,0.00129,0.05381,0.01346,0.64,0.08433
0.1,0.9,hybrid,HYBRID_ALPHA0.1_BETA0.9,10,1.52963,2.11947,0.63928,0.2006,0.2506,0.07879,1.23968,0.52517,0.83366,0.1289,0.16455,0.07415,0.08213,0.02492,0.00431,0.00159,0.05589,0.01453,0.66,0.06583
