Alpha,Beta,Loss,Conf,Num_Seeds,MSE Y_mean,MSE Y_std,MAE Y_mean,MAE Y_std,"HSIC(Y,X)_mean","HSIC(Y,X)_std",MSE Z_mean,MSE Z_std,MAE Z_mean,MAE Z_std,"HSIC(Z,X)_mean","HSIC(Z,X)_std","HSIC(Z,Y)_mean","HSIC(Z,Y)_std",dHSIC Total_mean,dHSIC Total_std,MMD_mean,MMD_std,RF Acc_mean,RF Acc_std
1.0,0.0,mse,MSE,10,0.61591,0.24332,0.51107,0.05378,0.10958,0.0176,1.29525,1.27936,0.71185,0.05257,0.03122,0.01698,0.05074,0.0136,0.00139,0.00036,0.00777,0.00219,0.619,0.04701
0.0,1.0,hsic,HSIC,10,1.55015,0.73224,0.87456,0.17914,0.10367,0.07415,3.84124,1.80962,1.22991,0.23039,0.08118,0.08322,0.07325,0.03996,0.00225,0.00078,0.04087,0.03609,0.701,0.0582
0.9,0.1,hybrid,HYBRID_ALPHA0.9_BETA0.1,10,0.6129,0.22699,0.5126,0.05346,0.10958,0.01739,1.30896,1.17864,0.71639,0.05227,0.03347,0.01718,0.04832,0.01207,0.00136,0.00035,0.00812,0.00255,0.619,0.04701
0.8,0.2,hybrid,HYBRID_ALPHA0.8_BETA0.2,10,0.60625,0.21403,0.51061,0.05315,0.10758,0.01761,1.28667,1.0612,0.71546,0.05142,0.03142,0.01713,0.04765,0.01027,0.00138,0.00035,0.00803,0.00236,0.609,0.05587
0.7,0.3,hybrid,HYBRID_ALPHA0.7_BETA0.3,10,0.59197,0.1995,0.50706,0.04846,0.10675,0.01774,0.99854,0.48808,0.70758,0.03596,0.02943,0.01784,0.04754,0.01213,0.00142,0.00035,0.00794,0.00243,0.626,0.04061
0.6,0.4,hybrid,HYBRID_ALPHA0.6_BETA0.4,10,0.59789,0.19201,0.50964,0.051,0.1069,0.01894,1.1515,0.65106,0.71705,0.04497,0.02828,0.01858,0.04616,0.0112,0.00146,0.00037,0.00785,0.00227,0.627,0.04739
0.5,0.5,hybrid,HYBRID_ALPHA0.5_BETA0.5,10,0.59328,0.19994,0.5081,0.05061,0.10647,0.01896,1.04305,0.44006,0.7157,0.03835,0.02824,0.01916,0.0444,0.01158,0.00146,0.00036,0.00785,0.00217,0.611,0.04383
0.4,0.6,hybrid,HYBRID_ALPHA0.4_BETA0.6,10,0.59492,0.19746,0.50882,0.04914,0.10483,0.01785,1.12442,0.54543,0.72575,0.03898,0.02777,0.01911,0.04251,0.01264,0.00151,0.00034,0.00782,0.00222,0.607,0.04762
0.3,0.7,hybrid,HYBRID_ALPHA0.3_BETA0.7,10,0.59794,0.18061,0.51476,0.04645,0.10238,0.01512,1.02337,0.42767,0.72422,0.03307,0.02539,0.01664,0.04363,0.01401,0.00152,0.00035,0.00791,0.00229,0.618,0.03994
0.2,0.8,hybrid,HYBRID_ALPHA0.2_BETA0.8,10,0.6406,0.17409,0.53925,0.03357,0.10506,0.01995,1.09377,0.51109,0.73673,0.03744,0.02437,0.01677,0.04391,0.01599,0.00165,0.00041,0.00882,0.0028,0.599,0.039
0.1,0.9,hybrid,HYBRID_ALPHA0.1_BETA0.9,10,0.68941,0.22129,0.56427,0.06803,0.10105,0.03674,1.23612,0.75265,0.75831,0.05372,0.02714,0.01936,0.04187,0.01738,0.00181,0.00048,0.01018,0.00392,0.608,0.05574
