Alpha,Beta,Loss,Conf,Num_Seeds,MSE Y_mean,MSE Y_std,MAE Y_mean,MAE Y_std,"HSIC(Y,X)_mean","HSIC(Y,X)_std",MSE Z_mean,MSE Z_std,MAE Z_mean,MAE Z_std,"HSIC(Z,X)_mean","HSIC(Z,X)_std","HSIC(Z,Y)_mean","HSIC(Z,Y)_std",dHSIC Total_mean,dHSIC Total_std,MMD_mean,MMD_std,RF Acc_mean,RF Acc_std
1.0,0.0,mse,MSE,10,1.38922,1.08412,0.60304,0.1891,0.2703,0.10513,10.90574,25.61724,1.04394,0.41598,0.24043,0.11364,0.12509,0.04738,0.00489,0.00208,0.07817,0.07485,0.685,0.12921
0.0,1.0,hsic,HSIC,10,2.30471,1.48421,0.9563,0.44617,0.31087,0.11904,20.67744,43.53935,1.35219,0.54744,0.25071,0.14837,0.18877,0.11789,0.00548,0.00221,0.16453,0.12107,0.75,0.12019
0.9,0.1,hybrid,HYBRID_ALPHA0.9_BETA0.1,10,1.42661,1.09023,0.60332,0.19347,0.26595,0.10612,2.93262,2.57036,0.91409,0.21424,0.21296,0.12746,0.12758,0.05504,0.00441,0.00182,0.05833,0.03325,0.68,0.11353
0.8,0.2,hybrid,HYBRID_ALPHA0.8_BETA0.2,10,1.43611,1.1085,0.60654,0.19449,0.26571,0.10654,3.20344,2.73962,0.94402,0.22563,0.22419,0.12562,0.13074,0.06186,0.00453,0.00164,0.05718,0.03136,0.67,0.06325
0.7,0.3,hybrid,HYBRID_ALPHA0.7_BETA0.3,10,1.38646,1.07361,0.60677,0.17987,0.26716,0.10625,3.26528,2.77253,0.94908,0.22885,0.22683,0.12524,0.12777,0.05878,0.00469,0.00196,0.05906,0.02926,0.655,0.07246
0.6,0.4,hybrid,HYBRID_ALPHA0.6_BETA0.4,10,1.41591,1.11778,0.60906,0.20029,0.27504,0.10317,3.40759,2.97797,0.95775,0.2344,0.2259,0.12666,0.12887,0.0595,0.00452,0.00173,0.05866,0.03193,0.64,0.10488
0.5,0.5,hybrid,HYBRID_ALPHA0.5_BETA0.5,10,1.44804,1.14299,0.62484,0.18612,0.28553,0.0972,3.24767,2.67546,0.94783,0.23267,0.22869,0.12599,0.12586,0.05613,0.0044,0.00173,0.058,0.03101,0.67,0.11353
0.4,0.6,hybrid,HYBRID_ALPHA0.4_BETA0.6,10,1.51724,1.20077,0.63588,0.18525,0.28991,0.11875,3.36121,2.73445,0.95736,0.23954,0.22793,0.1299,0.12406,0.05579,0.00425,0.00173,0.06485,0.04376,0.665,0.10288
0.3,0.7,hybrid,HYBRID_ALPHA0.3_BETA0.7,10,1.60216,1.27339,0.67728,0.16591,0.30305,0.10734,3.14186,2.83047,0.91714,0.24465,0.20293,0.1185,0.11056,0.05272,0.00425,0.00173,0.06745,0.04351,0.66,0.08756
0.2,0.8,hybrid,HYBRID_ALPHA0.2_BETA0.8,10,1.7136,1.2235,0.7342,0.20195,0.30298,0.10045,3.39515,2.75867,0.95825,0.24451,0.22204,0.12869,0.12204,0.05685,0.00458,0.00169,0.06758,0.044,0.67,0.10328
0.1,0.9,hybrid,HYBRID_ALPHA0.1_BETA0.9,10,1.68052,1.21984,0.71983,0.16598,0.30623,0.13088,3.97589,2.99569,1.04683,0.27595,0.26995,0.16237,0.16611,0.10986,0.00501,0.00152,0.07883,0.05281,0.65,0.11785
