Experiment,Seed,Loss,Conf,Alpha,Beta,N,MSE Y,MAE Y,"HSIC(Y,X)",MSE Z,MAE Z,"HSIC(Z,X)","HSIC(Z,Y)",dHSIC Total,MMD,RF Acc
1,42,hsic,HSIC,0.0,1.0,100,0.44691,0.48764,0.19924,1.32959,0.90078,0.13723,0.08367,0.0053,0.06321,0.7
1,42,hsic,HSIC,0.0,1.0,300,0.92723,0.72084,0.06924,3.94628,1.31956,0.03546,0.0385,0.00311,0.09366,0.75
1,42,hsic,HSIC,0.0,1.0,500,0.95285,0.73779,0.02442,3.71565,1.15905,0.03225,0.05472,0.002,0.01813,0.62
1,42,hybrid,HYBRID_ALPHA0.1_BETA0.9,0.1,0.9,100,0.44094,0.45291,0.19076,1.13747,0.83895,0.09651,0.07325,0.0043,0.06138,0.65
1,42,hybrid,HYBRID_ALPHA0.2_BETA0.8,0.2,0.8,100,0.34514,0.48705,0.15852,1.16427,0.85673,0.10861,0.07203,0.0052,0.052,0.55
1,42,hybrid,HYBRID_ALPHA0.3_BETA0.7,0.3,0.7,100,0.32814,0.47648,0.18007,1.18167,0.86803,0.11006,0.0723,0.00504,0.05371,0.55
1,42,hybrid,HYBRID_ALPHA0.4_BETA0.6,0.4,0.6,100,0.3485,0.46132,0.13491,1.19016,0.87394,0.11165,0.07195,0.00516,0.04845,0.5
1,42,hybrid,HYBRID_ALPHA0.5_BETA0.5,0.5,0.5,100,0.3428,0.45163,0.13349,1.21361,0.88382,0.11703,0.07252,0.00507,0.04789,0.5
1,42,hybrid,HYBRID_ALPHA0.6_BETA0.4,0.6,0.4,100,0.35575,0.44924,0.14009,1.2316,0.88894,0.12113,0.07377,0.00492,0.04439,0.5
1,42,hybrid,HYBRID_ALPHA0.7_BETA0.3,0.7,0.3,100,0.35783,0.44701,0.14227,1.23882,0.89088,0.12252,0.0742,0.00485,0.04362,0.55
1,42,hybrid,HYBRID_ALPHA0.8_BETA0.2,0.8,0.2,100,0.36678,0.44531,0.13469,1.25139,0.89428,0.12472,0.07531,0.00467,0.04521,0.5
1,42,hybrid,HYBRID_ALPHA0.9_BETA0.1,0.9,0.1,100,0.36426,0.44254,0.13698,1.27524,0.899,0.12865,0.07798,0.00464,0.04758,0.5
1,42,hybrid,HYBRID_ALPHA0.1_BETA0.9,0.1,0.9,300,0.44246,0.45941,0.13722,0.86076,0.74434,0.03774,0.0352,0.00244,0.00822,0.58333
1,42,hybrid,HYBRID_ALPHA0.2_BETA0.8,0.2,0.8,300,0.44566,0.46787,0.14454,0.77584,0.6916,0.03978,0.04064,0.00242,0.0079,0.58333
1,42,hybrid,HYBRID_ALPHA0.3_BETA0.7,0.3,0.7,300,0.4509,0.46522,0.1538,0.76508,0.68913,0.0423,0.04345,0.00229,0.0089,0.58333
1,42,hybrid,HYBRID_ALPHA0.4_BETA0.6,0.4,0.6,300,0.44588,0.46305,0.14817,0.75273,0.68116,0.04642,0.04359,0.00208,0.00827,0.58333
1,42,hybrid,HYBRID_ALPHA0.5_BETA0.5,0.5,0.5,300,0.42955,0.45722,0.14772,2.32154,0.79562,0.01673,0.02699,0.00177,0.00685,0.56667
1,42,hybrid,HYBRID_ALPHA0.6_BETA0.4,0.6,0.4,300,0.4305,0.45629,0.14586,2.57926,0.79583,0.01646,0.0345,0.00169,0.00675,0.55
1,42,hybrid,HYBRID_ALPHA0.7_BETA0.3,0.7,0.3,300,0.43031,0.45626,0.14578,2.14858,0.76339,0.01896,0.0429,0.00154,0.00675,0.56667
1,42,hybrid,HYBRID_ALPHA0.8_BETA0.2,0.8,0.2,300,0.42929,0.45586,0.14575,1.79107,0.74327,0.021,0.04358,0.0015,0.00684,0.56667
1,42,hybrid,HYBRID_ALPHA0.9_BETA0.1,0.9,0.1,300,0.43262,0.45777,0.14912,1.39134,0.71776,0.02392,0.0428,0.00155,0.00723,0.55
1,42,hybrid,HYBRID_ALPHA0.1_BETA0.9,0.1,0.9,500,0.66502,0.59682,0.06654,0.96191,0.71453,0.01203,0.03385,0.00161,0.00724,0.54
1,42,hybrid,HYBRID_ALPHA0.2_BETA0.8,0.2,0.8,500,0.63908,0.53423,0.10629,0.83137,0.69578,0.01202,0.03838,0.00159,0.00548,0.6
1,42,hybrid,HYBRID_ALPHA0.3_BETA0.7,0.3,0.7,500,0.63247,0.52825,0.10197,0.80986,0.689,0.01187,0.03748,0.00145,0.00549,0.6
1,42,hybrid,HYBRID_ALPHA0.4_BETA0.6,0.4,0.6,500,0.63698,0.52732,0.10302,0.82718,0.68681,0.01991,0.0326,0.00158,0.00566,0.6
1,42,hybrid,HYBRID_ALPHA0.5_BETA0.5,0.5,0.5,500,0.6386,0.52646,0.1046,0.8201,0.68422,0.02062,0.03205,0.00151,0.00579,0.56
1,42,hybrid,HYBRID_ALPHA0.6_BETA0.4,0.6,0.4,500,0.64234,0.52437,0.10441,0.81412,0.68173,0.02101,0.03128,0.00136,0.00581,0.68
1,42,hybrid,HYBRID_ALPHA0.7_BETA0.3,0.7,0.3,500,0.6332,0.52167,0.10509,0.81229,0.68347,0.02338,0.03127,0.00135,0.00579,0.6
1,42,hybrid,HYBRID_ALPHA0.8_BETA0.2,0.8,0.2,500,0.63441,0.52002,0.10574,0.81196,0.68738,0.02839,0.03069,0.0012,0.00604,0.57
