N,beta_optima,MMD beta=0,MMD beta_optima,MMD p_valor,RF Acc beta=0,RF Acc beta_optima,RF Acc p_valor,n_pares,Cobertura,Criterio,Nota
50,0.3,0.025122727272727272,0.023317363636363636,4.7339169412507774e-05,0.6713636363636363,0.6690909090909091,0.41349377863028564,110,11/11,menor RF Acc media,
100,0.4,0.01851881818181818,0.017885181818181817,0.002010952881676075,0.6447727272727273,0.6313636363636363,0.015004137643189717,110,11/11,menor RF Acc media,
