Alpha,Beta,Loss,Conf,Num_Seeds,MSE Y_mean,MSE Y_std,MAE Y_mean,MAE Y_std,"HSIC(Y,X)_mean","HSIC(Y,X)_std",MSE Z_mean,MSE Z_std,MAE Z_mean,MAE Z_std,"HSIC(Z,X)_mean","HSIC(Z,X)_std","HSIC(Z,Y)_mean","HSIC(Z,Y)_std",dHSIC Total_mean,dHSIC Total_std,MMD_mean,MMD_std,RF Acc_mean,RF Acc_std
1.0,0.0,mse,MSE,10,1.27909,0.40197,0.79486,0.06817,444.10116,414.53499,3.2069,3.17514,0.88317,0.19738,262.17668,229.18302,452.73352,695.67846,0.00164,0.00121,0.06209,0.06335,0.71929,0.06633
0.0,1.0,hsic,HSIC,10,3.42026,1.25123,1.17416,0.0939,3148.77998,448.86692,44.01441,64.25253,2.07014,0.37654,1512.2584,337.94771,2979.04586,367.98201,0.00339,0.00062,0.18913,0.08358,0.88143,0.04893
0.9,0.1,hybrid,HYBRID_ALPHA0.9_BETA0.1,10,1.30576,0.40729,0.79734,0.06731,454.02734,407.6058,3.17114,3.1318,0.88585,0.19435,292.50361,241.80113,496.92827,693.50567,0.00172,0.00121,0.06267,0.06299,0.72357,0.07088
0.8,0.2,hybrid,HYBRID_ALPHA0.8_BETA0.2,10,1.28713,0.40337,0.79844,0.06807,455.40614,412.43222,3.04988,3.08509,0.87816,0.19609,292.22405,219.34796,459.51056,692.71,0.00168,0.00118,0.06134,0.06349,0.72929,0.06687
0.7,0.3,hybrid,HYBRID_ALPHA0.7_BETA0.3,10,1.28757,0.37698,0.797,0.06476,459.35948,411.74313,2.94925,3.00823,0.8825,0.19278,321.24897,220.96596,503.98044,683.88655,0.0018,0.00113,0.05975,0.06391,0.73429,0.06096
0.6,0.4,hybrid,HYBRID_ALPHA0.6_BETA0.4,10,1.29007,0.38687,0.79429,0.06735,438.47536,425.14221,2.85558,2.99065,0.87143,0.19793,316.15847,222.12635,483.3339,694.55799,0.00162,0.0012,0.05813,0.06349,0.72929,0.06738
0.5,0.5,hybrid,HYBRID_ALPHA0.5_BETA0.5,10,1.28077,0.37629,0.79764,0.07091,456.44748,451.92115,2.68498,2.94469,0.86506,0.20102,293.80173,239.91116,477.53586,706.49376,0.00155,0.00122,0.0569,0.06324,0.71857,0.07379
0.4,0.6,hybrid,HYBRID_ALPHA0.4_BETA0.6,10,1.25332,0.31022,0.79532,0.07192,452.73275,490.05318,2.71694,2.81531,0.87466,0.19659,345.77124,241.29625,550.34822,707.6152,0.0017,0.00123,0.05537,0.06327,0.72214,0.05403
0.3,0.7,hybrid,HYBRID_ALPHA0.3_BETA0.7,10,1.22068,0.27434,0.79115,0.05971,428.79571,384.6503,2.56931,2.81357,0.87321,0.19946,376.16561,233.78406,572.195,725.466,0.00182,0.00128,0.05616,0.06164,0.72714,0.06571
0.2,0.8,hybrid,HYBRID_ALPHA0.2_BETA0.8,10,1.18365,0.2904,0.79227,0.07072,472.08949,475.36529,2.44683,2.42411,0.8773,0.20051,416.4221,234.46158,631.96525,769.54741,0.00182,0.00131,0.05539,0.05945,0.72928,0.05679
0.1,0.9,hybrid,HYBRID_ALPHA0.1_BETA0.9,10,1.41464,0.65785,0.83923,0.16016,833.74515,1009.03389,1.68304,1.16239,0.87834,0.19866,469.21878,269.32521,763.20288,842.66828,0.00178,0.00101,0.05584,0.05092,0.74428,0.05811
