Alpha,Beta,Loss,Conf,Num_Seeds,MSE Y_mean,MSE Y_std,MAE Y_mean,MAE Y_std,"HSIC(Y,X)_mean","HSIC(Y,X)_std",MSE Z_mean,MSE Z_std,MAE Z_mean,MAE Z_std,"HSIC(Z,X)_mean","HSIC(Z,X)_std","HSIC(Z,Y)_mean","HSIC(Z,Y)_std",dHSIC Total_mean,dHSIC Total_std,MMD_mean,MMD_std,RF Acc_mean,RF Acc_std
1.0,0.0,mse,MSE,20,1.59766,1.00056,0.92948,0.04607,0.02612,0.00535,2.06338,4.87844,0.79559,0.18337,0.06313,0.05171,0.07961,0.06051,0.00333,0.00117,0.02744,0.00723,0.61875,0.05373
0.0,1.0,hsic,HSIC,20,4.04631,1.20248,1.40741,0.26436,0.08258,0.03452,31.38969,4.17317,2.75367,0.62736,0.28494,0.08683,0.40817,0.15373,0.00638,0.0017,0.1679,0.10087,0.76375,0.10339
0.9,0.1,hybrid,HYBRID_ALPHA0.9_BETA0.1,20,1.61983,1.06684,0.93026,0.04755,0.0254,0.00558,2.11242,4.89745,0.78587,0.20224,0.05036,0.04649,0.05869,0.03304,0.0031,0.00095,0.0248,0.00476,0.6225,0.05123
0.8,0.2,hybrid,HYBRID_ALPHA0.8_BETA0.2,20,1.62381,1.11127,0.92904,0.04896,0.02457,0.00539,1.81871,2.79101,0.83809,0.25314,0.06537,0.05545,0.0665,0.04209,0.00327,0.00102,0.02469,0.0053,0.62625,0.0547
0.7,0.3,hybrid,HYBRID_ALPHA0.7_BETA0.3,20,1.56376,0.78969,0.9289,0.04178,0.02462,0.00497,2.30314,4.92502,0.81697,0.26452,0.0547,0.05718,0.06338,0.0452,0.00311,0.00091,0.02384,0.0056,0.6325,0.06544
0.6,0.4,hybrid,HYBRID_ALPHA0.6_BETA0.4,20,1.38027,0.11661,0.9197,0.02117,0.02371,0.00472,2.43663,4.91315,0.85188,0.29863,0.0603,0.06041,0.06986,0.04967,0.00321,0.00089,0.02343,0.006,0.615,0.06757
0.5,0.5,hybrid,HYBRID_ALPHA0.5_BETA0.5,20,1.38891,0.09513,0.92257,0.01757,0.02301,0.00391,2.5765,4.94397,0.88477,0.32631,0.06606,0.06264,0.0764,0.0518,0.00341,0.00093,0.02279,0.00558,0.64,0.05525
0.4,0.6,hybrid,HYBRID_ALPHA0.4_BETA0.6,20,1.39573,0.09564,0.92386,0.01869,0.02314,0.00443,2.64673,4.80557,0.91262,0.34203,0.07248,0.06307,0.08228,0.05111,0.00338,0.00089,0.02261,0.00712,0.62,0.05231
0.3,0.7,hybrid,HYBRID_ALPHA0.3_BETA0.7,20,1.41034,0.10345,0.9258,0.02088,0.02353,0.00529,2.2183,2.83649,0.92676,0.35679,0.07591,0.06454,0.08433,0.05435,0.00335,0.00093,0.02228,0.00795,0.62875,0.05274
0.2,0.8,hybrid,HYBRID_ALPHA0.2_BETA0.8,20,1.42666,0.11764,0.92775,0.02345,0.0237,0.00561,2.50085,2.52002,1.01193,0.40045,0.08487,0.07035,0.093,0.06011,0.00366,0.0009,0.02189,0.00519,0.61625,0.04885
0.1,0.9,hybrid,HYBRID_ALPHA0.1_BETA0.9,20,1.48386,0.12068,0.94021,0.02308,0.02649,0.00686,4.70397,5.1958,1.33768,0.6397,0.11146,0.08652,0.11182,0.10778,0.00405,0.00101,0.03699,0.06367,0.6525,0.07159
