Experiment,Seed,Loss,Conf,Alpha,Beta,N,MSE Y,MAE Y,"HSIC(Y,X)",MSE Z,MAE Z,"HSIC(Z,X)","HSIC(Z,Y)",dHSIC Total,MMD,RF Acc
1,42,hsic,HSIC,0.0,1.0,50,3.87085,1.33489,0.04482,10.91928,2.01487,0.18227,0.37049,0.00574,0.0199,0.625
1,42,hsic,HSIC,0.0,1.0,100,2.4303,1.23774,0.0209,9.69856,1.9701,0.18697,0.37862,0.00683,0.02993,0.6
1,42,hsic,HSIC,0.0,1.0,300,2.89583,1.34874,0.01494,9.05678,1.93822,0.18302,0.37293,0.00672,0.03867,0.675
1,42,hsic,HSIC,0.0,1.0,500,2.35719,1.22339,0.00856,8.87029,1.93231,0.1835,0.3702,0.00557,0.04756,0.575
1,42,hybrid,HYBRID_ALPHA0.1_BETA0.9,0.1,0.9,50,3.57656,1.20232,0.04626,10.2667,1.95468,0.18007,0.35564,0.00574,0.01989,0.575
1,42,hybrid,HYBRID_ALPHA0.2_BETA0.8,0.2,0.8,50,4.41309,1.23031,0.02012,3.22721,1.21716,0.02761,0.11959,0.00337,0.0163,0.625
1,42,hybrid,HYBRID_ALPHA0.3_BETA0.7,0.3,0.7,50,5.67447,1.32266,0.02963,3.13994,1.1952,0.0269,0.11621,0.00334,0.01718,0.65
1,42,hybrid,HYBRID_ALPHA0.4_BETA0.6,0.4,0.6,50,2.40309,1.20037,0.04529,3.24239,1.19146,0.02869,0.1105,0.00326,0.01745,0.65
1,42,hybrid,HYBRID_ALPHA0.5_BETA0.5,0.5,0.5,50,1.88401,1.10499,0.02246,3.34449,1.19396,0.03008,0.10626,0.00299,0.01787,0.675
1,42,hybrid,HYBRID_ALPHA0.6_BETA0.4,0.6,0.4,50,4.05818,1.28271,0.04026,3.46165,1.19379,0.03136,0.09789,0.00307,0.01784,0.65
1,42,hybrid,HYBRID_ALPHA0.7_BETA0.3,0.7,0.3,50,31.97963,1.81215,0.04649,9.40581,1.87553,0.1771,0.3377,0.00605,0.01854,0.575
1,42,hybrid,HYBRID_ALPHA0.8_BETA0.2,0.8,0.2,50,65.199,2.1284,0.04956,9.39759,1.8749,0.17711,0.33772,0.00605,0.01852,0.525
1,42,hybrid,HYBRID_ALPHA0.9_BETA0.1,0.9,0.1,50,76.02782,2.29757,0.0397,9.3859,1.8741,0.17692,0.33742,0.00639,0.01765,0.575
1,42,hybrid,HYBRID_ALPHA0.1_BETA0.9,0.1,0.9,100,1.71565,1.06023,0.0179,1.35744,0.9653,0.0677,0.02686,0.00263,0.0126,0.6
1,42,hybrid,HYBRID_ALPHA0.2_BETA0.8,0.2,0.8,100,1.63009,1.04755,0.01386,2.11306,1.13819,0.03885,0.08952,0.00392,0.01474,0.5
1,42,hybrid,HYBRID_ALPHA0.3_BETA0.7,0.3,0.7,100,1.76354,1.06907,0.01719,2.0484,1.11953,0.03783,0.08794,0.00413,0.0168,0.55
1,42,hybrid,HYBRID_ALPHA0.4_BETA0.6,0.4,0.6,100,3.03754,1.14729,0.01916,1.96948,1.09944,0.03697,0.0857,0.00412,0.01665,0.575
1,42,hybrid,HYBRID_ALPHA0.5_BETA0.5,0.5,0.5,100,3.1862,1.15411,0.01922,1.61772,1.00706,0.0817,0.03016,0.00272,0.01651,0.55
1,42,hybrid,HYBRID_ALPHA0.6_BETA0.4,0.6,0.4,100,2.75664,1.14107,0.01876,1.3952,0.97008,0.06396,0.03185,0.00226,0.0172,0.575
1,42,hybrid,HYBRID_ALPHA0.7_BETA0.3,0.7,0.3,100,1.67346,1.05118,0.01807,1.45285,0.97873,0.06331,0.03225,0.00144,0.01656,0.575
1,42,hybrid,HYBRID_ALPHA0.8_BETA0.2,0.8,0.2,100,1.89105,1.09874,0.02007,1.53164,0.98988,0.06676,0.03318,0.00226,0.01608,0.55
