Alpha,Beta,Loss,Conf,Num_Seeds,MSE Y_mean,MSE Y_std,MAE Y_mean,MAE Y_std,"HSIC(Y,X)_mean","HSIC(Y,X)_std",MSE Z_mean,MSE Z_std,MAE Z_mean,MAE Z_std,"HSIC(Z,X)_mean","HSIC(Z,X)_std","HSIC(Z,Y)_mean","HSIC(Z,Y)_std",dHSIC Total_mean,dHSIC Total_std,MMD_mean,MMD_std,RF Acc_mean,RF Acc_std
1.0,0.0,mse,MSE,20,0.93458,0.04613,0.82159,0.01809,0.01571,0.00512,1.12306,0.13683,0.90403,0.03536,0.02289,0.01128,0.02508,0.01773,0.0018,0.00042,0.00835,0.00186,0.56625,0.03561
0.0,1.0,hsic,HSIC,20,1.19399,0.08343,0.90375,0.02416,0.02284,0.01275,3.48204,0.34746,1.43341,0.07302,0.11247,0.01989,0.19173,0.03534,0.00534,0.00084,0.05516,0.0133,0.64375,0.05373
0.9,0.1,hybrid,HYBRID_ALPHA0.9_BETA0.1,20,0.93456,0.048,0.82155,0.01908,0.01609,0.00538,1.16156,0.17761,0.91321,0.04496,0.02615,0.01203,0.03031,0.02359,0.00186,0.00046,0.00853,0.00204,0.57,0.04338
0.8,0.2,hybrid,HYBRID_ALPHA0.8_BETA0.2,20,0.93278,0.04763,0.82042,0.01873,0.01574,0.00506,1.17707,0.19205,0.9146,0.04868,0.02681,0.01372,0.03266,0.02485,0.00193,0.00046,0.00872,0.00213,0.5475,0.03618
0.7,0.3,hybrid,HYBRID_ALPHA0.7_BETA0.3,20,0.93553,0.04876,0.82167,0.01903,0.01652,0.00553,1.20704,0.2064,0.92453,0.04967,0.02868,0.01206,0.03574,0.02866,0.00195,0.00049,0.00912,0.00205,0.56875,0.04651
0.6,0.4,hybrid,HYBRID_ALPHA0.6_BETA0.4,20,0.93717,0.04856,0.82252,0.01887,0.01667,0.00592,1.24458,0.2194,0.93065,0.05402,0.03049,0.01218,0.04131,0.02962,0.00203,0.00047,0.00922,0.0023,0.56125,0.04013
0.5,0.5,hybrid,HYBRID_ALPHA0.5_BETA0.5,20,0.93655,0.0495,0.82186,0.01993,0.01647,0.00691,1.34347,0.21112,0.95361,0.05287,0.03464,0.01288,0.05397,0.02872,0.00222,0.00057,0.00941,0.00227,0.54625,0.03828
0.4,0.6,hybrid,HYBRID_ALPHA0.4_BETA0.6,20,0.93854,0.0524,0.82233,0.02102,0.01751,0.00891,1.31193,0.23953,0.9455,0.05906,0.0322,0.01362,0.04798,0.0321,0.00214,0.00062,0.00952,0.0023,0.55125,0.04094
0.3,0.7,hybrid,HYBRID_ALPHA0.3_BETA0.7,20,0.9359,0.04412,0.82123,0.01853,0.01678,0.00654,1.44874,0.25691,0.97806,0.06176,0.0358,0.01329,0.06411,0.03139,0.00243,0.00056,0.00995,0.00232,0.55375,0.04389
0.2,0.8,hybrid,HYBRID_ALPHA0.2_BETA0.8,20,0.9363,0.0421,0.81972,0.01857,0.01703,0.00646,1.51119,0.26237,0.99368,0.06154,0.03602,0.01209,0.06769,0.03284,0.00245,0.00056,0.01001,0.00219,0.54,0.02856
0.1,0.9,hybrid,HYBRID_ALPHA0.1_BETA0.9,20,0.94972,0.05123,0.82614,0.02176,0.01895,0.00768,1.94048,0.62981,1.10197,0.14982,0.05025,0.02974,0.09466,0.04894,0.00291,0.00119,0.0166,0.01469,0.57,0.04974
