Alpha,Beta,Loss,Conf,Num_Seeds,MSE Y_mean,MSE Y_std,MAE Y_mean,MAE Y_std,"HSIC(Y,X)_mean","HSIC(Y,X)_std",MSE Z_mean,MSE Z_std,MAE Z_mean,MAE Z_std,"HSIC(Z,X)_mean","HSIC(Z,X)_std","HSIC(Z,Y)_mean","HSIC(Z,Y)_std",dHSIC Total_mean,dHSIC Total_std,MMD_mean,MMD_std,RF Acc_mean,RF Acc_std
1.0,0.0,mse,MSE,20,0.9164,0.02861,0.81439,0.01333,0.01367,0.0039,1.14649,0.15285,0.9049,0.03988,0.02476,0.0099,0.03015,0.0215,0.00184,0.00047,0.00801,0.00178,0.57625,0.04693
0.0,1.0,hsic,HSIC,20,1.15018,0.05027,0.89183,0.01733,0.01988,0.00939,3.46858,0.29865,1.43541,0.05355,0.11307,0.01984,0.19424,0.02255,0.00553,0.00064,0.05404,0.01121,0.65,0.0513
0.9,0.1,hybrid,HYBRID_ALPHA0.9_BETA0.1,20,0.91554,0.02846,0.81401,0.01331,0.01376,0.00384,1.14205,0.14888,0.90291,0.03884,0.02452,0.0094,0.02899,0.02061,0.00182,0.00046,0.00798,0.00175,0.58375,0.05083
0.8,0.2,hybrid,HYBRID_ALPHA0.8_BETA0.2,20,0.9168,0.0266,0.81507,0.01232,0.01384,0.00371,1.151,0.15658,0.905,0.04039,0.0251,0.00944,0.02924,0.02161,0.00182,0.00046,0.00807,0.00201,0.58125,0.05494
0.7,0.3,hybrid,HYBRID_ALPHA0.7_BETA0.3,20,0.91903,0.02654,0.81631,0.01208,0.01445,0.00431,1.22285,0.19895,0.92258,0.05007,0.02784,0.01107,0.03927,0.02729,0.00196,0.00051,0.0083,0.0022,0.575,0.04443
0.6,0.4,hybrid,HYBRID_ALPHA0.6_BETA0.4,20,0.92119,0.02545,0.81755,0.01159,0.01454,0.0044,1.26968,0.21522,0.93495,0.05302,0.03003,0.01077,0.04448,0.03027,0.00202,0.00054,0.0087,0.0023,0.575,0.05501
0.5,0.5,hybrid,HYBRID_ALPHA0.5_BETA0.5,20,0.92165,0.02712,0.81763,0.01188,0.01476,0.00477,1.32196,0.21976,0.94719,0.05395,0.03341,0.00999,0.05064,0.03022,0.00211,0.00059,0.00903,0.00236,0.5725,0.0486
0.4,0.6,hybrid,HYBRID_ALPHA0.4_BETA0.6,20,0.9254,0.02564,0.81943,0.01121,0.01549,0.00527,1.35062,0.24798,0.95457,0.06026,0.03477,0.01011,0.05298,0.0329,0.00213,0.00063,0.0091,0.00272,0.5875,0.05988
0.3,0.7,hybrid,HYBRID_ALPHA0.3_BETA0.7,20,0.92596,0.02572,0.81963,0.01095,0.01568,0.00541,1.42353,0.26051,0.97314,0.06152,0.03662,0.00947,0.05991,0.03369,0.00228,0.00063,0.00953,0.00256,0.57625,0.05931
0.2,0.8,hybrid,HYBRID_ALPHA0.2_BETA0.8,20,0.92655,0.02623,0.81894,0.01265,0.01557,0.00444,1.55194,0.24234,1.00107,0.06003,0.03921,0.00807,0.07258,0.02921,0.00239,0.00056,0.00969,0.00257,0.5675,0.0445
0.1,0.9,hybrid,HYBRID_ALPHA0.1_BETA0.9,20,0.94703,0.03298,0.82656,0.01541,0.01767,0.00492,1.56968,0.35894,1.01641,0.09157,0.03696,0.00922,0.06263,0.03512,0.00222,0.00066,0.01003,0.00271,0.56375,0.05096
