Alpha,Beta,Loss,Conf,Num_Seeds,MSE Y_mean,MSE Y_std,MAE Y_mean,MAE Y_std,"HSIC(Y,X)_mean","HSIC(Y,X)_std",MSE Z_mean,MSE Z_std,MAE Z_mean,MAE Z_std,"HSIC(Z,X)_mean","HSIC(Z,X)_std","HSIC(Z,Y)_mean","HSIC(Z,Y)_std",dHSIC Total_mean,dHSIC Total_std,MMD_mean,MMD_std,RF Acc_mean,RF Acc_std
1.0,0.0,mse,MSE,20,6.15251,14.84741,1.18222,0.21866,0.12348,0.09667,6.382,7.5227,1.16091,0.47922,0.17045,0.10692,0.2186,0.16381,0.00382,0.0016,0.03934,0.0171,0.6075,0.06693
0.0,1.0,hsic,HSIC,20,4.41594,1.06066,1.38497,0.19302,0.16014,0.09355,28.37519,5.6585,2.36516,0.13545,0.32547,0.04293,0.47125,0.07398,0.00645,0.00125,0.09484,0.03389,0.62625,0.05876
0.9,0.1,hybrid,HYBRID_ALPHA0.9_BETA0.1,20,7.83861,18.9505,1.1902,0.23689,0.11329,0.08205,6.40367,7.41107,1.16373,0.4863,0.16523,0.10673,0.21074,0.1673,0.00392,0.00153,0.03764,0.0167,0.61125,0.07543
0.8,0.2,hybrid,HYBRID_ALPHA0.8_BETA0.2,20,8.72047,23.4457,1.20333,0.26329,0.11917,0.0921,6.31062,7.19587,1.161,0.47881,0.15965,0.10349,0.19579,0.16339,0.00403,0.00155,0.03598,0.0176,0.6,0.07071
0.7,0.3,hybrid,HYBRID_ALPHA0.7_BETA0.3,20,5.1929,7.74175,1.18447,0.20712,0.12175,0.09689,6.54111,7.0667,1.18063,0.48304,0.15951,0.10579,0.19682,0.16529,0.004,0.00144,0.03701,0.01668,0.605,0.06262
0.6,0.4,hybrid,HYBRID_ALPHA0.6_BETA0.4,20,4.63429,6.09269,1.18381,0.19984,0.12075,0.09884,6.76562,7.51051,1.1918,0.50689,0.15959,0.10937,0.20077,0.17213,0.00382,0.0014,0.04077,0.02568,0.61,0.06407
0.5,0.5,hybrid,HYBRID_ALPHA0.5_BETA0.5,20,3.2313,1.83946,1.16006,0.17556,0.12141,0.10048,6.71552,7.35712,1.18572,0.49547,0.15457,0.11073,0.19691,0.17648,0.00376,0.00134,0.03945,0.02591,0.60375,0.07084
0.4,0.6,hybrid,HYBRID_ALPHA0.4_BETA0.6,20,3.02329,1.42887,1.15699,0.1782,0.12327,0.10407,6.65133,7.45913,1.20288,0.48819,0.15342,0.10735,0.19965,0.17036,0.00406,0.00151,0.03985,0.02597,0.60875,0.06138
0.3,0.7,hybrid,HYBRID_ALPHA0.3_BETA0.7,20,2.95266,1.33143,1.15156,0.17712,0.12154,0.10301,6.2119,8.43241,1.20938,0.47786,0.16481,0.10106,0.21676,0.1628,0.0043,0.00135,0.04132,0.02699,0.61375,0.06462
0.2,0.8,hybrid,HYBRID_ALPHA0.2_BETA0.8,20,3.06704,1.2433,1.16802,0.16993,0.12869,0.09547,6.60169,8.63987,1.24835,0.49327,0.18174,0.11227,0.22741,0.17331,0.00452,0.00139,0.04437,0.02766,0.61125,0.05876
0.1,0.9,hybrid,HYBRID_ALPHA0.1_BETA0.9,20,3.2924,1.31224,1.19742,0.17197,0.14234,0.09551,9.90967,10.41403,1.4992,0.57856,0.23271,0.1064,0.28939,0.19385,0.00509,0.00124,0.05113,0.03122,0.595,0.05883
