Alpha,Beta,Loss,Conf,Num_Seeds,MSE Y_mean,MSE Y_std,MAE Y_mean,MAE Y_std,"HSIC(Y,X)_mean","HSIC(Y,X)_std",MSE Z_mean,MSE Z_std,MAE Z_mean,MAE Z_std,"HSIC(Z,X)_mean","HSIC(Z,X)_std","HSIC(Z,Y)_mean","HSIC(Z,Y)_std",dHSIC Total_mean,dHSIC Total_std,MMD_mean,MMD_std,RF Acc_mean,RF Acc_std
1.0,0.0,mse,MSE,10,1.59362,0.7324,1.01816,0.21598,0.17478,0.13828,5.00398,6.49373,1.49966,0.54655,0.21137,0.14369,0.26141,0.1311,0.00844,0.00349,0.09743,0.03348,0.74,0.15055
0.0,1.0,hsic,HSIC,10,1.78796,0.63497,1.08818,0.18764,0.17661,0.10608,6.75648,5.03403,1.84864,0.43891,0.27426,0.15342,0.38363,0.19098,0.01022,0.00525,0.10972,0.03267,0.65,0.12693
0.9,0.1,hybrid,HYBRID_ALPHA0.9_BETA0.1,10,1.49582,0.66779,0.98967,0.19365,0.16908,0.12739,4.68476,5.74124,1.45936,0.49949,0.22408,0.13539,0.26756,0.13634,0.00829,0.00384,0.09988,0.03557,0.74,0.1075
0.8,0.2,hybrid,HYBRID_ALPHA0.8_BETA0.2,10,1.44812,0.61991,0.98137,0.18978,0.15722,0.11846,5.35032,8.62698,1.45385,0.64621,0.21205,0.1344,0.25352,0.12913,0.0087,0.00371,0.0945,0.03864,0.7,0.09428
0.7,0.3,hybrid,HYBRID_ALPHA0.7_BETA0.3,10,1.4321,0.62629,0.98496,0.19051,0.14482,0.11991,5.53342,9.38104,1.45876,0.66926,0.21007,0.12628,0.254,0.12325,0.00929,0.00396,0.09777,0.03733,0.68,0.12293
0.6,0.4,hybrid,HYBRID_ALPHA0.6_BETA0.4,10,1.34524,0.61563,0.95946,0.19267,0.12927,0.11494,4.4302,6.67065,1.37507,0.5562,0.18729,0.1271,0.22483,0.11944,0.00781,0.00328,0.09848,0.03509,0.69,0.11972
0.5,0.5,hybrid,HYBRID_ALPHA0.5_BETA0.5,10,1.38776,0.59119,0.97565,0.17652,0.14123,0.11474,3.82949,6.96767,1.26163,0.62541,0.19182,0.11517,0.19836,0.112,0.00682,0.00175,0.09357,0.02774,0.7,0.13333
0.4,0.6,hybrid,HYBRID_ALPHA0.4_BETA0.6,10,1.52296,0.73905,0.99248,0.19483,0.15059,0.11903,4.09194,6.31378,1.31318,0.51007,0.18107,0.10773,0.21444,0.10575,0.00749,0.00293,0.10283,0.04013,0.7,0.13333
0.3,0.7,hybrid,HYBRID_ALPHA0.3_BETA0.7,10,1.4105,0.71673,0.95999,0.2034,0.15517,0.11714,4.40589,7.13846,1.33167,0.51815,0.17524,0.10628,0.20446,0.09866,0.00779,0.00448,0.09282,0.03244,0.69,0.13703
0.2,0.8,hybrid,HYBRID_ALPHA0.2_BETA0.8,10,1.44752,0.7015,0.97089,0.20212,0.16456,0.11412,4.3581,5.57151,1.40056,0.51952,0.18042,0.10698,0.2427,0.11265,0.00793,0.00426,0.09536,0.03345,0.71,0.11972
0.1,0.9,hybrid,HYBRID_ALPHA0.1_BETA0.9,10,1.45922,0.68481,0.97032,0.20387,0.1506,0.1151,4.83444,5.22462,1.49508,0.50154,0.23237,0.11823,0.29411,0.12453,0.00871,0.00446,0.10239,0.027,0.63,0.13375
