Alpha,Beta,Loss,Conf,Num_Seeds,MSE Y_mean,MSE Y_std,MAE Y_mean,MAE Y_std,"HSIC(Y,X)_mean","HSIC(Y,X)_std",MSE Z_mean,MSE Z_std,MAE Z_mean,MAE Z_std,"HSIC(Z,X)_mean","HSIC(Z,X)_std","HSIC(Z,Y)_mean","HSIC(Z,Y)_std",dHSIC Total_mean,dHSIC Total_std,MMD_mean,MMD_std,RF Acc_mean,RF Acc_std
1.0,0.0,mse,MSE,20,1.54321,0.09409,1.01438,0.02503,0.01295,0.00504,1.18295,0.215,0.88128,0.05132,0.02873,0.00949,0.03468,0.02282,0.00225,0.00057,0.01075,0.00262,0.5725,0.03618
0.0,1.0,hsic,HSIC,20,2.85896,0.54415,1.35362,0.14201,0.02035,0.00992,9.31612,1.31571,1.99852,0.29038,0.17487,0.03389,0.34592,0.08109,0.00613,0.00089,0.04253,0.02391,0.60625,0.0479
0.9,0.1,hybrid,HYBRID_ALPHA0.9_BETA0.1,20,1.54777,0.09668,1.01431,0.0253,0.01292,0.00501,1.25902,0.25002,0.90237,0.0614,0.03021,0.00833,0.04423,0.02943,0.00238,0.00058,0.01077,0.00266,0.58375,0.03652
0.8,0.2,hybrid,HYBRID_ALPHA0.8_BETA0.2,20,1.54172,0.09957,1.01341,0.02665,0.01296,0.00503,1.2477,0.23089,0.90263,0.05581,0.03011,0.00797,0.04477,0.02821,0.00235,0.00058,0.01078,0.00284,0.58125,0.04045
0.7,0.3,hybrid,HYBRID_ALPHA0.7_BETA0.3,20,1.53567,0.09783,1.01224,0.02587,0.01254,0.00523,1.24409,0.24326,0.90175,0.06078,0.03022,0.00822,0.04409,0.02831,0.00231,0.0006,0.01059,0.00277,0.57125,0.05274
0.6,0.4,hybrid,HYBRID_ALPHA0.6_BETA0.4,20,1.53234,0.09566,1.0111,0.02484,0.01257,0.00504,1.28208,0.26783,0.91214,0.06617,0.03071,0.00898,0.04837,0.02963,0.00238,0.0006,0.01056,0.00275,0.58,0.05596
0.5,0.5,hybrid,HYBRID_ALPHA0.5_BETA0.5,20,1.53117,0.08923,1.01111,0.02366,0.01246,0.00514,1.28765,0.28738,0.91229,0.07021,0.03175,0.00854,0.04836,0.03098,0.00237,0.00061,0.01035,0.00259,0.585,0.04398
0.4,0.6,hybrid,HYBRID_ALPHA0.4_BETA0.6,20,1.52613,0.09031,1.00966,0.0238,0.01294,0.00595,1.40212,0.34877,0.94336,0.08726,0.03506,0.00857,0.05755,0.03358,0.00249,0.00065,0.01027,0.00261,0.5825,0.043
0.3,0.7,hybrid,HYBRID_ALPHA0.3_BETA0.7,20,1.53983,0.08581,1.01414,0.02266,0.01302,0.00571,1.4981,0.40669,0.97737,0.10646,0.03449,0.00902,0.06354,0.03096,0.0027,0.00064,0.0102,0.00254,0.58625,0.05819
0.2,0.8,hybrid,HYBRID_ALPHA0.2_BETA0.8,20,1.55675,0.09321,1.0174,0.02269,0.01312,0.00533,1.74812,0.51707,1.04774,0.14284,0.03787,0.00631,0.07446,0.03197,0.0029,0.00068,0.00998,0.00238,0.57625,0.04404
0.1,0.9,hybrid,HYBRID_ALPHA0.1_BETA0.9,20,1.58268,0.11338,1.02339,0.02826,0.01321,0.00405,1.7596,0.58221,1.04848,0.16211,0.03713,0.00663,0.06994,0.03879,0.00282,0.0007,0.00948,0.00203,0.5775,0.05495
