Alpha,Beta,Loss,Conf,Num_Seeds,MSE Y_mean,MSE Y_std,MAE Y_mean,MAE Y_std,"HSIC(Y,X)_mean","HSIC(Y,X)_std",MSE Z_mean,MSE Z_std,MAE Z_mean,MAE Z_std,"HSIC(Z,X)_mean","HSIC(Z,X)_std","HSIC(Z,Y)_mean","HSIC(Z,Y)_std",dHSIC Total_mean,dHSIC Total_std,MMD_mean,MMD_std,RF Acc_mean,RF Acc_std
1.0,0.0,mse,MSE,20,1.77351,0.17346,1.06302,0.03852,0.03064,0.02262,1.56597,0.67504,0.95493,0.08018,0.03932,0.01662,0.06736,0.0406,0.00245,0.0007,0.0158,0.0057,0.60125,0.07321
0.0,1.0,hsic,HSIC,20,2.85273,0.67946,1.33492,0.16642,0.04641,0.04044,8.66729,1.75528,1.87529,0.20184,0.1636,0.04924,0.31744,0.09857,0.00548,0.00131,0.03389,0.01109,0.61125,0.05819
0.9,0.1,hybrid,HYBRID_ALPHA0.9_BETA0.1,20,1.77208,0.17457,1.06181,0.04265,0.02948,0.02513,1.59811,0.73888,0.95672,0.09168,0.03925,0.01648,0.06872,0.04266,0.00253,0.00067,0.01553,0.00552,0.595,0.06262
0.8,0.2,hybrid,HYBRID_ALPHA0.8_BETA0.2,20,1.7549,0.18316,1.05787,0.04296,0.03029,0.0249,1.80558,1.24166,0.97101,0.10388,0.03826,0.01534,0.07093,0.04236,0.00259,0.00065,0.01532,0.00536,0.60625,0.05612
0.7,0.3,hybrid,HYBRID_ALPHA0.7_BETA0.3,20,1.75811,0.21565,1.05837,0.04768,0.0311,0.02887,1.83729,1.33345,0.97834,0.10146,0.03953,0.01453,0.07418,0.04062,0.00253,0.00071,0.01489,0.00516,0.60125,0.05096
0.6,0.4,hybrid,HYBRID_ALPHA0.6_BETA0.4,20,1.8125,0.3359,1.06178,0.05779,0.03278,0.03189,1.89679,1.30895,0.99898,0.12871,0.04201,0.01489,0.08259,0.05218,0.00271,0.00096,0.01519,0.00491,0.595,0.0456
0.5,0.5,hybrid,HYBRID_ALPHA0.5_BETA0.5,20,1.8431,0.41741,1.06564,0.06284,0.03247,0.03272,1.87955,1.08257,1.01025,0.11907,0.04261,0.01656,0.0835,0.04821,0.00268,0.00088,0.01493,0.00487,0.58375,0.04817
0.4,0.6,hybrid,HYBRID_ALPHA0.4_BETA0.6,20,1.83487,0.39719,1.06466,0.06419,0.03157,0.03445,1.89068,0.85502,1.02873,0.12304,0.0441,0.01492,0.09167,0.05051,0.00288,0.00106,0.0151,0.00474,0.5975,0.0486
0.3,0.7,hybrid,HYBRID_ALPHA0.3_BETA0.7,20,1.81245,0.37269,1.0638,0.06652,0.03222,0.03615,1.89618,0.65416,1.04846,0.10558,0.03997,0.01044,0.09664,0.04184,0.00303,0.00092,0.01437,0.00484,0.5925,0.0494
0.2,0.8,hybrid,HYBRID_ALPHA0.2_BETA0.8,20,1.81769,0.3367,1.06741,0.06974,0.03652,0.03971,2.0504,0.62685,1.09374,0.0946,0.04342,0.00962,0.10517,0.03471,0.00302,0.00084,0.01433,0.00568,0.56875,0.05122
0.1,0.9,hybrid,HYBRID_ALPHA0.1_BETA0.9,20,1.86354,0.41141,1.07692,0.08036,0.03632,0.03938,2.79326,2.54142,1.18234,0.30567,0.06387,0.0547,0.13601,0.10231,0.00339,0.00142,0.01602,0.00703,0.6025,0.0525
