Alpha,Beta,Loss,Conf,Num_Seeds,MSE Y_mean,MSE Y_std,MAE Y_mean,MAE Y_std,"HSIC(Y,X)_mean","HSIC(Y,X)_std",MSE Z_mean,MSE Z_std,MAE Z_mean,MAE Z_std,"HSIC(Z,X)_mean","HSIC(Z,X)_std","HSIC(Z,Y)_mean","HSIC(Z,Y)_std",dHSIC Total_mean,dHSIC Total_std,MMD_mean,MMD_std,RF Acc_mean,RF Acc_std
1.0,0.0,mse,MSE,20,0.99714,0.16573,0.8441,0.05838,0.03917,0.04509,1.31597,0.16987,0.95623,0.0489,0.03219,0.01693,0.04797,0.02777,0.00221,0.00061,0.01222,0.00481,0.585,0.04472
0.0,1.0,hsic,HSIC,20,1.21751,0.16748,0.91686,0.05483,0.0459,0.05318,3.37567,0.38547,1.4168,0.07891,0.11007,0.02515,0.18845,0.03118,0.00497,0.00117,0.05125,0.01651,0.63875,0.06411
0.9,0.1,hybrid,HYBRID_ALPHA0.9_BETA0.1,20,1.00386,0.16539,0.84546,0.05883,0.04224,0.04531,1.29903,0.15959,0.95078,0.04686,0.03081,0.01726,0.04633,0.02603,0.00208,0.00052,0.01224,0.00428,0.57,0.05231
0.8,0.2,hybrid,HYBRID_ALPHA0.8_BETA0.2,20,0.9924,0.16646,0.84121,0.05933,0.03914,0.04607,1.30723,0.16973,0.9511,0.05039,0.03205,0.01959,0.04717,0.02689,0.00216,0.00065,0.01193,0.00409,0.5825,0.05325
0.7,0.3,hybrid,HYBRID_ALPHA0.7_BETA0.3,20,0.98942,0.16606,0.84005,0.05948,0.03838,0.04521,1.33843,0.1828,0.95633,0.05274,0.03169,0.01756,0.05364,0.02799,0.00227,0.00063,0.01209,0.0044,0.58,0.0484
0.6,0.4,hybrid,HYBRID_ALPHA0.6_BETA0.4,20,0.99154,0.16593,0.84023,0.05981,0.03829,0.04545,1.35699,0.20198,0.96334,0.05719,0.03401,0.01701,0.05578,0.02996,0.00228,0.00067,0.01226,0.00461,0.57375,0.06149
0.5,0.5,hybrid,HYBRID_ALPHA0.5_BETA0.5,20,0.99066,0.16683,0.83956,0.06001,0.03801,0.04526,1.38759,0.21153,0.97102,0.0584,0.03595,0.01697,0.05975,0.03059,0.00234,0.00067,0.0125,0.00481,0.5675,0.04873
0.4,0.6,hybrid,HYBRID_ALPHA0.4_BETA0.6,20,0.98616,0.16905,0.83733,0.06156,0.03805,0.04518,1.43813,0.23088,0.98036,0.06287,0.03746,0.01527,0.06615,0.03325,0.00234,0.00069,0.01279,0.00481,0.575,0.06835
0.3,0.7,hybrid,HYBRID_ALPHA0.3_BETA0.7,20,0.9871,0.16638,0.83846,0.06037,0.03828,0.04458,1.48858,0.22735,0.9908,0.06183,0.04212,0.01502,0.07117,0.0328,0.00248,0.00066,0.01282,0.00457,0.57875,0.04463
0.2,0.8,hybrid,HYBRID_ALPHA0.2_BETA0.8,20,1.0025,0.16723,0.84383,0.05978,0.03898,0.04434,1.57175,0.2213,1.01136,0.06077,0.04219,0.01487,0.07816,0.02958,0.00251,0.00064,0.0132,0.00483,0.59125,0.05808
0.1,0.9,hybrid,HYBRID_ALPHA0.1_BETA0.9,20,1.03939,0.2045,0.85804,0.07053,0.0443,0.05481,1.85657,0.57635,1.0845,0.13282,0.0512,0.02425,0.09305,0.04606,0.00276,0.00071,0.01571,0.00794,0.57625,0.05096
