Alpha,Beta,Loss,Conf,Num_Seeds,MSE Y_mean,MSE Y_std,MAE Y_mean,MAE Y_std,"HSIC(Y,X)_mean","HSIC(Y,X)_std",MSE Z_mean,MSE Z_std,MAE Z_mean,MAE Z_std,"HSIC(Z,X)_mean","HSIC(Z,X)_std","HSIC(Z,Y)_mean","HSIC(Z,Y)_std",dHSIC Total_mean,dHSIC Total_std,MMD_mean,MMD_std,RF Acc_mean,RF Acc_std
1.0,0.0,mse,MSE,20,3.30719,2.94834,1.07414,0.09623,0.07674,0.03671,1.20589,0.47002,0.83569,0.12343,0.10558,0.05015,0.0993,0.06268,0.00403,0.00112,0.03024,0.00815,0.6175,0.06935
0.0,1.0,hsic,HSIC,20,3.728,0.7896,1.3142,0.16184,0.09273,0.05048,28.26427,4.45482,2.31832,0.15184,0.31149,0.06013,0.44052,0.11639,0.00641,0.00159,0.11246,0.03916,0.72,0.09821
0.9,0.1,hybrid,HYBRID_ALPHA0.9_BETA0.1,20,3.41573,3.41407,1.07719,0.09459,0.07524,0.03687,1.25148,0.48302,0.84082,0.10774,0.09896,0.04558,0.09216,0.05761,0.00414,0.001,0.02934,0.00741,0.59625,0.07749
0.8,0.2,hybrid,HYBRID_ALPHA0.8_BETA0.2,20,3.6055,3.69216,1.08672,0.10078,0.07615,0.04729,1.51549,1.20968,0.86319,0.13354,0.10013,0.04315,0.09485,0.05326,0.00425,0.00115,0.03008,0.00845,0.61,0.07496
0.7,0.3,hybrid,HYBRID_ALPHA0.7_BETA0.3,20,3.01922,1.83693,1.07425,0.09373,0.07529,0.05404,1.50456,1.05872,0.87126,0.13308,0.09817,0.04047,0.09622,0.05314,0.00419,0.00109,0.03089,0.00847,0.59625,0.06245
0.6,0.4,hybrid,HYBRID_ALPHA0.6_BETA0.4,20,3.01809,1.68228,1.07687,0.09854,0.07715,0.0586,2.15582,2.87287,0.935,0.16997,0.11186,0.05361,0.11656,0.08509,0.00421,0.00112,0.03093,0.00962,0.6025,0.04927
0.5,0.5,hybrid,HYBRID_ALPHA0.5_BETA0.5,20,3.22063,2.39347,1.07725,0.10498,0.07535,0.05826,2.48131,3.30119,0.95164,0.17738,0.11156,0.0596,0.11961,0.08792,0.00411,0.00113,0.0308,0.01076,0.6075,0.05855
0.4,0.6,hybrid,HYBRID_ALPHA0.4_BETA0.6,20,3.23853,2.23977,1.07628,0.11855,0.07477,0.05838,2.26036,2.91924,0.98116,0.16021,0.12537,0.05081,0.12859,0.07915,0.00439,0.00103,0.03047,0.0099,0.59125,0.05458
0.3,0.7,hybrid,HYBRID_ALPHA0.3_BETA0.7,20,3.20859,2.15333,1.07329,0.11726,0.07249,0.05831,3.70047,4.94874,1.09131,0.30303,0.14007,0.08118,0.15739,0.12398,0.00463,0.00128,0.03375,0.02297,0.62375,0.07231
0.2,0.8,hybrid,HYBRID_ALPHA0.2_BETA0.8,20,3.08478,1.82423,1.08582,0.10343,0.07732,0.04954,3.57868,5.183,1.10224,0.32496,0.13979,0.08346,0.16055,0.11976,0.00469,0.00139,0.03294,0.02383,0.62125,0.08594
0.1,0.9,hybrid,HYBRID_ALPHA0.1_BETA0.9,20,2.20293,0.60929,1.05587,0.09942,0.08216,0.0511,3.60906,4.30706,1.18982,0.32596,0.15414,0.07647,0.15451,0.12304,0.00472,0.00121,0.03388,0.02639,0.60625,0.0638
