Alpha,Beta,Loss,Conf,Num_Seeds,MSE Y_mean,MSE Y_std,MAE Y_mean,MAE Y_std,"HSIC(Y,X)_mean","HSIC(Y,X)_std",MSE Z_mean,MSE Z_std,MAE Z_mean,MAE Z_std,"HSIC(Z,X)_mean","HSIC(Z,X)_std","HSIC(Z,Y)_mean","HSIC(Z,Y)_std",dHSIC Total_mean,dHSIC Total_std,MMD_mean,MMD_std,RF Acc_mean,RF Acc_std
1.0,0.0,mse,MSE,20,1.4979,0.04914,1.00362,0.0141,0.01045,0.00173,1.13905,0.22955,0.8695,0.05821,0.02909,0.00924,0.03322,0.03021,0.00203,0.0005,0.01082,0.00221,0.55625,0.04126
0.0,1.0,hsic,HSIC,20,2.68898,0.61012,1.30503,0.15216,0.01615,0.0077,8.74731,0.26804,1.9203,0.01786,0.18736,0.00194,0.37235,0.00456,0.00621,0.00028,0.04035,0.01205,0.605,0.03856
0.9,0.1,hybrid,HYBRID_ALPHA0.9_BETA0.1,20,1.49759,0.04741,1.00328,0.01381,0.01042,0.00177,1.16594,0.24425,0.87887,0.06188,0.03025,0.00948,0.03646,0.03041,0.00208,0.00049,0.01082,0.00216,0.565,0.04617
0.8,0.2,hybrid,HYBRID_ALPHA0.8_BETA0.2,20,1.49296,0.04971,1.00176,0.01445,0.01059,0.00269,1.18411,0.27057,0.88438,0.06823,0.03087,0.0094,0.03788,0.03014,0.0021,0.00048,0.01062,0.00212,0.55875,0.03467
0.7,0.3,hybrid,HYBRID_ALPHA0.7_BETA0.3,20,1.49607,0.05389,1.00289,0.01589,0.01072,0.00289,1.25508,0.31177,0.90452,0.0782,0.03195,0.00712,0.04582,0.0324,0.00221,0.00054,0.01063,0.00202,0.5725,0.03708
0.6,0.4,hybrid,HYBRID_ALPHA0.6_BETA0.4,20,1.49228,0.05469,1.00177,0.01535,0.01086,0.00297,1.19194,0.27315,0.88802,0.07055,0.03101,0.00801,0.03883,0.02822,0.00209,0.0005,0.01045,0.00157,0.56875,0.03963
0.5,0.5,hybrid,HYBRID_ALPHA0.5_BETA0.5,20,1.49162,0.0539,1.00151,0.01514,0.01056,0.00296,1.26436,0.3238,0.90828,0.08381,0.03204,0.00781,0.04506,0.03082,0.00221,0.00053,0.01025,0.00157,0.56875,0.04579
0.4,0.6,hybrid,HYBRID_ALPHA0.4_BETA0.6,20,1.491,0.04946,1.00032,0.01525,0.01008,0.00233,1.23775,0.32617,0.90172,0.08314,0.03264,0.00847,0.04195,0.02913,0.00226,0.00049,0.01005,0.00164,0.58,0.04104
0.3,0.7,hybrid,HYBRID_ALPHA0.3_BETA0.7,20,1.49344,0.04583,1.00127,0.01327,0.0103,0.00245,1.27803,0.35746,0.91518,0.09123,0.03297,0.00793,0.046,0.02849,0.00236,0.00052,0.01001,0.00171,0.58875,0.04478
0.2,0.8,hybrid,HYBRID_ALPHA0.2_BETA0.8,20,1.50924,0.0442,1.00602,0.01416,0.01033,0.00257,1.36852,0.49363,0.93746,0.12319,0.03505,0.00832,0.04819,0.03257,0.0024,0.00063,0.00967,0.00148,0.5825,0.04523
0.1,0.9,hybrid,HYBRID_ALPHA0.1_BETA0.9,20,1.53992,0.04635,1.01248,0.01283,0.0108,0.00257,1.99213,0.78608,1.09633,0.19469,0.03841,0.0084,0.07521,0.03937,0.00306,0.00086,0.00908,0.00162,0.58625,0.04965
