Alpha,Beta,Loss,Conf,Num_Seeds,MSE Y_mean,MSE Y_std,MAE Y_mean,MAE Y_std,"HSIC(Y,X)_mean","HSIC(Y,X)_std",MSE Z_mean,MSE Z_std,MAE Z_mean,MAE Z_std,"HSIC(Z,X)_mean","HSIC(Z,X)_std","HSIC(Z,Y)_mean","HSIC(Z,Y)_std",dHSIC Total_mean,dHSIC Total_std,MMD_mean,MMD_std,RF Acc_mean,RF Acc_std
1.0,0.0,mse,MSE,20,7.45466,14.64148,1.28071,0.39053,0.06505,0.05561,3.53991,3.25565,1.15211,0.27209,0.05876,0.04908,0.11516,0.08975,0.003,0.00109,0.02383,0.01332,0.59625,0.05976
0.0,1.0,hsic,HSIC,20,6.15215,13.97482,1.42838,0.39148,0.09907,0.07592,10.7295,6.72456,1.97599,0.21927,0.17506,0.03776,0.34215,0.07018,0.00445,0.00126,0.04099,0.01743,0.62375,0.06513
0.9,0.1,hybrid,HYBRID_ALPHA0.9_BETA0.1,20,10.19589,19.34811,1.3191,0.41494,0.06616,0.05569,3.53562,3.24773,1.14238,0.27494,0.05491,0.0483,0.11312,0.08776,0.00291,0.00103,0.0239,0.01344,0.5975,0.0702
0.8,0.2,hybrid,HYBRID_ALPHA0.8_BETA0.2,20,10.46127,19.08226,1.32895,0.41753,0.06768,0.05598,3.57546,3.20819,1.14982,0.27042,0.0561,0.04783,0.11489,0.08689,0.00285,0.00096,0.0238,0.01337,0.61125,0.07321
0.7,0.3,hybrid,HYBRID_ALPHA0.7_BETA0.3,20,9.46485,12.96715,1.34361,0.38944,0.06724,0.05774,3.4139,3.02985,1.14971,0.26624,0.05514,0.04751,0.11361,0.08689,0.00296,0.00095,0.02293,0.01282,0.61125,0.05348
0.6,0.4,hybrid,HYBRID_ALPHA0.6_BETA0.4,20,6.16447,9.07472,1.29545,0.34884,0.06873,0.05763,3.24381,2.62494,1.15179,0.24509,0.05385,0.04763,0.11843,0.08447,0.00305,0.00075,0.02386,0.01295,0.61375,0.06905
0.5,0.5,hybrid,HYBRID_ALPHA0.5_BETA0.5,20,5.05548,8.68423,1.24913,0.33067,0.06566,0.05971,3.2877,2.67612,1.17063,0.25545,0.05205,0.05038,0.12509,0.08536,0.00307,0.00088,0.02336,0.01314,0.60125,0.06663
0.4,0.6,hybrid,HYBRID_ALPHA0.4_BETA0.6,20,5.46395,8.93782,1.25924,0.33607,0.07253,0.06186,3.44614,2.72521,1.20657,0.27653,0.0581,0.0547,0.1392,0.09346,0.00312,0.00098,0.0237,0.0131,0.615,0.05982
0.3,0.7,hybrid,HYBRID_ALPHA0.3_BETA0.7,20,4.74267,8.68401,1.24012,0.32441,0.07613,0.06326,3.56295,2.81771,1.22984,0.28691,0.06306,0.05501,0.14108,0.09813,0.00318,0.00103,0.02351,0.01317,0.6025,0.0436
0.2,0.8,hybrid,HYBRID_ALPHA0.2_BETA0.8,20,4.59522,8.6967,1.24234,0.32662,0.07835,0.06739,3.73984,2.64956,1.27057,0.28536,0.07114,0.05988,0.15593,0.10576,0.00323,0.00118,0.02467,0.0138,0.60125,0.06809
0.1,0.9,hybrid,HYBRID_ALPHA0.1_BETA0.9,20,4.28956,8.70976,1.23853,0.32408,0.08969,0.06819,6.50297,3.37296,1.55461,0.33675,0.12347,0.06856,0.23807,0.13149,0.00402,0.00144,0.02778,0.01378,0.5875,0.04552
