Alpha,Beta,Loss,Conf,Num_Seeds,MSE Y_mean,MSE Y_std,MAE Y_mean,MAE Y_std,"HSIC(Y,X)_mean","HSIC(Y,X)_std",MSE Z_mean,MSE Z_std,MAE Z_mean,MAE Z_std,"HSIC(Z,X)_mean","HSIC(Z,X)_std","HSIC(Z,Y)_mean","HSIC(Z,Y)_std",dHSIC Total_mean,dHSIC Total_std,MMD_mean,MMD_std,RF Acc_mean,RF Acc_std
1.0,0.0,mse,MSE,20,3.5039,0.80001,0.68746,0.06957,0.35018,0.01356,87.90761,8.47003,2.11557,0.15498,0.27092,0.11568,0.14944,0.04741,0.00492,0.00062,0.06847,0.05711,0.6625,0.10591
0.0,1.0,hsic,HSIC,20,3.2941,0.4838,0.68692,0.04851,0.34331,0.01956,94.88675,6.22028,2.32145,0.15083,0.27643,0.09159,0.16022,0.01865,0.00533,0.00032,0.08872,0.08368,0.66,0.09047
0.9,0.1,hybrid,HYBRID_ALPHA0.9_BETA0.1,20,3.57649,0.84753,0.69382,0.07255,0.34952,0.01284,86.80736,7.49472,2.10254,0.18772,0.24985,0.11719,0.14037,0.04784,0.00483,0.00046,0.06689,0.05436,0.67,0.09234
0.8,0.2,hybrid,HYBRID_ALPHA0.8_BETA0.2,20,3.60051,1.07728,0.69302,0.07624,0.34454,0.01896,88.98053,10.28382,2.13027,0.2724,0.22575,0.11216,0.1444,0.06467,0.00478,0.00047,0.06347,0.0562,0.66,0.09947
0.7,0.3,hybrid,HYBRID_ALPHA0.7_BETA0.3,20,3.56893,1.11431,0.69017,0.09115,0.34247,0.02501,86.78098,7.42216,2.06222,0.25567,0.20164,0.10188,0.12864,0.04172,0.00453,0.00057,0.06361,0.05417,0.6725,0.1016
0.6,0.4,hybrid,HYBRID_ALPHA0.6_BETA0.4,20,3.51808,1.22547,0.68214,0.08737,0.34003,0.02126,85.99194,9.12611,2.05766,0.22918,0.20621,0.09168,0.1277,0.04449,0.0046,0.00047,0.05928,0.04945,0.67375,0.09049
0.5,0.5,hybrid,HYBRID_ALPHA0.5_BETA0.5,20,3.39817,1.16088,0.66788,0.05283,0.34034,0.02059,86.84244,10.46135,2.08959,0.22099,0.21683,0.10256,0.13605,0.04589,0.0048,0.00042,0.0628,0.05301,0.6775,0.08307
0.4,0.6,hybrid,HYBRID_ALPHA0.4_BETA0.6,20,3.47309,1.3237,0.67479,0.05913,0.33626,0.02933,87.64236,12.52524,2.0975,0.24247,0.22048,0.0998,0.13171,0.03646,0.00484,0.00057,0.05848,0.0436,0.66875,0.08918
0.3,0.7,hybrid,HYBRID_ALPHA0.3_BETA0.7,20,3.36918,0.62215,0.67415,0.05175,0.34178,0.02032,89.87354,13.37419,2.13215,0.26113,0.20812,0.09118,0.1351,0.04398,0.00484,0.00043,0.06086,0.04823,0.67125,0.07875
0.2,0.8,hybrid,HYBRID_ALPHA0.2_BETA0.8,20,3.29934,0.4477,0.67261,0.04089,0.34725,0.01389,161.50404,319.59712,2.33925,0.87038,0.22217,0.10098,0.13219,0.04037,0.00484,0.00055,0.0605,0.04855,0.66875,0.08731
0.1,0.9,hybrid,HYBRID_ALPHA0.1_BETA0.9,20,3.3359,0.43891,0.67274,0.03664,0.34217,0.01913,93.25078,7.85296,2.24441,0.19136,0.25512,0.09569,0.14441,0.02946,0.005,0.00043,0.06688,0.04858,0.6675,0.08394
