Alpha,Beta,Loss,Conf,Num_Seeds,MSE Y_mean,MSE Y_std,MAE Y_mean,MAE Y_std,"HSIC(Y,X)_mean","HSIC(Y,X)_std",MSE Z_mean,MSE Z_std,MAE Z_mean,MAE Z_std,"HSIC(Z,X)_mean","HSIC(Z,X)_std","HSIC(Z,Y)_mean","HSIC(Z,Y)_std",dHSIC Total_mean,dHSIC Total_std,MMD_mean,MMD_std,RF Acc_mean,RF Acc_std
1.0,0.0,mse,MSE,20,3.75181,2.25479,0.67256,0.06221,0.35063,0.01734,80.83669,13.41213,1.6841,0.18137,0.16046,0.09916,0.07337,0.02376,0.00383,0.00074,0.12974,0.11372,0.7475,0.0702
0.0,1.0,hsic,HSIC,20,3.44085,0.19483,0.69815,0.04941,0.3322,0.01544,93.1857,2.54618,2.46969,0.25941,0.12699,0.02568,0.10944,0.02567,0.00539,0.00061,0.22136,0.11175,0.7875,0.06412
0.9,0.1,hybrid,HYBRID_ALPHA0.9_BETA0.1,20,3.71635,1.85018,0.67622,0.05573,0.34945,0.01607,75.5931,22.45087,1.61566,0.28632,0.11749,0.08117,0.06977,0.02324,0.00382,0.0007,0.12399,0.11281,0.7425,0.08549
0.8,0.2,hybrid,HYBRID_ALPHA0.8_BETA0.2,20,3.57318,1.32938,0.67444,0.04893,0.34776,0.017,75.70674,22.66664,1.63887,0.34194,0.09535,0.08656,0.07235,0.03599,0.00381,0.00083,0.1128,0.10589,0.74375,0.07428
0.7,0.3,hybrid,HYBRID_ALPHA0.7_BETA0.3,20,3.62299,1.48112,0.68032,0.06888,0.33839,0.04042,77.97343,17.00264,1.6756,0.25508,0.09472,0.08084,0.07695,0.03377,0.00399,0.00073,0.1192,0.10478,0.76125,0.05819
0.6,0.4,hybrid,HYBRID_ALPHA0.6_BETA0.4,20,3.62438,1.342,0.68176,0.07246,0.33901,0.043,76.61793,23.26593,1.68191,0.369,0.07438,0.02998,0.07442,0.02153,0.00396,0.00065,0.12226,0.10358,0.7475,0.06634
0.5,0.5,hybrid,HYBRID_ALPHA0.5_BETA0.5,20,3.41068,0.78199,0.67285,0.0344,0.34468,0.01534,80.71471,15.65,1.73214,0.21644,0.07613,0.02644,0.07896,0.01511,0.00417,0.00052,0.14287,0.11062,0.75875,0.06702
0.4,0.6,hybrid,HYBRID_ALPHA0.4_BETA0.6,20,3.55814,1.05301,0.68836,0.07646,0.32666,0.05089,80.47465,16.17786,1.75066,0.23953,0.07489,0.02456,0.08186,0.01519,0.00426,0.00057,0.14363,0.10982,0.76125,0.05705
0.3,0.7,hybrid,HYBRID_ALPHA0.3_BETA0.7,20,3.4058,0.42841,0.67563,0.02525,0.34521,0.01299,81.34143,16.39675,1.8025,0.31767,0.08766,0.0775,0.08891,0.02776,0.00435,0.00057,0.14245,0.10573,0.76375,0.06663
0.2,0.8,hybrid,HYBRID_ALPHA0.2_BETA0.8,20,3.63094,0.7365,0.68439,0.03097,0.34386,0.01535,84.87901,8.8201,1.86777,0.21947,0.08998,0.0797,0.0926,0.02577,0.00449,0.00046,0.1503,0.10758,0.77125,0.06603
0.1,0.9,hybrid,HYBRID_ALPHA0.1_BETA0.9,20,3.42786,0.23685,0.67784,0.01656,0.33772,0.01325,87.1104,7.52852,1.9936,0.25237,0.10875,0.08424,0.10025,0.03847,0.00473,0.00077,0.16278,0.10961,0.77,0.06619
