Alpha,Beta,Loss,Conf,Num_Seeds,MSE Y_mean,MSE Y_std,MAE Y_mean,MAE Y_std,"HSIC(Y,X)_mean","HSIC(Y,X)_std",MSE Z_mean,MSE Z_std,MAE Z_mean,MAE Z_std,"HSIC(Z,X)_mean","HSIC(Z,X)_std","HSIC(Z,Y)_mean","HSIC(Z,Y)_std",dHSIC Total_mean,dHSIC Total_std,MMD_mean,MMD_std,RF Acc_mean,RF Acc_std
1.0,0.0,mse,MSE,20,3.17914,0.50531,0.65781,0.03551,0.33939,0.02343,81.01067,18.48265,1.92886,0.26398,0.22597,0.14153,0.11756,0.03926,0.00456,0.00058,0.08721,0.0776,0.67,0.07282
0.0,1.0,hsic,HSIC,20,3.24046,0.49131,0.70748,0.08247,0.32969,0.04619,93.9637,7.07593,2.35876,0.19816,0.17389,0.05131,0.13229,0.02681,0.0054,0.00034,0.13129,0.09449,0.7225,0.07066
0.9,0.1,hybrid,HYBRID_ALPHA0.9_BETA0.1,20,3.18469,0.48614,0.65792,0.03229,0.3373,0.02312,78.14784,18.58849,1.87659,0.24366,0.19139,0.12907,0.10354,0.03727,0.00449,0.00052,0.07991,0.07747,0.65375,0.07534
0.8,0.2,hybrid,HYBRID_ALPHA0.8_BETA0.2,20,3.16118,0.45943,0.65634,0.03023,0.33763,0.0245,75.36378,16.87803,1.81886,0.22392,0.15076,0.10178,0.09293,0.03227,0.00433,0.00056,0.0745,0.07104,0.67125,0.068
0.7,0.3,hybrid,HYBRID_ALPHA0.7_BETA0.3,20,3.12345,0.52995,0.6537,0.03611,0.33989,0.02532,75.75691,18.00941,1.80997,0.22153,0.1163,0.07292,0.08798,0.02271,0.00431,0.00044,0.07523,0.07101,0.68625,0.07093
0.6,0.4,hybrid,HYBRID_ALPHA0.6_BETA0.4,20,3.13272,0.36948,0.65682,0.02573,0.33939,0.02822,76.7451,17.68266,1.81278,0.20763,0.11139,0.07056,0.08725,0.02253,0.00426,0.00036,0.07676,0.07106,0.6825,0.07076
0.5,0.5,hybrid,HYBRID_ALPHA0.5_BETA0.5,20,3.16969,0.35554,0.65951,0.02311,0.33845,0.03211,77.05183,17.68553,1.81127,0.20678,0.11178,0.06969,0.08681,0.02153,0.00437,0.0003,0.07832,0.07135,0.69625,0.07749
0.4,0.6,hybrid,HYBRID_ALPHA0.4_BETA0.6,20,3.17873,0.40153,0.66168,0.02552,0.33723,0.03473,76.68955,17.48865,1.79984,0.21863,0.10192,0.03178,0.0832,0.01748,0.00438,0.00035,0.08052,0.06996,0.70375,0.07357
0.3,0.7,hybrid,HYBRID_ALPHA0.3_BETA0.7,20,3.14984,0.44423,0.66271,0.03333,0.33701,0.03677,76.64432,17.83259,1.82403,0.23728,0.10025,0.03076,0.08651,0.02219,0.00444,0.00035,0.0838,0.07013,0.7025,0.0725
0.2,0.8,hybrid,HYBRID_ALPHA0.2_BETA0.8,20,3.22555,0.51506,0.67087,0.0417,0.33606,0.03734,85.09849,8.42291,1.9746,0.21184,0.12762,0.06665,0.09794,0.02713,0.00462,0.00049,0.0937,0.07175,0.70625,0.06876
0.1,0.9,hybrid,HYBRID_ALPHA0.1_BETA0.9,20,3.24317,0.70824,0.67661,0.05438,0.33121,0.03998,90.20284,13.74118,2.09955,0.2883,0.14248,0.0721,0.10918,0.0284,0.00484,0.00054,0.10106,0.07701,0.71625,0.06553
