Alpha,Beta,Loss,Conf,Num_Seeds,MSE Y_mean,MSE Y_std,MAE Y_mean,MAE Y_std,"HSIC(Y,X)_mean","HSIC(Y,X)_std",MSE Z_mean,MSE Z_std,MAE Z_mean,MAE Z_std,"HSIC(Z,X)_mean","HSIC(Z,X)_std","HSIC(Z,Y)_mean","HSIC(Z,Y)_std",dHSIC Total_mean,dHSIC Total_std,MMD_mean,MMD_std,RF Acc_mean,RF Acc_std
1.0,0.0,mse,MSE,10,1.3723,0.60992,0.76824,0.0444,312.09089,130.45184,19.57066,44.18997,1.05115,0.4853,860.70716,1119.84562,1350.29093,1763.04653,0.0015,0.00106,0.04736,0.03117,0.683,0.04762
0.0,1.0,hsic,HSIC,10,3.58062,1.37287,1.15625,0.07889,5894.29121,940.09439,77.19997,125.30197,2.17826,0.41026,2819.50441,621.84056,5735.68,737.14755,0.00317,0.00036,0.19793,0.06577,0.8725,0.03302
0.9,0.1,hybrid,HYBRID_ALPHA0.9_BETA0.1,10,1.37235,0.61519,0.76923,0.0438,318.35449,130.35138,19.43139,44.1624,1.05215,0.48463,894.78394,1115.59969,1376.34278,1754.55789,0.00152,0.00106,0.04738,0.03129,0.6795,0.05091
0.8,0.2,hybrid,HYBRID_ALPHA0.8_BETA0.2,10,1.36084,0.61292,0.76822,0.0441,330.82992,153.59242,18.15781,44.12719,1.04541,0.48663,870.00131,1128.65842,1364.35054,1771.77659,0.00147,0.00109,0.0476,0.03127,0.6875,0.04979
0.7,0.3,hybrid,HYBRID_ALPHA0.7_BETA0.3,10,1.37349,0.64857,0.7687,0.04465,341.89429,139.28594,18.46288,44.0835,1.0483,0.486,882.01724,1132.15408,1378.88776,1776.28554,0.00152,0.00112,0.04743,0.03148,0.675,0.05323
0.6,0.4,hybrid,HYBRID_ALPHA0.6_BETA0.4,10,1.38756,0.63314,0.77195,0.04262,365.42808,135.60207,17.89902,44.18318,1.04102,0.48969,873.71832,1136.98328,1359.60938,1793.40159,0.00149,0.00111,0.04805,0.03115,0.679,0.05114
0.5,0.5,hybrid,HYBRID_ALPHA0.5_BETA0.5,10,1.3845,0.6101,0.77342,0.04324,391.8684,149.0074,17.37039,44.2291,1.04292,0.49419,894.36617,1146.21387,1381.78443,1811.67538,0.00151,0.00112,0.04764,0.03184,0.685,0.05411
0.4,0.6,hybrid,HYBRID_ALPHA0.4_BETA0.6,10,1.34918,0.5736,0.77164,0.04244,406.59896,127.15941,16.69298,44.38229,1.03004,0.50238,901.57468,1173.22947,1367.60377,1878.39942,0.00145,0.00114,0.04759,0.0321,0.6855,0.05246
0.3,0.7,hybrid,HYBRID_ALPHA0.3_BETA0.7,10,1.49137,1.01909,0.79422,0.09573,685.75478,866.25617,17.54056,44.83606,1.04189,0.49827,964.19959,1164.0204,1425.27882,1876.19329,0.00155,0.00126,0.04868,0.03272,0.699,0.05739
0.2,0.8,hybrid,HYBRID_ALPHA0.2_BETA0.8,10,1.28252,0.49498,0.77144,0.04234,392.06367,126.82914,16.848,44.89699,1.04174,0.49627,1066.23484,1130.05236,1566.95568,1822.86393,0.00159,0.00106,0.04845,0.03137,0.6855,0.04634
0.1,0.9,hybrid,HYBRID_ALPHA0.1_BETA0.9,10,1.2967,0.3825,0.77726,0.04072,538.73257,164.57102,16.70412,46.03153,1.04937,0.49772,1171.55043,1175.66569,1794.48211,1859.16293,0.00173,0.00128,0.04918,0.03248,0.7035,0.04295
