Alpha,Beta,Loss,Conf,Num_Seeds,MSE Y_mean,MSE Y_std,MAE Y_mean,MAE Y_std,"HSIC(Y,X)_mean","HSIC(Y,X)_std",MSE Z_mean,MSE Z_std,MAE Z_mean,MAE Z_std,"HSIC(Z,X)_mean","HSIC(Z,X)_std","HSIC(Z,Y)_mean","HSIC(Z,Y)_std",dHSIC Total_mean,dHSIC Total_std,MMD_mean,MMD_std,RF Acc_mean,RF Acc_std
1.0,0.0,mse,MSE,10,3.95164,5.09848,1.0693,0.31643,16.49834,9.72577,12.99439,27.89644,1.48237,0.65444,12.47326,7.48312,18.08426,10.15872,0.00715,0.00123,0.11824,0.09136,0.76,0.11738
0.0,1.0,hsic,HSIC,10,4.77364,7.6256,1.1649,0.33915,20.45162,10.46013,18.80292,31.91274,1.94292,0.60415,14.09349,7.85802,22.48403,7.11356,0.00718,0.00177,0.16586,0.10423,0.7,0.13333
0.9,0.1,hybrid,HYBRID_ALPHA0.9_BETA0.1,10,3.84841,4.8895,1.06771,0.30947,16.38715,9.82399,13.29658,28.27013,1.49049,0.66539,12.62446,7.40977,17.83643,9.87693,0.0074,0.00156,0.11758,0.09063,0.72,0.12293
0.8,0.2,hybrid,HYBRID_ALPHA0.8_BETA0.2,10,3.94083,4.87471,1.07855,0.3089,16.71773,9.58258,15.00046,33.64155,1.5056,0.69832,13.57916,8.14875,18.42421,9.92914,0.0073,0.00145,0.11869,0.09236,0.74,0.1075
0.7,0.3,hybrid,HYBRID_ALPHA0.7_BETA0.3,10,3.84899,4.91306,1.08455,0.30324,17.81984,9.47487,13.14298,28.22944,1.45804,0.68775,13.31307,8.35325,17.22535,8.87659,0.00722,0.00155,0.118,0.0929,0.75,0.11785
0.6,0.4,hybrid,HYBRID_ALPHA0.6_BETA0.4,10,3.68858,4.50662,1.07647,0.29086,17.25593,9.39601,13.23699,28.13834,1.46651,0.68088,12.92385,8.343,16.93543,8.64636,0.00757,0.00172,0.11782,0.09255,0.75,0.10801
0.5,0.5,hybrid,HYBRID_ALPHA0.5_BETA0.5,10,3.7562,4.56658,1.07698,0.29579,16.82472,9.56953,12.83905,28.00498,1.45575,0.65555,11.98778,7.64246,17.96746,8.96331,0.00725,0.00129,0.11726,0.09182,0.75,0.10801
0.4,0.6,hybrid,HYBRID_ALPHA0.4_BETA0.6,10,3.6126,4.65927,1.07386,0.28891,17.87885,9.35403,16.26426,38.61042,1.49749,0.67935,11.83562,7.60292,16.76215,8.16023,0.00739,0.0017,0.11896,0.09005,0.72,0.12293
0.3,0.7,hybrid,HYBRID_ALPHA0.3_BETA0.7,10,3.51638,4.6872,1.04541,0.29682,16.67229,9.77045,15.9045,40.73037,1.38612,0.73566,11.75598,7.61009,15.04642,7.55194,0.00807,0.00192,0.12038,0.08988,0.75,0.12693
0.2,0.8,hybrid,HYBRID_ALPHA0.2_BETA0.8,10,3.4545,4.69142,1.04148,0.30119,16.00928,10.23832,15.14134,38.70472,1.35364,0.71909,11.80096,7.51183,15.3885,7.55247,0.00789,0.00208,0.11625,0.08938,0.7,0.12472
0.1,0.9,hybrid,HYBRID_ALPHA0.1_BETA0.9,10,3.87491,5.67337,1.08951,0.34979,18.93577,11.07931,15.2028,32.81443,1.50045,0.64468,11.41685,7.49019,17.94112,8.24454,0.00798,0.00192,0.10801,0.09069,0.71,0.12867
